종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"069110","3H","KOSDAQ",,"500","-30","-5.66","530","540","500","77824","39884325","4470550000","8941100"
"060310","3S","KOSDAQ",,"570","10","1.79","565","580","555","100521","56497640","13671866100","23985730"
"036360","3SOFT","KOSDAQ",,"1010","-85","-7.76","1070","1070","985","559374","567255025","42271321940","41852794"
"900010","3노드디지탈","KOSDAQ",,"1050","10","0.96","1050","1100","1045","417619","446217795","42000000000","40000000"
"013340","AJS","KOSDAQ",,"775","15","1.97","765","785","760","51421","39770975","16528214975","21326729"
"031860","A모션","KOSDAQ",,"395","25","6.76","380","420","375","421025","169689105","9986525485","25282343"
"003990","BHK","KOSPI",,"175","-5","-2.78","175","180","165","1633647","281958760","8621309025","49264623"
"004560","BNG스틸","KOSPI",,"3770","-105","-2.71","3890","3900","3725","52287","198841540","56847117470","15078811"
"004565","BNG스틸우","KOSPI",,"5000","115","2.35","4880","5400","4880","170","860900","549260000","109852"
"048550","BT&I","KOSDAQ",,"930","0","0.00","995","995","900","16483","15003325","14924945970","16048329"
"001460","BYC","KOSPI",,"139500","-1500","-1.06","130000","140000","130000","21","2802500","87133792500","624615"
"001465","BYC우","KOSPI",,"46050","-1650","-3.46","0","0","0","0","0","9918479250","215385"
"065770","C&S마이크로","KOSDAQ",,"1450","15","1.05","1440","1470","1400","15139","21652400","17400000000","12000000"
"000790","C&상선","KOSPI",,"195","0","0.00","170","215","170","25486978","4896788630","38657212035","198242113"
"013200","C&우방","KOSPI",,"385","45","13.24","300","390","300","3000087","1074144795","9021950245","23433637"
"084680","C&우방랜드","KOSPI",,"300","35","13.21","270","300","270","267365","79432285","9862825500","32876085"
"008400","C&중공업","KOSPI",,"710","0","0.00","605","810","605","2496585","1801205450","14417482940","20306314"
"008405","C&중공업우","KOSPI",,"287000","17000","6.30","300000","300000","248000","26","6746000","1065631000","3713"
"001040","CJ","KOSPI",,"29000","-1200","-3.97","30200","30200","29000","141657","4183332900","798749494000","27543086"
"079160","CJ CGV","KOSPI",,"13300","-350","-2.56","13600","13700","12900","53850","709717000","274182798400","20615248"
"001047","CJ2우B","KOSPI",,"28500","-500","-1.72","28500","28500","28500","540","15390000","29042668500","1019041"
"001049","CJ3우B","KOSPI",,"24000","-200","-0.83","24200","24850","23600","1860","45013000","12796152000","533173"
"001045","CJ우","KOSPI",,"13100","-100","-0.76","12800","13100","12650","2340","30269500","29608921300","2260223"
"037150","CJ인터넷","KOSDAQ",,"10750","-300","-2.71","11300","11400","10750","225099","2499346300","245080886500","22798222"
"097950","CJ제일제당","KOSPI",,"148500","-20500","-12.13","167000","167000","148500","173973","27203805500","1674588168000","11276688"
"097957","CJ제일제당 2우B","KOSPI",,"140000","-14000","-9.09","147500","147500","140000","601","85472000","83787900000","598485"
"097959","CJ제일제당 3우B","KOSPI",,"129000","-4500","-3.37","137500","137500","122500","640","81313500","40394157000","313133"
"097955","CJ제일제당 우","KOSPI",,"39000","-1000","-2.50","39700","40000","39000","1441","57149500","51769887000","1327433"
"051500","CJ프레시웨이","KOSDAQ",,"4330","280","6.91","4050","4350","3905","4712","19575550","46616780000","10766000"
"035760","CJ홈쇼핑","KOSDAQ",,"30500","-650","-2.09","31500","31800","30500","110609","3434328600","335638195500","11004531"
"035710","CL","KOSDAQ",,"190","-5","-2.56","195","195","180","73428","13743925","7641965490","40220871"
"050470","CMS","KOSDAQ",,"150","-5","-3.23","140","155","140","142023","21029045","5573542800","37156952"
"023460","CNH캐피탈","KOSDAQ",,"1440","20","1.41","1420","1455","1410","11899","16999335","53568000000","37200000"
"064060","CTC","KOSDAQ",,"745","-5","-0.67","780","780","700","1035980","765510265","10478125510","14064598"
"068790","DMS","KOSDAQ",,"5350","60","1.13","5050","5510","5050","151475","815060190","106397713050","19887423"
"065340","DM테크놀로지","KOSDAQ",,"500","20","4.17","510","515","480","222353","111528845","5626454500","11252909"
