종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","195","0","0.00","3","65.00",,,,,"0","0.00"
"036360","3SOFT ","445","0","0.00",,,,,,,"0","0.00"
"005760","ACTS ","1810","-15","-0.82",,,,,"4850","0.37","0","0.00"
"039790","AMIC ","470","-10","-2.08",,,,,,,"0","0.00"
"015670","AP우주통신 ","270","10","3.85",,,,,"474","0.57","0","0.00"
"015675","AP우주통신(1우B) ","375","25","7.14",,,,,,,"0","0.00"
"036820","BET ","545","-10","-1.80",,,,,,,"0","0.00"
"036825","BET우 ","640","45","7.56",,,,,,,"0","0.00"
"004560","BNG스틸 ","6510","-150","-2.25","8813","0.74",,,"11699","0.56","250","3.84"
"004565","BNG스틸(1우) ","4300","-180","-4.02",,,,,,,"300","6.98"
"001460","BYC ","42250","-450","-1.05","16739","2.52",,,"237387","0.18","650","1.54"
"001465","BYC(1우) ","24000","0","0.00",,,,,,,"700","2.92"
"045260","CHK한강 ","300","30","11.11","25","12.00",,,,,"0","0.00"
"001040","CJ ","69300","-200","-0.29","6216","11.15",,,"51934","1.33","1750","2.53"
"001045","CJ(1우) ","35900","150","0.42",,,,,,,"1800","5.01"
"001047","CJ(2우B) ","53400","900","1.71",,,,,,,"1750","3.28"
"001049","CJ(3우B) ","51900","1000","1.96",,,,,,,"1750","3.37"
"049370","CJ엔터테인 ","18400","50","0.27","1125","16.36",,,,,"0","0.00"
"037150","CJ인터넷 ","10250","200","1.99","203","50.49",,,,,"0","0.00"
"051500","CJ푸드시스템 ","4575","30","0.66",,,,,,,"0","0.00"
"035760","CJ홈쇼핑 ","56100","5600","11.09","4175","13.44",,,,,"0","0.00"
"004530","CKF ","2900","-75","-2.52",,,,,"7469","0.39","0","0.00"
"050470","CMS ","405","35","9.46",,,,,,,"0","0.00"
"023460","CNH캐피탈 ","1025","0","0.00",,,,,,,"0","0.00"
"065340","DM테크놀로지 ","1740","0","0.00",,,,,,,"0","0.00"
"069730","DSR제강 ","615","10","1.65",,,,,"1755","0.35","0","0.00"
"017940","E1 ","23850","-150","-0.63","9212","2.59",,,"54866","0.43","1500","6.29"
"014820","EASTEL ","1020","130","14.61","36","28.33",,,"851","1.20","0","0.00"
"014825","EASTEL(1우) ","640","75","13.27",,,,,,,"0","0.00"
"014827","EASTEL(2우B) ","1980","180","10.00",,,,,,,"135","6.82"
"037370","EG ","3670","40","1.10","70","52.43",,,,,"0","0.00"
"007700","F&F ","1410","15","1.08","391","3.61",,,"4176","0.34","60","4.26"
"001370","FnC코오롱 ","4760","-10","-0.21","961","4.95",,,"8668","0.55","50","1.05"
"001375","FnC코오롱(1우) ","3200","0","0.00",,,,,,,"100","3.13"
"035000","G2R ","17800","-200","-1.11","1165","15.28",,,"8232","2.16","1000","5.62"
"078930","GS ","23000","450","2.00",,,,,,,"0","0.00"
"078935","GS(1우) ","14100","100","0.71",,,,,,,"0","0.00"
"053870","GT&T ","610","10","1.67",,,,,,,"0","0.00"
"060910","I.S하이텍 ","2180","20","0.93",,,,,,,"0","0.00"
"038710","ICM ","2925","10","0.34",,,,,,,"0","0.00"
"003560","IHQ ","1285","-25","-1.91",,,,,"474","2.71","0","0.00"
"004020","INI스틸 ","14550","750","5.43","2686","5.42",,,"28868","0.50","250","1.72"
"004025","INI스틸(1우B) ","9200","10","0.11",,,,,,,"250","2.72"
"036670","KCI ","1775","-25","-1.39","232","7.65",,,,,"0","0.00"
"009070","KCTC ","33400","0","0.00","5324","6.27",,,"236540","0.14","750","2.25"
"054020","KDN스마텍 ","530","10","1.92",,,,,,,"0","0.00"
"017300","KDS ","180","-10","-5.26",,,,,"259","0.69","0","0.00"
"006200","KEC ","19400","-500","-2.51",,,,,"50470","0.38","0","0.00"
"046810","KEPS ","480","25","5.49",,,,,,,"0","0.00"
"001390","KG케미칼 ","480","-5","-1.03",,,,,"644","0.75","0","0.00"
"060720","KH바텍 ","26400","-1000","-3.65","2505","10.54",,,,,"0","0.00"
"050120","KJ온라인 ","1440","70","5.11","8","180.00",,,,,"0","0.00"
"030200","KT ","42400","100","0.24","3841","11.04",,,"32324","1.31","2000","4.72"
"033780","KT&G ","33000","-400","-1.20","3724","8.86",,,"20334","1.62","1600","4.85"
"030210","KTB네트워크 ","1940","-35","-1.77","85","22.82",,,"7184","0.27","0","0.00"
"055810","KTC텔레콤 ","885","-10","-1.12","619","1.43",,,,,"0","0.00"
"032390","KTF ","22400","550","2.52","2174","10.30",,,"17155","1.31","500","2.23"
"036030","KTH ","4405","165","3.89",,,,,,,"0","0.00"
"058550","KTT텔레콤 ","155","5","3.33",,,,,,,"0","0.00"
"060370","KT서브마린 ","6260","-10","-0.16","955","6.55",,,,,"0","0.00"
"003550","LG ","16500","450","2.80","75","220.00",,,"26586","0.62","250","1.52"
"003555","LG(1우) ","11300","150","1.35",,,,,,,"300","2.65"
"006360","LG건설 ","26600","-600","-2.21","3548","7.50",,,"23220","1.15","1250","4.70"
