종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","2500","20","0.81","33","75.76",,,"829","3.02","0","0.00"
"095570","AJ네트웍스 ","6100","-10","-0.16","1707","3.57","959","6.36","8075","0.76","270","4.43"
"006840","AK홀딩스 ","15600","450","2.97",,,,,"45961","0.34","200","1.28"
"054620","APS홀딩스 ","14000","100","0.72","1179","11.87",,,"10088","1.39","100","0.71"
"265520","AP시스템 ","19350","300","1.57","3932","4.92","4130","4.68","12713","1.52","240","1.24"
"211270","AP위성 ","11350","0","0.00","99","114.65",,,"5714","1.99","70","0.62"
"027410","BGF ","4425","60","1.37","684","6.47","655","6.76","16393","0.27","110","2.49"
"282330","BGF리테일 ","196500","-9000","-4.38","8547","22.99","13085","15.02","46849","4.19","3000","1.53"
"032790","BNGT ","2365","-5","-0.21","266","8.89",,,"1508","1.57","0","0.00"
"138930","BNK금융지주 ","7440","50","0.68","2341","3.18","2608","2.85","28745","0.26","560","7.53"
"001460","BYC ","374500","2500","0.67","35764","10.47",,,"577324","0.65","1500","0.40"
"001465","BYC우 ","143000","3000","2.14",,,,,,,"1550","1.08"
"013720","CBI ","308","2","0.65",,,,,"137","2.25","0","0.00"
"001040","CJ ","77600","900","1.17","8197","9.47","12195","6.36","151085","0.51","2300","2.96"
"079160","CJ CGV ","17550","0","0.00",,,,,"5520","3.18","0","0.00"
"035760","CJ ENM ","82200","-1600","-1.91","9332","8.81","5418","15.17","182220","0.45","2100","2.55"
"311690","CJ 바이오사이언스 ","28600","-100","-0.35",,,,,"14957","1.91","0","0.00"
"00104K","CJ4우(전환) ","70300","200","0.29",,,,,,,"2350","3.34"
"000120","CJ대한통운 ","89900","1500","1.70","1841","48.83","9984","9.00","178766","0.50","0","0.00"
"011150","CJ씨푸드 ","2765","10","0.36","61","45.33",,,"1857","1.49","0","0.00"
"011155","CJ씨푸드1우 ","25500","500","2.00",,,,,,,"0","0.00"
"001045","CJ우 ","50000","400","0.81",,,,,,,"2350","4.70"
"097950","CJ제일제당 ","390000","-5000","-1.27","38246","10.20","48699","8.01","381542","1.02","5000","1.28"
"097955","CJ제일제당 우 ","170500","-500","-0.29",,,,,,,"5050","2.96"
"051500","CJ프레시웨이 ","32600","850","2.68","2245","14.52","5991","5.44","20715","1.57","300","0.92"
"058820","CMG제약 ","2160","65","3.10","23","93.91",,,"1330","1.62","0","0.00"
"023460","CNH ","2570","-120","-4.46","46","55.87",,,"3826","0.67","20","0.78"
"056730","CNT85 ","3100","0","0.00",,,,,"295","10.51","0","0.00"
"065770","CS ","1600","30","1.91",,,,,"1099","1.46","0","0.00"
"083660","CSA 코스믹 ","1060","0","0.00",,,,,"390","2.72","0","0.00"
"000590","CS홀딩스 ","63000","200","0.32","12789","4.93",,,"226165","0.28","500","0.79"
"012030","DB ","833","-1","-0.12","114","7.31",,,"2292","0.36","0","0.00"
"404950","DB금융스팩10호 ","1995","-10","-0.50",,,,,,,"0","0.00"
"367340","DB금융스팩8호 ","1995","-10","-0.50",,,,,,,"0","0.00"
"367360","DB금융스팩9호 ","2040","5","0.25",,,,,,,"0","0.00"
"016610","DB금융투자 ","4650","85","1.86","2831","1.64",,,"22133","0.21","500","10.75"
"005830","DB손해보험 ","62300","200","0.32","14482","4.30","12143","5.13","110605","0.56","3500","5.62"
"000990","DB하이텍 ","46050","1450","3.25","7292","6.32","9772","4.71","25449","1.81","450","0.98"
"000995","DB하이텍1우 ","95400","3000","3.25",,,,,,,"500","0.52"
"139130","DGB금융지주 ","7990","70","0.88","2886","2.77","2965","2.69","32507","0.25","630","7.88"
"001530","DI동일 ","16600","550","3.43","2234","7.43","2164","7.67","29290","0.57","200","1.20"
"000210","DL ","69300","500","0.73","41881","1.65","17514","3.96","173922","0.40","1900","2.74"
"001880","DL건설 ","16800","1050","6.67","7911","2.12","4360","3.85","41105","0.41","750","4.46"
"000215","DL우 ","37650","100","0.27",,,,,,,"1950","5.18"
"375500","DL이앤씨 ","41650","-200","-0.48","26903","1.55","10684","3.90","194338","0.21","2700","6.48"
"37550L","DL이앤씨2우(전환) ","29750","300","1.02",,,,,,,"0","0.00"
"37550K","DL이앤씨우 ","26800","550","2.10",,,,,,,"2750","10.26"
"068790","DMS ","5440","100","1.87","1354","4.02",,,"10824","0.50","100","1.84"
"007340","DN오토모티브 ","73800","-2400","-3.15","9379","7.87","17769","4.15","82507","0.89","2000","2.71"
"004840","DRB동일 ","4500","115","2.62",,,,,"18916","0.24","30","0.67"
"241520","DSC인베스트먼트 ","4440","-40","-0.89","582","7.63",,,"2762","1.61","0","0.00"
"155660","DSR ","6420","50","0.78","768","8.36",,,"10991","0.58","50","0.78"
"069730","DSR제강 ","5750","-20","-0.35","529","10.87",,,"10683","0.54","40","0.70"
"017940","E1 ","49350","0","0.00","22789","2.17",,,"226210","0.22","2200","4.46"
"245620","EDGC ","1945","30","1.57",,,,,"712","2.73","0","0.00"
"037370","EG ","8600","200","2.38","622","13.83",,,"7528","1.14","0","0.00"
"050120","ES큐브 ","5130","30","0.59","670","7.66",,,"6347","0.81","0","0.00"
"084180","EV수성 ","1500","0","0.00",,,,,"579","2.59","0","0.00"
"383220","F&F ","154000","2500","1.65","6061","25.41","13849","11.12","14307","10.76","1100","0.71"
"007700","F&F홀딩스 ","27650","-900","-3.15","88031","0.31",,,"49495","0.56","170","0.61"
"214270","FSN ","3555","55","1.57","4","888.75",,,"3885","0.92","0","0.00"
