종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","2170","25","1.17",,,,,"704","3.08","0","0.00"
"095570","AJ네트웍스 ","4940","45","0.92","320","15.44",,,"6168","0.80","86","1.74"
"068400","AJ렌터카 ","13900","0","0.00","572","24.30",,,"11091","1.25","0","0.00"
"006840","AK홀딩스 ","55700","2500","4.70","7727","7.21",,,"52954","1.05","650","1.17"
"054620","APS홀딩스 ","4470","-60","-1.32","46508","0.10",,,"13639","0.33","0","0.00"
"265520","AP시스템 ","24100","300","1.26","1395","17.28",,,"5856","4.12","0","0.00"
"211270","AP위성 ","6570","-80","-1.20","5","1314.00",,,"5465","1.20","0","0.00"
"027410","BGF ","8190","20","0.24","74964","0.11",,,"21952","0.37","200","2.44"
"282330","BGF리테일 ","192000","-2500","-1.29","1619","118.59",,,"22486","8.54","1000","0.52"
"138930","BNK금융지주 ","7680","10","0.13","1200","6.40",,,"21653","0.35","230","2.99"
"001460","BYC ","243500","-1500","-0.61","7414","32.84",,,"475434","0.51","850","0.35"
"001465","BYC우 ","114500","500","0.44",,,,,,,"900","0.79"
"001040","CJ ","132500","2000","1.53","16286","8.14",,,"125004","1.06","1450","1.09"
"079160","CJ CGV ","42200","600","1.44",,,,,"14554","2.90","350","0.83"
"035760","CJ ENM ","234000","1000","0.43","21705","10.78",,,"165443","1.41","3000","1.28"
"000120","CJ대한통운 ","156500","-2500","-1.57","1786","87.63",,,"103964","1.51","0","0.00"
"011150","CJ씨푸드 ","2365","35","1.50","127","18.62",,,"1662","1.42","0","0.00"
"011155","CJ씨푸드1우 ","28250","-250","-0.88",,,,,,,"0","0.00"
"001045","CJ우 ","58200","200","0.34",,,,,,,"1500","2.58"
"097950","CJ제일제당 ","336000","0","0.00","26179","12.83",,,"232686","1.44","3000","0.89"
"097955","CJ제일제당 우 ","129500","1000","0.78",,,,,,,"3050","2.36"
"051500","CJ프레시웨이 ","25900","200","0.78",,,,,"15181","1.71","200","0.77"
"037560","CJ헬로 ","10400","-50","-0.48","373","27.88",,,"12746","0.82","75","0.72"
"058820","CMG제약 ","4850","200","4.30",,,,,"929","5.22","0","0.00"
"023460","CNH ","1360","10","0.74","81","16.79",,,"2752","0.49","20","1.47"
"065770","CS ","2010","45","2.29","53","37.92",,,"1003","2.00","0","0.00"
