종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","1870","20","1.08",,,,,"695","2.69","0","0.00"
"095570","AJ네트웍스 ","8460","120","1.44","288","29.38",,,"5980","1.41","60","0.71"
"068400","AJ렌터카 ","17550","850","5.09","362","48.48",,,"10537","1.67","0","0.00"
"006840","AK홀딩스 ","67300","-900","-1.32","5585","12.05",,,"46834","1.44","550","0.82"
"054620","APS홀딩스 ","8850","60","0.68","1749","5.06",,,"10544","0.84","0","0.00"
"265520","AP시스템 ","35200","550","1.59",,,,,,,"0","0.00"
"211270","AP위성 ","7660","-180","-2.30","473","16.19",,,"5373","1.43","0","0.00"
"027410","BGF리테일 ","79100","0","0.00","3704","21.36",,,"18649","4.24","800","1.01"
"138930","BNK금융지주 ","9350","-160","-1.68","1522","6.14",,,"20810","0.45","230","2.46"
"001460","BYC ","325000","-2500","-0.76","27784","11.70",,,"468849","0.69","800","0.25"
"001465","BYC우 ","151500","-2500","-1.62",,,,,,,"850","0.56"
"032040","C&S자산관리 ","875","0","0.00",,,,,"1306","0.67","0","0.00"
"001040","CJ ","195500","0","0.00","7837","24.95",,,"118834","1.65","1350","0.69"
"079160","CJ CGV ","73300","1900","2.66","583","125.73",,,"17654","4.15","350","0.48"
"130960","CJ E&M ","89000","3000","3.49","1611","55.25",,,"39922","2.23","200","0.22"
"000120","CJ대한통운 ","152500","500","0.33","3166","48.17",,,"102843","1.48","0","0.00"
"011150","CJ씨푸드 ","2970","-10","-0.34","149","19.93",,,"1530","1.94","0","0.00"
"011155","CJ씨푸드1우 ","28350","-150","-0.53",,,,,,,"0","0.00"
"035760","CJ오쇼핑 ","231000","6400","2.85","3886","59.44",,,"147596","1.57","2500","1.08"
"001045","CJ우 ","83900","-1300","-1.53",,,,,,,"1400","1.67"
"097950","CJ제일제당 ","393000","-8000","-2.00","19522","20.13",,,"235302","1.67","2500","0.64"
"097955","CJ제일제당 우 ","169500","-2000","-1.17",,,,,,,"2550","1.50"
"051500","CJ프레시웨이 ","37700","1000","2.72",,,,,"16021","2.35","200","0.53"
"037560","CJ헬로 ","6740","0","0.00","278","24.24",,,"12482","0.54","75","1.11"
"058820","CMG제약 ","7780","80","1.04","19","409.47",,,"930","8.37","0","0.00"
"023460","CNH ","1375","0","0.00","90","15.28",,,"2604","0.53","25","1.82"
"065770","CS ","1775","65","3.80",,,,,"1047","1.70","0","0.00"
"083660","CSA 코스믹 ","4205","25","0.60",,,,,"1641","2.56","0","0.00"
"000590","CS홀딩스 ","79000","700","0.89","8045","9.82",,,"185295","0.43","500","0.63"
"012030","DB ","730","1","0.14",,,,,"832","0.88","0","0.00"
"016610","DB금융투자 ","4160","-35","-0.83","3","1386.67",,,"14326","0.29","0","0.00"
"045890","DB라이텍 ","1830","-5","-0.27","105","17.43",,,"2038","0.90","0","0.00"
"005830","DB손해보험 ","67500","-1000","-1.46","8273","8.16",,,"58894","1.15","1650","2.44"
"000990","DB하이텍 ","13250","-150","-1.12","2042","6.49",,,"7682","1.72","0","0.00"
"000995","DB하이텍1우 ","37300","-100","-0.27",,,,,,,"0","0.00"
"139130","DGB금융지주 ","9930","-50","-0.50","1702","5.83",,,"21773","0.46","300","3.02"
"068790","DMS ","7060","-70","-0.98","1610","4.39",,,"5833","1.21","50","0.71"
"004840","DRB동일 ","7880","20","0.25","2155","3.66",,,"17513","0.45","80","1.02"
"241520","DSC인베스트먼트 ","5490","-150","-2.66","78","70.38",,,"915","6.00","0","0.00"
"155660","DSR ","5500","100","1.85","672","8.18",,,"8252","0.67","50","0.91"
"069730","DSR제강 ","4850","60","1.25","603","8.04",,,"8780","0.55","40","0.82"
"017940","E1 ","58500","200","0.34",,,,,"161644","0.36","2000","3.42"
"037370","EG ","12500","-150","-1.19","116","107.76",,,"7013","1.78","50","0.40"
"079190","EMW ","2880","25","0.88","81","35.56",,,"1593","1.81","0","0.00"
"007700","F&F ","43400","-2200","-4.82","1963","22.11",,,"14721","2.95","350","0.81"
"130500","GH신소재 ","3410","0","0.00","302","11.29",,,"3775","0.90","90","2.64"
"114090","GKL ","33350","700","2.14","1849","18.04",,,"8386","3.98","1000","3.00"
"032860","GMR 머티리얼즈 ","562","-2","-0.35",,,,,"372","1.51","0","0.00"
"078930","GS ","60700","-400","-0.65","8509","7.13",,,"73540","0.83","1600","2.64"
"083450","GST ","11550","350","3.13","458","25.22",,,"6191","1.87","0","0.00"
"006360","GS건설 ","27100","-150","-0.55",,,,,"46180","0.59","0","0.00"
"001250","GS글로벌 ","2995","-20","-0.66","290","10.33",,,"3787","0.79","0","0.00"
"007070","GS리테일 ","40700","1200","3.04","3562","11.43",,,"25842","1.57","1100","2.70"
"078935","GS우 ","40700","-300","-0.73",,,,,,,"1650","4.05"
"028150","GS홈쇼핑 ","217000","3900","1.83","17195","12.62",,,"148522","1.46","7000","3.23"
"078150","HB테크놀러지 ","4185","35","0.84","388","10.79",,,"1575","2.66","30","0.72"
"036640","HRS ","4530","60","1.34","243","18.64",,,"4571","0.99","80","1.77"
"225430","IBKS제3호스팩 ","2020","10","0.50","2","1010.00",,,"1880","1.07","0","0.00"
"254120","IBKS제5호스팩 ","1995","-10","-0.50",,,,,"1867","1.07","0","0.00"
"264850","IBKS제6호스팩 ","2010","5","0.25",,,,,,,"0","0.00"
"276920","IBKS제7호스팩 ","1985","-10","-0.50",,,,,,,"0","0.00"
"277410","IBKS제8호스팩 ","2235","-30","-1.32",,,,,,,"0","0.00"
"003560","IHQ ","2620","55","2.14","31","84.52",,,"1533","1.71","0","0.00"
"095340","ISC ","19650","150","0.77","724","27.14",,,"11077","1.77","170","0.87"
"099520","ITX엠투엠 ","1160","20","1.75",,,,,"977","1.19","0","0.00"
"175330","JB금융지주 ","5900","-70","-1.17","918","6.43",,,"14663","0.40","50","0.85"
"234080","JW생명과학 ","42150","1300","3.18","1915","22.01",,,"11406","3.70","600","1.42"
"067290","JW신약 ","8280","500","6.43",,,,,"989","8.37","60","0.72"
"001060","JW중외제약 ","46850","1150","2.52",,,,,"13073","3.58","250","0.53"
"001067","JW중외제약2우B ","46800","0","0.00",,,,,,,"250","0.53"
"001065","JW중외제약우 ","27600","300","1.10",,,,,,,"275","1.00"
"096760","JW홀딩스 ","8360","140","1.70",,,,,"1912","4.37","75","0.90"
"035900","JYP Ent. ","12200","250","2.09","268","45.52",,,"1952","6.25","0","0.00"
"105560","KB금융 ","58300","-1600","-2.67","5588","10.43",,,"74138","0.79","1250","2.14"
