종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ",,"280","5","1.82","280","285","275","1883860","528042600","12040000000","43000000"
"036360","3SOFT","KOSDAQ",,"6860","300","4.57","6740","6940","6570","341024","2322304760","116107962740","16925359"
"005760","ACTS","KOSPI",,"6320","-90","-1.40","6460","6650","6300","208907","1348320240","36183870720","5725296"
"013340","AJS","KOSDAQ",,"1310","-30","-2.24","1335","1340","1300","228590","299754435","26306199080","20081068"
"039790","AMIC","KOSDAQ",,"1455","-45","-3.00","1640","1725","1455","2473353","3920328555","46269000000","31800000"
"015670","AP우주통신","KOSPI",,"490","0","0.00","0","0","0","0","0","16627469880","33933612"
"015675","AP우주통신(1우B)","KOSPI",,"4045","0","0.00","0","0","0","0","0","145098195","35871"
"004560","BNG스틸","KOSPI",,"7670","400","5.50","7350","7760","7280","119371","910733070","115654480370","15078811"
"004565","BNG스틸(1우)","KOSPI",,"6000","90","1.52","6000","6000","6000","190","1140000","659112000","109852"
"001460","BYC","KOSPI",,"154500","0","0.00","152000","154500","147500","505","76313500","96503017500","624615"
"001465","BYC(1우)","KOSPI",,"64800","-100","-0.15","64900","64900","64800","3","194600","13956948000","215385"
"045260","C&S디펜스","KOSDAQ",,"1360","-5","-0.37","1370","1445","1345","903726","1262765540","17874096480","13142718"
"065770","C&S마이크로","KOSDAQ",,"5690","-60","-1.04","5810","5810","5670","133470","761431210","68280000000","12000000"
"000790","C&상선","KOSPI",,"445","0","0.00","450","450","440","1451710","644958000","81441589560","183014808"
"013200","C&우방","KOSPI",,"3990","10","0.25","3910","4025","3900","11730","46311700","81543538230","20436977"
"084680","C&우방랜드","KOSPI",,"4095","-35","-0.85","4100","4100","4010","1330","5373850","26925513615","6575217"
"008400","C&진도","KOSPI",,"3490","-10","-0.29","3510","3530","3400","70900","244655650","51213505930","14674357"
"008405","C&진도(1우)","KOSPI",,"43050","-4600","-9.65","47650","47650","40550","60","2529000","159844650","3713"
"001040","CJ","KOSPI",,"105000","-1500","-1.41","106500","107000","105000","140880","14899499000","3185787255000","30340831"
"001045","CJ(1우)","KOSPI",,"53200","-300","-0.56","53500","53500","52800","8861","470763400","190863299200","3587656"
"001047","CJ(2우B)","KOSPI",,"91900","0","0.00","90900","91900","90600","496","45114400","148650639400","1617526"
"001049","CJ(3우B)","KOSPI",,"86900","800","0.93","86000","86900","85400","943","80924100","73543991400","846306"
"079160","CJCGV","KOSPI",,"23050","300","1.32","22800","23050","22650","40272","920456100","475181466400","20615248"
"037150","CJ인터넷","KOSDAQ",,"24550","-650","-2.58","25200","25200","24450","381535","9406747150","557618781800","22713596"
"051500","CJ푸드시스템","KOSDAQ",,"10250","0","0.00","10250","10400","10150","24900","254752550","96318225000","9396900"
"035760","CJ홈쇼핑","KOSDAQ",,"80100","-100","-0.12","80800","80800","80000","58366","4683503700","880154659800","10988198"
"004530","CKF","KOSPI",,"13050","-250","-1.88","13250","13300","12700","46307","597992350","31274494650","2396513"
"050470","CMS","KOSDAQ",,"1195","30","2.58","1180","1230","1155","1614641","1925901220","27771409235","23239673"
