종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"037730","3R","KOSDAQ",,"395","20","5.33","380","420","380","4778860","1911232660","18252852040","46209752"
"060310","3S","KOSDAQ",,"410","20","5.13","395","410","385","198794","80001020","4920000000","12000000"
"036360","3SOFT","KOSDAQ",,"1285","-30","-2.28","1355","1355","1280","8866","11571310","7495839330","5833338"
"005760","ACTS","KOSPI",,"380","5","1.33","375","385","375","468922","178717005","18306249960","48174342"
"039790","AMIC","KOSDAQ",,"1115","-60","-5.11","1155","1170","1115","598347","678190220","24530000000","22000000"
"015670","AP우주통신","KOSPI",,"155","0","0.00","0","0","0","0","0","4870461150","31422330"
"015675","AP우주통신(1우B)","KOSPI",,"95","0","0.00","0","0","0","0","0","511175050","5380790"
"036820","BET","KOSDAQ",,"740","5","0.68","725","750","725","393064","290841600","18020482220","24352003"
"036825","BET우","KOSDAQ",,"705","-20","-2.76","710","730","700","17184","12246020","2115000000","3000000"
"004560","BNG스틸","KOSPI",,"6900","50","0.73","6800","7050","6800","86470","600973800","86359095900","12515811"
"004565","BNG스틸(1우)","KOSPI",,"3730","-120","-3.12","3830","3850","3730","930","3523050","409747960","109852"
"001460","BYC","KOSPI",,"40000","-200","-0.50","39400","40200","39350","480","19195500","24984600000","624615"
"001465","BYC(1우)","KOSPI",,"20000","0","0.00","0","0","0","0","0","4307700000","215385"
"045260","CHK한강","KOSDAQ",,"595","0","0.00","600","615","595","43888","26427225","16615921210","27925918"
"001040","CJ","KOSPI",,"57500","0","0.00","57500","57800","56600","83951","4812971500","1288221720000","22403856"
"001045","CJ(1우)","KOSPI",,"24950","400","1.63","24500","25050","23500","20050","488332500","89512017200","3587656"
"001047","CJ(2우B)","KOSPI",,"39500","0","0.00","39200","40000","39100","7060","278382500","37559562500","950875"
"001049","CJ(3우B)","KOSPI",,"38400","400","1.05","37750","38400","37700","430","16287500","32498150400","846306"
"049370","CJ엔터테인","KOSDAQ",,"19400","800","4.30","18850","19550","18750","339254","6511084450","296159624000","15265960"
"051500","CJ푸드시스템","KOSDAQ",,"5900","120","2.08","5950","5950","5770","26171","153595160","55335510000","9378900"
"035760","CJ홈쇼핑","KOSDAQ",,"48500","1500","3.19","47500","48700","46750","107276","5136538600","399827743500","8243871"
"004530","CKF","KOSPI",,"3120","115","3.83","3090","3180","3050","4070","12600450","7477120560","2396513"
"050470","CMS","KOSDAQ",,"425","0","0.00","425","440","425","29582","12610430","3527500000","8300000"
"023460","CNH캐피탈","KOSDAQ",,"1640","0","0.00","1585","1685","1585","18105","29622375","36080000000","22000000"
"065340","DM테크놀로지","KOSDAQ",,"3040","90","3.05","2990","3060","2920","250925","755512225","17024000000","5600000"
"069730","DSR제강","KOSPI",,"520","0","0.00","525","535","520","87941","46112220","7488000000","14400000"
"014820","EASTEL","KOSPI",,"1800","35","1.98","1765","1810","1735","422220","748470700","54843408000","30468560"
"014825","EASTEL(1우)","KOSPI",,"850","70","8.97","755","850","755","39510","32867200","2255543000","2653580"
"014827","EASTEL(2우B)","KOSPI",,"2245","-5","-0.22","0","0","0","0","0","287045700","127860"
"037370","EG","KOSDAQ",,"3170","5","0.16","3180","3295","3170","11268","36306365","14265000000","4500000"
"007700","F&F","KOSPI",,"2410","20","0.84","2370","2450","2360","106074","255763740","37114000000","15400000"
"001370","FnC코오롱","KOSPI",,"9020","50","0.56","8870","9060","8850","8913","80270160","103573124160","11482608"
"001375","FnC코오롱(1우)","KOSPI",,"5570","-20","-0.36","5570","5590","5560","5520","30718100","4036116690","724617"
"053870","GT&T","KOSDAQ",,"750","30","4.17","750","750","720","7745","5711140","3225000000","4300000"
"060910","I.S하이텍","KOSDAQ",,"1715","10","0.59","1680","1745","1640","78190","131765480","17643920000","10288000"
