종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","2650","-130","-4.68",,,,,"846","3.13","0","0.00"
"095570","AJ네트웍스 ","29450","-200","-0.67","2391","12.32",,,"28067","1.05","0","0.00"
"068400","AJ렌터카 ","8400","-60","-0.71","791","10.62",,,"10172","0.83","0","0.00"
"006840","AK홀딩스 ","55800","-1800","-3.13",,,,,"42342","1.32","500","0.90"
"054620","AP시스템 ","24250","200","0.83","412","58.86",,,"4548","5.33","0","0.00"
"211270","AP위성 ","8490","40","0.47","904","9.39",,,"3857","2.20","0","0.00"
"027410","BGF리테일 ","91600","4600","5.29","3121","29.35",,,"15615","5.87","1200","1.31"
"138930","BNK금융지주 ","8900","-60","-0.67","1890","4.71",,,"22104","0.40","150","1.69"
"001460","BYC ","397500","1000","0.25","20803","19.11",,,"450114","0.88","850","0.21"
"001465","BYC우 ","176000","-1500","-0.85",,,,,,,"900","0.51"
"032040","C&S자산관리 ","3210","-10","-0.31",,,,,"2160","1.49","125","3.89"
"001040","CJ ","176000","500","0.28","7242","24.30",,,"114710","1.53","1350","0.77"
"079160","CJ CGV ","61500","600","0.99","2455","25.05",,,"19899","3.09","350","0.57"
"130960","CJ E&M ","55400","-1000","-1.77","1409","39.32",,,"40058","1.38","200","0.36"
"000120","CJ대한통운 ","178000","-6000","-3.26","2636","67.53",,,"101842","1.75","0","0.00"
"011150","CJ씨푸드 ","3225","-50","-1.53","71","45.42",,,"1384","2.33","0","0.00"
"011155","CJ씨푸드1우 ","16350","-450","-2.68",,,,,,,"0","0.00"
"035760","CJ오쇼핑 ","161100","-3800","-2.30","14073","11.45",,,"146709","1.10","2500","1.55"
"001045","CJ우 ","72900","600","0.83",,,,,,,"1400","1.92"
"097950","CJ제일제당 ","388000","4000","1.04","13401","28.95",,,"216981","1.79","2500","0.64"
"097955","CJ제일제당 우 ","184000","-500","-0.27",,,,,,,"2550","1.39"
"051500","CJ프레시웨이 ","39750","-300","-0.75","915","43.44",,,"17380","2.29","200","0.50"
"037560","CJ헬로비전 ","8800","-290","-3.19","772","11.40",,,"12282","0.72","75","0.85"
"058820","CMG제약 ","2415","-35","-1.43",,,,,"501","4.82","0","0.00"
"023460","CNH ","1415","0","0.00","72","19.65",,,"2521","0.56","15","1.06"
"065770","CS ","2495","100","4.18",,,,,"814","3.07","0","0.00"
"083660","CSA 코스믹 ","4360","110","2.59","34","128.24",,,"1681","2.59","0","0.00"
