종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ",,"415","40","10.67","380","415","375","6544422","2615649490","13114000000","31600000"
"036360","3SOFT","KOSDAQ",,"12900","1250","10.73","11800","13150","11800","1327374","16781939850","213965527500","16586475"
"005760","ACTS","KOSPI",,"9750","210","2.20","9440","9860","9400","201086","1932834800","55821636000","5725296"
"039790","AMIC","KOSDAQ",,"735","25","3.52","710","740","680","3194681","2268891480","23373000000","31800000"
"015670","AP우주통신","KOSPI",,"1060","35","3.41","1020","1120","1020","2642011","2850002010","35969628720","33933612"
"015675","AP우주통신(1우B)","KOSPI",,"5000","-370","-6.89","5000","5000","5000","50","250000","179355000","35871"
"067130","BH라이프","KOSDAQ",,"925","-25","-2.63","950","950","900","1622101","1495055645","19273946575","20836699"
"004560","BNG스틸","KOSPI",,"6660","50","0.76","6670","6700","6580","40832","271024320","83355301260","12515811"
"004565","BNG스틸(1우)","KOSPI",,"5900","100","1.72","5700","5960","5700","210","1233400","648126800","109852"
"001460","BYC","KOSPI",,"122000","-2000","-1.61","121000","126500","121000","261","32092000","76203030000","624615"
"001465","BYC(1우)","KOSPI",,"64000","-100","-0.16","0","0","0","0","0","13784640000","215385"
"045260","C","KOSDAQ",,"2425","315","14.93","2150","2425","2135","2193008","5272076930","24707333175","10188591"
"065770","C&S마이크로","KOSDAQ",,"8420","-50","-0.59","8450","8690","8350","1636192","13923447910","101040000000","12000000"
"001040","CJ","KOSPI",,"101000","-2500","-2.42","102500","103000","99600","164901","16586372200","2426719627000","24026927"
"001045","CJ(1우)","KOSPI",,"63200","200","0.32","63500","63500","60200","10311","631423200","226739859200","3587656"
"001047","CJ(2우B)","KOSPI",,"82800","800","0.98","81100","82800","80700","2480","203113000","111161815200","1342534"
"001049","CJ(3우B)","KOSPI",,"80000","-1400","-1.72","79500","80000","78000","410","32546000","67704480000","846306"
"079160","CJCGV","KOSPI",,"29100","750","2.65","28150","29400","27900","225653","6475604800","599903716800","20615248"
"049370","CJ엔터테인","KOSDAQ",,"22900","-800","-3.38","23600","23600","22500","212189","4881625400","408181347700","17824513"
"037150","CJ인터넷","KOSDAQ",,"16500","450","2.80","15900","16550","15900","512323","8364511300","367024300500","22243897"
"051500","CJ푸드시스템","KOSDAQ",,"8650","-320","-3.57","9200","9200","8600","26019","230456670","81127485000","9378900"
"035760","CJ홈쇼핑","KOSDAQ",,"107800","1700","1.60","107200","108100","106100","52464","5635915000","944810836200","8764479"
"004530","CKF","KOSPI",,"9650","-240","-2.43","9740","10100","9050","24620","240044400","23126350450","2396513"
"050470","CMS","KOSDAQ",,"1790","65","3.77","1750","1860","1695","2196344","3952101470","41599014670","23239673"
"023460","CNH캐피탈","KOSDAQ",,"2260","-35","-1.53","2245","2320","2235","135028","305919385","84072000000","37200000"
"052350","CURON","KOSDAQ",,"5530","30","0.55","5270","5670","5270","395651","2160539850","78459584700","14187990"
"065340","DM테크놀로지","KOSDAQ",,"2270","0","0.00","2260","2310","2200","121289","272808845","12712000000","5600000"
"069730","DSR제강","KOSPI",,"1935","95","5.16","1850","2045","1850","1611604","3133721205","27864000000","14400000"
"017940","E1","KOSPI",,"42500","350","0.83","42150","42500","41700","4440","187024000","291550000000","6860000"
"047940","EBT네트웍스","KOSDAQ",,"715","-5","-0.69","720","740","710","5855089","4230848565","47706541025","66722435"
"037370","EG","KOSDAQ",,"6210","-140","-2.20","6260","6490","6200","57407","364111270","27945000000","4500000"
"080220","EMLSI","KOSDAQ",,"20250","2600","14.73","17900","20250","17600","1443333","28494562150","164301129000","8113636"
"079190","EMW안테나","KOSDAQ",,"29050","0","0.00","31650","33400","28200","1597190","49974853100","170639700000","5874000"
"007700","F&F","KOSPI",,"4535","240","5.59","4230","4550","4230","153590","684438100","69839000000","15400000"
"001370","FnC코오롱","KOSPI",,"13950","150","1.09","13600","14000","13550","36620","502726000","167450220000","12003600"
"001375","FnC코오롱(1우)","KOSPI",,"6650","-190","-2.78","6650","6880","6620","1860","12389800","4818703050","724617"
"078930","GS","KOSPI",,"24200","550","2.33","23750","24350","23700","599289","14404063300","2248552147600","92915378"
"078935","GS(1우)","KOSPI",,"19400","400","2.11","18700","19400","18700","4070","77672000","34625624400","1784826"
"006360","GS건설","KOSPI",,"49700","-300","-0.60","49800","50500","48050","69840","3476591000","2534700000000","51000000"
"028150","GS홈쇼핑","KOSDAQ",,"108900","-2100","-1.89","109100","111000","108200","31852","3479666000","714656250000","6562500"
"053870","GT&T","KOSDAQ",,"3860","-100","-2.53","3905","4015","3755","309854","1201276810","16598000000","4300000"
"035000","GⅡR","KOSPI",,"19750","50","0.25","19700","19750","19300","51190","1005967000","232514775000","11772900"
