종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ",,"275","0","0.00","275","285","275","374273","103919175","11825000000","43000000"
"036360","3SOFT","KOSDAQ",,"5950","180","3.12","5800","6030","5800","122402","725151350","100705886050","16925359"
"005760","ACTS","KOSPI",,"5420","140","2.65","5290","5460","5290","44080","237733600","31031104320","5725296"
"013340","AJS","KOSDAQ",,"1270","20","1.60","1250","1280","1245","82500","103783075","25502956360","20081068"
"039790","AMIC","KOSDAQ",,"1445","45","3.21","1400","1470","1380","571867","821618015","45951000000","31800000"
"015670","AP우주통신","KOSPI",,"490","0","0.00","0","0","0","0","0","16627469880","33933612"
"015675","AP우주통신(1우B)","KOSPI",,"4045","0","0.00","0","0","0","0","0","145098195","35871"
"004560","BNG스틸","KOSPI",,"6240","-10","-0.16","6300","6320","6170","29662","185509180","80497628640","12900261"
"004565","BNG스틸(1우)","KOSPI",,"5570","0","0.00","0","0","0","0","0","611875640","109852"
"001460","BYC","KOSPI",,"136000","-1500","-1.09","137500","137500","133500","213","29043500","84947640000","624615"
"001465","BYC(1우)","KOSPI",,"62500","-400","-0.64","62700","62700","62000","55","3424800","13461562500","215385"
"045260","C&S디펜스","KOSDAQ",,"1290","20","1.57","1300","1345","1270","240296","314465095","16954106220","13142718"
"065770","C&S마이크로","KOSDAQ",,"6140","70","1.15","6110","6160","6060","286145","1743855350","73680000000","12000000"
"000790","C&상선","KOSPI",,"485","0","0.00","485","490","480","2438501","1183290235","88715607330","182918778"
"013200","C&우방","KOSPI",,"3795","35","0.93","3810","3845","3770","13870","52814000","77558327715","20436977"
"084680","C&우방랜드","KOSPI",,"3850","-70","-1.79","3890","3970","3850","3160","12338250","25314585450","6575217"
"008400","C&진도","KOSPI",,"3200","-5","-0.16","3210","3255","3175","40411","129790550","46957942400","14674357"
"008405","C&진도(1우)","KOSPI",,"62000","2300","3.85","62000","62000","61500","5","309500","230206000","3713"
"001040","CJ","KOSPI",,"108500","2000","1.88","106000","108500","105500","134553","14465223500","3176749800000","29278800"
"001045","CJ(1우)","KOSPI",,"53400","1000","1.91","52100","53400","52100","9353","494843400","191580830400","3587656"
"001047","CJ(2우B)","KOSPI",,"93900","0","0.00","93900","94400","92000","1286","120179200","151885691400","1617526"
"001049","CJ(3우B)","KOSPI",,"88700","3700","4.35","85000","88700","84100","1695","148807400","75067342200","846306"
"079160","CJCGV","KOSPI",,"23500","0","0.00","23450","23650","23250","83021","1945823000","484458328000","20615248"
"037150","CJ인터넷","KOSDAQ",,"23300","500","2.19","23000","23400","22800","280739","6486281050","529003200000","22704000"
"051500","CJ푸드시스템","KOSDAQ",,"9830","90","0.92","9760","9830","9680","41125","401101490","92371527000","9396900"
"035760","CJ홈쇼핑","KOSDAQ",,"84200","2000","2.43","82900","84500","82400","152055","12760491300","925183790200","10987931"
"004530","CKF","KOSPI",,"17500","-100","-0.57","17600","18150","16700","31451","540792500","41938977500","2396513"
"050470","CMS","KOSDAQ",,"1250","25","2.04","1235","1280","1235","971647","1222754880","29049591250","23239673"
"023460","CNH캐피탈","KOSDAQ",,"1310","90","7.38","1220","1390","1210","109477","141568950","48732000000","37200000"
"052350","CURON","KOSDAQ",,"2875","375","15.00","2530","2875","2530","2973992","8062623860","44839618375","15596389"
"068790","DMS","KOSDAQ",,"8280","260","3.24","8200","8390","8190","216279","1793142000","164667862440","19887423"
"065340","DM테크놀로지","KOSDAQ",,"4195","225","5.67","4000","4225","4000","123290","513613880","28833283750","6873250"
"069730","DSR제강","KOSPI",,"1250","30","2.46","1235","1315","1225","191429","243016050","18000000000","14400000"
"017940","E1","KOSPI",,"41000","0","0.00","41200","41200","40600","9350","382825500","281260000000","6860000"
"064060","EBSI","KOSDAQ",,"1235","40","3.35","1215","1235","1195","511222","621459785","30653533625","24820675"
"047940","EBT네트웍스","KOSDAQ",,"220","0","0.00","225","230","220","1795445","402602830","18854156420","85700711"
