종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","165","0","0.00","3","55.00",,,,,"0","0.00"
"036360","3SOFT ","415","20","5.06",,,,,,,"0","0.00"
"005760","ACTS ","1735","-25","-1.42",,,,,"4850","0.36","0","0.00"
"039790","AMIC ","415","10","2.47",,,,,,,"0","0.00"
"015670","AP우주통신 ","255","0","0.00",,,,,"474","0.54","0","0.00"
"015675","AP우주통신(1우B) ","320","-5","-1.54",,,,,,,"0","0.00"
"036820","BET ","450","-30","-6.25",,,,,,,"0","0.00"
"036825","BET우 ","530","30","6.00",,,,,,,"0","0.00"
"004560","BNG스틸 ","6770","30","0.45","8813","0.77",,,"11699","0.58","250","3.69"
"004565","BNG스틸(1우) ","4150","0","0.00",,,,,,,"300","7.23"
"001460","BYC ","42800","550","1.30","16739","2.56",,,"237387","0.18","650","1.52"
"001465","BYC(1우) ","23000","0","0.00",,,,,,,"700","3.04"
"045260","CHK한강 ","275","-5","-1.79","25","11.00",,,,,"0","0.00"
"001040","CJ ","62400","200","0.32","6216","10.04",,,"51934","1.20","1750","2.80"
"001045","CJ(1우) ","33700","350","1.05",,,,,,,"1800","5.34"
"001047","CJ(2우B) ","47900","0","0.00",,,,,,,"1750","3.65"
"001049","CJ(3우B) ","46750","1050","2.30",,,,,,,"1750","3.74"
"049370","CJ엔터테인 ","18000","300","1.69","1125","16.00",,,,,"0","0.00"
"037150","CJ인터넷 ","11650","300","2.64","203","57.39",,,,,"0","0.00"
"051500","CJ푸드시스템 ","4400","-50","-1.12",,,,,,,"0","0.00"
"035760","CJ홈쇼핑 ","48700","2700","5.87","4175","11.66",,,,,"0","0.00"
"004530","CKF ","3145","105","3.45",,,,,"7469","0.42","0","0.00"
"050470","CMS ","420","0","0.00",,,,,,,"0","0.00"
"023460","CNH캐피탈 ","995","-20","-1.97",,,,,,,"0","0.00"
"065340","DM테크놀로지 ","1715","15","0.88",,,,,,,"0","0.00"
"069730","DSR제강 ","580","0","0.00",,,,,"1755","0.33","0","0.00"
"017940","E1 ","25000","300","1.21","9212","2.71",,,"54866","0.46","1500","6.00"
"014820","EASTEL ","795","-10","-1.24","36","22.08",,,"851","0.93","0","0.00"
"014825","EASTEL(1우) ","575","0","0.00",,,,,,,"0","0.00"
"014827","EASTEL(2우B) ","1745","-55","-3.06",,,,,,,"135","7.74"
"037370","EG ","3525","30","0.86","70","50.36",,,,,"0","0.00"
"007700","F&F ","1210","10","0.83","391","3.09",,,"4176","0.29","60","4.96"
"001370","FnC코오롱 ","4830","145","3.09","961","5.03",,,"8668","0.56","50","1.04"
"001375","FnC코오롱(1우) ","3125","-15","-0.48",,,,,,,"100","3.20"
"035000","G2R ","21100","100","0.48","1165","18.11",,,"8232","2.56","1000","4.74"
"078930","GS ","23450","-350","-1.47",,,,,,,"0","0.00"
"078935","GS(1우) ","14100","-100","-0.70",,,,,,,"0","0.00"
"053870","GT&T ","565","-5","-0.88",,,,,,,"0","0.00"
"060910","I.S하이텍 ","2065","-5","-0.24",,,,,,,"0","0.00"
"038710","ICM ","3080","40","1.32",,,,,,,"0","0.00"
"003560","IHQ ","1900","60","3.26",,,,,"474","4.01","0","0.00"
