종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"069110","3H","KOSDAQ",,"720","0","0.00","720","755","685","87849","62988020","6437592000","8941100"
"060310","3S","KOSDAQ",,"545","-5","-0.91","550","570","540","111347","61592425","13072222850","23985730"
"036360","3SOFT","KOSDAQ",,"905","45","5.23","925","925","875","536264","482855375","37876778570","41852794"
"900010","3노드디지탈","KOSDAQ",,"1175","60","5.38","1130","1220","1115","854222","991828445","47000000000","40000000"
"013340","AJS","KOSDAQ",,"955","60","6.70","900","965","895","77710","72131280","20367026195","21326729"
"031860","A모션","KOSDAQ",,"365","15","4.29","350","370","345","244569","87356545","9228055195","25282343"
"003990","BHK","KOSPI",,"340","10","3.03","315","355","310","3051646","1026602840","16749971820","49264623"
"004560","BNG스틸","KOSPI",,"4745","615","14.89","4300","4745","4200","249944","1162295680","71548958195","15078811"
"004565","BNG스틸우","KOSPI",,"8480","-460","-5.15","8000","8890","8000","420","3567200","931544960","109852"
"048550","BT&I","KOSDAQ",,"1300","160","14.04","1240","1310","1185","10478","13272685","20862827700","16048329"
"001460","BYC","KOSPI",,"144500","0","0.00","0","0","0","0","0","90256867500","624615"
"001465","BYC우","KOSPI",,"48950","4150","9.26","50000","50000","44800","340","15416000","10543095750","215385"
"065770","C&S마이크로","KOSDAQ",,"1385","75","5.73","1270","1410","1270","107494","146694830","16620000000","12000000"
"000790","C&상선","KOSPI",,"205","20","10.81","195","210","175","25916650","4972398780","40639633165","198242113"
"013200","C&우방","KOSPI",,"595","-5","-0.83","610","675","510","2456493","1524414325","13943014015","23433637"
"084680","C&우방랜드","KOSPI",,"185","20","12.12","175","185","160","869070","152478550","6082075725","32876085"
"008400","C&중공업","KOSPI",,"1120","145","14.87","1050","1120","910","1876632","1949736390","22743071680","20306314"
"008405","C&중공업우","KOSPI",,"305000","0","0.00","305000","315000","296000","10","3032500","1132465000","3713"
"001040","CJ","KOSPI",,"35000","1000","2.94","34700","36000","34000","153033","5329140500","964008010000","27543086"
"079160","CJ CGV","KOSPI",,"15600","-300","-1.89","16000","16000","15400","97035","1507026250","321597868800","20615248"
"001047","CJ2우B","KOSPI",,"32800","-200","-0.61","33000","33500","30000","2100","68064500","33424544800","1019041"
"001049","CJ3우B","KOSPI",,"27150","150","0.56","28100","28500","27100","264","7416100","14475646950","533173"
"001045","CJ우","KOSPI",,"11100","100","0.91","11300","11400","10600","51931","577822100","25088475300","2260223"
"037150","CJ인터넷","KOSDAQ",,"8730","610","7.51","8220","8880","8100","746765","6315595040","199028478060","22798222"
"097950","CJ제일제당","KOSPI",,"156500","8500","5.74","146500","158000","146000","45926","6940052500","1764801672000","11276688"
"097957","CJ제일제당 2우B","KOSPI",,"144500","4500","3.21","139000","144500","139000","923","131915000","86481082500","598485"
"097959","CJ제일제당 3우B","KOSPI",,"122000","2000","1.67","114000","125000","114000","612","75057000","38202226000","313133"
"097955","CJ제일제당 우","KOSPI",,"39900","-1600","-3.86","39000","41900","39000","5274","212480600","52964576700","1327433"
"051500","CJ프레시웨이","KOSDAQ",,"4630","-150","-3.14","4780","4990","4630","3560","17146600","49846580000","10766000"
"035760","CJ홈쇼핑","KOSDAQ",,"37550","1000","2.74","37000","38000","36000","104750","3876821500","413220139050","11004531"
"035710","CL","KOSDAQ",,"235","-15","-6.00","270","270","235","351995","86653550","9451904685","40220871"
"050470","CMS","KOSDAQ",,"120","15","14.29","110","120","110","316828","37399290","4458834240","37156952"
"023460","CNH캐피탈","KOSDAQ",,"1325","-10","-0.75","1360","1360","1310","199053","264719285","49290000000","37200000"
"064060","CTC","KOSDAQ",,"550","25","4.76","550","570","530","252706","139058305","7735528900","14064598"
"068790","DMS","KOSDAQ",,"5110","10","0.20","5100","5290","5030","71192","363702170","101624731530","19887423"
"065340","DM테크놀로지","KOSDAQ",,"785","70","9.79","740","800","725","297921","230763510","8518525625","10851625"
"069730","DSR제강","KOSPI",,"1700","85","5.26","1610","1780","1610","89937","152601150","24480000000","14400000"
"017940","E1","KOSPI",,"65700","1400","2.18","62600","68000","62600","4225","275035900","450702000000","6860000"
