종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ",,"165","0","0.00","165","175","165","405923","67747115","3300000000","20000000"
"036360","3SOFT","KOSDAQ",,"415","20","5.06","390","420","360","177820","70177410","3631252905","8750007"
"005760","ACTS","KOSPI",,"1735","-25","-1.42","1680","1820","1680","21500","36878100","8358247990","4817434"
"039790","AMIC","KOSDAQ",,"415","10","2.47","415","420","410","40958","16984785","10707000000","25800000"
"015670","AP우주통신","KOSPI",,"255","0","0.00","260","265","250","1122870","289429700","5634179610","22094822"
"015675","AP우주통신(1우B)","KOSPI",,"320","-5","-1.54","305","320","305","220","70250","114790080","358719"
"036820","BET","KOSDAQ",,"450","-30","-6.25","495","515","450","31060","14648950","814810500","1810690"
"036825","BET우","KOSDAQ",,"530","30","6.00","440","530","440","8","3970","88332980","166666"
"004560","BNG스틸","KOSPI",,"6770","30","0.45","6710","6840","6710","12050","81666400","84732040470","12515811"
"004565","BNG스틸(1우)","KOSPI",,"4150","0","0.00","4150","4150","4150","57","236550","455885800","109852"
"001460","BYC","KOSPI",,"42800","550","1.30","43250","43250","42200","430","18223500","26733522000","624615"
"001465","BYC(1우)","KOSPI",,"23000","0","0.00","0","0","0","0","0","4953855000","215385"
"045260","CHK한강","KOSDAQ",,"275","-5","-1.79","275","285","270","137063","37908630","7679627450","27925918"
"001040","CJ","KOSPI",,"62400","200","0.32","61500","62800","60600","113046","7008592400","1496503444800","23982427"
"001045","CJ(1우)","KOSPI",,"33700","350","1.05","33700","33700","33100","9320","312451500","120904007200","3587656"
"001047","CJ(2우B)","KOSPI",,"47900","0","0.00","47900","47900","47900","190","9101000","46105713900","962541"
"001049","CJ(3우B)","KOSPI",,"46750","1050","2.30","46750","46750","46750","130","6077500","39564805500","846306"
"049370","CJ엔터테인","KOSDAQ",,"18000","300","1.69","17900","18300","17600","240188","4333721900","276587280000","15365960"
"037150","CJ인터넷","KOSDAQ",,"11650","300","2.64","11350","11750","11350","394552","4567087500","249036993900","21376566"
"051500","CJ푸드시스템","KOSDAQ",,"4400","-50","-1.12","4450","4480","4375","5853","25773210","41267160000","9378900"
"035760","CJ홈쇼핑","KOSDAQ",,"48700","2700","5.87","46700","48900","46700","179281","8622933800","401476517700","8243871"
"004530","CKF","KOSPI",,"3145","105","3.45","2910","3200","2900","1720","5279550","7537033385","2396513"
"050470","CMS","KOSDAQ",,"420","0","0.00","400","420","400","3001","1200420","9760662660","23239673"
"023460","CNH캐피탈","KOSDAQ",,"995","-20","-1.97","1015","1015","995","4489","4476755","37014000000","37200000"
"065340","DM테크놀로지","KOSDAQ",,"1715","15","0.88","1700","1800","1595","3954","6745020","9604000000","5600000"
"069730","DSR제강","KOSPI",,"580","0","0.00","575","585","560","53220","30342800","8352000000","14400000"
"017940","E1","KOSPI",,"25000","300","1.21","24700","25100","24700","9160","228856500","171500000000","6860000"
