종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","2445","55","2.30",,,,,"928","2.63","0","0.00"
"095570","AJ네트웍스 ","46150","-1250","-2.64","2732","16.89",,,"23715","1.95","0","0.00"
"068400","AJ렌터카 ","10500","-100","-0.94","860","12.21",,,"9426","1.11","0","0.00"
"006840","AK홀딩스 ","86400","400","0.47","5549","15.57",,,"42221","2.05","350","0.41"
"054620","AP시스템 ","7720","-260","-3.26","59","130.85",,,"4185","1.84","0","0.00"
"090470","AST젯텍 ","3565","-85","-2.33","257","13.87",,,"2830","1.26","50","1.40"
"027410","BGF리테일 ","171000","1000","0.59","4238","40.35",,,"22686","7.54","600","0.35"
"138930","BNK금융지주 ","13900","-100","-0.71","3809","3.65",,,"20333","0.68","200","1.44"
"001460","BYC ","398000","-1000","-0.25","30221","13.17",,,"434980","0.91","800","0.20"
"001465","BYC우 ","189500","0","0.00",,,,,,,"850","0.45"
"032040","C&S자산관리 ","6040","140","2.37",,,,,"2197","2.75","0","0.00"
"001040","CJ ","248000","8000","3.33","7375","33.63",,,"108643","2.28","950","0.38"
"079160","CJ CGV ","102500","-1500","-1.44","787","130.24",,,"18048","5.68","350","0.34"
"130960","CJ E&M ","85400","1800","2.15","5821","14.67",,,"38970","2.19","0","0.00"
"000120","CJ대한통운 ","187000","-8000","-4.10","2510","74.50",,,"98141","1.91","0","0.00"
"011150","CJ씨푸드 ","3720","65","1.78","91","40.88",,,"1310","2.84","0","0.00"
"011155","CJ씨푸드1우 ","20050","-50","-0.25",,,,,,,"0","0.00"
"035760","CJ오쇼핑 ","192000","15500","8.78","15734","12.20",,,"136840","1.40","2500","1.30"
"001045","CJ우 ","128000","5500","4.49",,,,,,,"1000","0.78"
"097950","CJ제일제당 ","354500","4500","1.29","6530","54.29",,,"206344","1.72","2000","0.56"
"097955","CJ제일제당 우 ","227000","5000","2.25",,,,,,,"2050","0.90"
"051500","CJ프레시웨이 ","70500","-3200","-4.34","975","72.31",,,"17665","3.99","200","0.28"
"037560","CJ헬로비전 ","10900","0","0.00","332","32.83",,,"11653","0.94","75","0.69"
"058820","CMG제약 ","2260","-110","-4.64","2","1130.00",,,"566","3.99","0","0.00"
"023460","CNH ","1770","0","0.00",,,,,"2501","0.71","50","2.82"
"065770","CS ","3185","285","9.83",,,,,"1860","1.71","0","0.00"
"000590","CS홀딩스 ","84700","4800","6.01","6412","13.21",,,"165649","0.51","0","0.00"
"139130","DGB금융지주 ","10650","50","0.47","1714","6.21",,,"21797","0.49","320","3.00"
"068790","DMS ","5500","40","0.73",,,,,"3482","1.58","0","0.00"
"004840","DRB동일 ","15150","500","3.41","2321","6.53",,,"14629","1.04","60","0.40"
"155660","DSR ","3710","0","0.00","423","8.77",,,"6948","0.53","30","0.81"
"069730","DSR제강 ","3895","-190","-4.65","507","7.68",,,"7555","0.52","30","0.77"
"017940","E1 ","68200","-800","-1.16","7096","9.61",,,"166331","0.41","2000","2.93"
"037370","EG ","11900","-400","-3.25","398","29.90",,,"7564","1.57","50","0.42"
"079190","EMW ","2230","30","1.36",,,,,"1833","1.22","0","0.00"
"007700","F&F ","20550","650","3.27","908","22.63",,,"12307","1.67","150","0.73"
"114090","GKL ","31850","50","0.16","1884","16.91",,,"6974","4.57","1002","3.15"
"078930","GS ","49050","-1150","-2.29",,,,,"62374","0.79","1200","2.45"
"083450","GST ","6050","-100","-1.63","845","7.16",,,"5223","1.16","70","1.16"
"006360","GS건설 ","22800","-500","-2.15",,,,,"46070","0.49","0","0.00"
"001250","GS글로벌 ","6270","70","1.13","320","19.59",,,"11121","0.56","125","1.99"
"007070","GS리테일 ","57000","-600","-1.04","1445","39.45",,,"21838","2.61","600","1.05"
"078935","GS우 ","32350","-100","-0.31",,,,,,,"1250","3.86"
"028150","GS홈쇼핑 ","173000","2800","1.65","18278","9.46",,,"133693","1.29","7700","4.45"
"078150","HB테크놀러지 ","1385","-15","-1.07","18","76.94",,,"1029","1.35","0","0.00"
"001500","HMC투자증권 ","10050","-250","-2.43","225","44.67",,,"22972","0.44","150","1.49"
"036640","HRS ","3940","-100","-2.48","295","13.36",,,"4176","0.94","80","2.03"
"204840","IBKS제2호스팩 ","2210","0","0.00",,,,,"1875","1.18","0","0.00"
"225430","IBKS제3호스팩 ","2105","0","0.00",,,,,,,"0","0.00"
"011420","IB월드와이드 ","3500","-70","-1.96",,,,,"1183","2.96","0","0.00"
"003560","IHQ ","2420","-50","-2.02",,,,,"794","3.05","0","0.00"
"095340","ISC ","26950","1350","5.27","995","27.09",,,"9589","2.81","500","1.86"
"099520","ITX시큐리티 ","2040","-35","-1.69",,,,,"2586","0.79","0","0.00"
"175330","JB금융지주 ","5870","-70","-1.18","5281","1.11",,,"14769","0.40","100","1.70"
"067290","JW중외신약 ","6500","-210","-3.13",,,,,"1123","5.79","30","0.46"
"001060","JW중외제약 ","33950","-950","-2.72","42","808.33",,,"13473","2.52","125","0.37"
"001067","JW중외제약2우B ","31150","-850","-2.66",,,,,,,"125","0.40"
"001065","JW중외제약우 ","24550","-650","-2.58",,,,,,,"150","0.61"
"096760","JW홀딩스 ","8400","-180","-2.10",,,,,"1777","4.73","25","0.30"
"035900","JYP Ent. ","4625","-5","-0.11","246","18.80",,,"1633","2.83","0","0.00"
"105560","KB금융 ","36000","-150","-0.41","3626","9.93",,,"70700","0.51","780","2.17"
"002550","KB손해보험 ","27200","650","2.45","2686","10.13",,,"29141","0.93","500","1.84"
"024120","KB오토시스 ","5770","60","1.05","311","18.55",,,"5342","1.08","180","3.12"
"002380","KCC ","463000","54500","13.34","33250","13.92",,,"589064","0.79","9000","1.94"
"021320","KCC건설 ","8000","-120","-1.48","99","80.81",,,"18041","0.44","250","3.13"
