종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","440","55","14.29",,,,,"162","2.72","0","0.00"
"036360","3SOFT ","6310","-310","-4.68",,,,,"568","11.11","0","0.00"
"005760","ACTS ","9180","-120","-1.29",,,,,"4477","2.05","0","0.00"
"039790","AMIC ","645","35","5.74",,,,,"853","0.76","0","0.00"
"015670","AP우주통신 ","1855","240","14.86",,,,,"1400","1.33","0","0.00"
"015675","AP우주통신(1우B) ","6440","840","15.00",,,,,,,"0","0.00"
"067130","BH라이프 ","730","-15","-2.01",,,,,"126","5.79","0","0.00"
"004560","BNG스틸 ","6920","-50","-0.72","3167","2.19",,,"14680","0.47","250","3.61"
"004565","BNG스틸(1우) ","5530","-200","-3.49",,,,,,,"300","5.42"
"001460","BYC ","110000","4000","3.77","11386","9.66",,,"246274","0.45","700","0.64"
"001465","BYC(1우) ","54000","-1500","-2.70",,,,,,,"750","1.39"
"045260","C ","2510","215","9.37","40","62.75",,,"3630","0.69","0","0.00"
"065770","C&S마이크로 ","8950","-350","-3.76","505","17.72",,,"2285","3.92","0","0.00"
"001040","CJ ","76600","2800","3.79","5478","13.98",,,"56528","1.36","1650","2.15"
"001045","CJ(1우) ","46700","1250","2.75",,,,,,,"1700","3.64"
"001047","CJ(2우B) ","64800","900","1.41",,,,,,,"1650","2.55"
"001049","CJ(3우B) ","60800","400","0.66",,,,,,,"1650","2.71"
"079160","CJCGV ","24700","700","2.92","1963","12.58",,,"2821","8.76","883","3.57"
"049370","CJ엔터테인 ","14750","50","0.34","1201","12.28",,,"10062","1.47","0","0.00"
"037150","CJ인터넷 ","14700","450","3.16",,,,,"6038","2.43","0","0.00"
"051500","CJ푸드시스템 ","8100","0","0.00","259","31.27",,,"10705","0.76","0","0.00"
"035760","CJ홈쇼핑 ","95000","2500","2.70","5701","16.66",,,"27063","3.51","0","0.00"
"004530","CKF ","7870","-1120","-12.46",,,,,"7183","1.10","0","0.00"
"050470","CMS ","1550","-90","-5.49",,,,,"887","1.75","0","0.00"
"023460","CNH캐피탈 ","1790","35","1.99",,,,,"2613","0.69","0","0.00"
"052350","CURON ","3430","0","0.00",,,,,"1326","2.59","0","0.00"
"065340","DM테크놀로지 ","1815","-40","-2.16","129","14.07",,,"3667","0.49","0","0.00"
"069730","DSR제강 ","1900","10","0.53","202","9.41",,,"1957","0.97","25","1.32"
"017940","E1 ","44700","1000","2.29","7745","5.77",,,"61213","0.73","1500","3.36"
"047940","EBT네트웍스 ","705","-35","-4.73",,,,,"1718","0.41","0","0.00"
"037370","EG ","5300","50","0.95","101","52.48",,,"4326","1.23","0","0.00"
"080220","EMLSI ","16300","250","1.56","2219","7.35",,,"4731","3.45","0","0.00"
"007700","F&F ","3695","145","4.08","116","31.85",,,"4250","0.87","50","1.35"
"001370","FnC코오롱 ","14500","100","0.69",,,,,"5648","2.57","0","0.00"
"001375","FnC코오롱(1우) ","6410","90","1.42",,,,,,,"0","0.00"
"078930","GS ","24100","200","0.84","2589","9.31",,,"20459","1.18","500","2.07"
"078935","GS(1우) ","19300","200","1.05",,,,,,,"550","2.85"
"006360","GS건설 ","44500","-250","-0.56","3211","13.86",,,"26040","1.71","1250","2.81"
"028150","GS홈쇼핑 ","109300","-200","-0.18","8196","13.34",,,"38809","2.82","0","0.00"
"053870","GT&T ","3080","25","0.82","267","11.54",,,"1532","2.01","0","0.00"
"035000","GⅡR ","16200","-200","-1.22","877","18.47",,,"8119","2.00","1000","6.17"
"007640","HK저축은행 ","3025","-125","-3.97",,,,,"3300","0.92","0","0.00"
"025340","HS창투 ","310","-5","-1.59",,,,,"351","0.88","0","0.00"
"007720","HS홀딩스 ","2250","-395","-14.93",,,,,"1337","1.68","0","0.00"
"060910","I.S하이텍 ","1360","-10","-0.73","113","12.04",,,"1392","0.98","0","0.00"
"038710","ICM ","3735","485","14.92",,,,,"3228","1.16","0","0.00"
"080570","IC코퍼레이션 ","18900","-2200","-10.43","121","156.20",,,"13994","1.35","0","0.00"
"003560","IHQ ","8200","200","2.50",,,,,"514","15.95","0","0.00"
"004020","INI스틸 ","24500","1300","5.60","5785","4.24",,,"31891","0.77","400","1.63"
"004025","INI스틸(1우B) ","19700","1100","5.91",,,,,,,"400","2.03"
"002380","KCC ","203000","2000","1.00","14315","14.18",,,"181167","1.12","5000","2.46"
"021320","KCC건설 ","26550","-150","-0.56","4620","5.75",,,"26229","1.01","0","0.00"
"036670","KCI ","3470","-55","-1.56","294","11.80",,,"2018","1.72","0","0.00"
"009070","KCTC ","96200","-4300","-4.28","8664","11.10",,,"245720","0.39","900","0.94"
"068060","KCW ","2220","50","2.30","681","3.26",,,"3841","0.58","0","0.00"
"054020","KDN스마텍 ","1330","170","14.66",,,,,"512","2.60","0","0.00"
"017300","KDS ","105","5","5.00",,,,,"140","0.75","0","0.00"
"006200","KEC ","1805","30","1.69","183","9.86",,,"4976","0.36","50","2.77"
"001390","KG케미칼 ","8700","-20","-0.23","5980","1.45",,,"72520","0.12","2000","22.99"
"060720","KH바텍 ","22700","-300","-1.30","1799","12.62",,,"10550","2.15","0","0.00"
"050120","KJ온라인 ","8000","300","3.90","8","1000.00",,,"1792","4.46","0","0.00"
"030200","KT ","42200","300","0.72","5957","7.08",,,"35332","1.19","3000","7.11"
"033780","KT&G ","43700","1000","2.34","3183","13.73",,,"21676","2.02","1600","3.66"
"030210","KTB네트워크 ","4140","135","3.37",,,,,"5021","0.82","0","0.00"
"032390","KTF ","22550","150","0.67","1545","14.60",,,"17555","1.28","550","2.44"
"036030","KTH ","6730","240","3.70",,,,,"4930","1.37","0","0.00"
"060370","KT서브마린 ","7920","270","3.53",,,,,"14267","0.56","0","0.00"
"003550","LG ","25500","-100","-0.39","2991","8.53",,,"19678","1.30","250","0.98"
"003555","LG(1우) ","17600","100","0.57",,,,,,,"300","1.70"
"016990","LG마이크론 ","66800","-900","-1.33","8551","7.81",,,"44714","1.49","0","0.00"
"001120","LG상사 ","17000","-100","-0.58","1196","14.21",,,"9941","1.71","500","2.94"
"068870","LG생명과학 ","37400","-600","-1.58","648","57.72",,,"14602","2.56","0","0.00"
