종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","1955","40","2.09","1915","1960","1900","83997","162614935","82059439790","41974138"
"095570","AJ네트웍스","KOSPI",,"7420","90","1.23","7200","7470","7200","89948","661307430","347421428900","46822295"
"068400","AJ렌터카","KOSPI",,"14650","1700","13.13","13100","15000","12850","1501963","21181967350","324443295000","22146300"
"006840","AK홀딩스","KOSPI",,"66000","-1300","-1.93","66800","67800","65600","18625","1233001300","874339026000","13247561"
"054620","APS홀딩스","KOSDAQ","우량기업부","9970","0","0.00","9990","10100","9960","89862","899516540","118951352160","11930928"
"265520","AP시스템","KOSDAQ","중견기업부","38000","-400","-1.04","38400","38600","37600","100124","3794695550","519803254000","13679033"
"211270","AP위성","KOSDAQ","중견기업부","8000","-30","-0.37","8030","8030","7920","8251","65924320","120118432000","15014804"
"027410","BGF리테일","KOSPI",,"79100","0","0.00","0","0","0","0","0","3919217137500","49547625"
"138930","BNK금융지주","KOSPI",,"9900","-40","-0.40","9840","9940","9840","675877","6681732050","3226758935400","325935246"
"001460","BYC","KOSPI",,"320000","0","0.00","321000","321000","317000","305","97434500","199876800000","624615"
"001465","BYC우","KOSPI",,"170000","-1000","-0.58","169500","170000","168500","23","3901000","36615450000","215385"
"032040","C&S자산관리","KOSDAQ","관리종목(소속부없음)","875","0","0.00","0","0","0","0","0","28485485875","32554841"
"001040","CJ","KOSPI",,"187500","1000","0.54","184000","189000","184000","113928","21326032500","5470687125000","29176998"
"079160","CJ CGV","KOSPI",,"68300","-1300","-1.87","69000","69600","68000","140017","9602444700","1445317677900","21161313"
"130960","CJ E&M","KOSDAQ","우량기업부","83800","-700","-0.83","85000","85100","82400","278966","23373926600","3245749058200","38732089"
"000120","CJ대한통운","KOSPI",,"155500","-1500","-0.96","156500","157500","155000","37702","5883123000","3547319492000","22812344"
"011150","CJ씨푸드","KOSPI",,"2885","-20","-0.69","2920","2950","2885","54046","156914475","103660280105","35930773"
"011155","CJ씨푸드1우","KOSPI",,"30700","1900","6.60","29000","32250","28950","71744","2200793700","6140000000","200000"
"035760","CJ오쇼핑","KOSDAQ","우량기업부","194300","-3500","-1.77","197800","197800","194100","19491","3789758800","1207675147400","6215518"
"001045","CJ우","KOSPI",,"82100","-100","-0.12","82400","82500","80800","3736","304892000","185564308300","2260223"
"097950","CJ제일제당","KOSPI",,"358500","-7500","-2.05","362000","364500","358000","50230","18092969000","4721085783000","13168998"
"097955","CJ제일제당 우","KOSPI",,"162000","-500","-0.31","163000","163000","158500","3042","485558500","215044146000","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","38150","-1100","-2.80","39150","39150","37950","25167","962393050","452901005900","11871586"
"037560","CJ헬로비전","KOSPI",,"7120","-190","-2.60","7320","7360","7070","359245","2586807070","551421678800","77446865"
"058820","CMG제약","KOSDAQ","벤처기업부","3470","35","1.02","3430","3490","3420","628809","2177407845","377751986680","108862244"
"023460","CNH","KOSDAQ","중견기업부","1400","10","0.72","1440","1440","1395","55955","79067320","52080000000","37200000"
"065770","CS","KOSDAQ","투자주의환기종목(소속부없음)","1475","-20","-1.34","1500","1550","1465","87101","131097525","27781846250","18835150"
"083660","CSA 코스믹","KOSDAQ","중견기업부","4590","5","0.11","4585","4700","4465","494230","2272385460","90641672190","19747641"
"000590","CS홀딩스","KOSPI",,"81400","400","0.49","81500","81600","81000","662","53912200","93974834800","1154482"
"045890","DB라이텍","KOSDAQ","중견기업부","1910","25","1.33","1920","1925","1870","58781","111358690","50172475920","26268312"
"139130","DGB금융지주","KOSPI",,"10300","-150","-1.44","10450","10500","10200","457501","4706522250","1742202079900","169145833"
"068790","DMS","KOSDAQ","우량기업부","8650","-110","-1.26","8800","8830","8600","229090","1992265340","198409262550","22937487"
"004840","DRB동일","KOSPI",,"8640","160","1.89","8480","8670","8420","30308","260906270","164160000000","19000000"
"241520","DSC인베스트먼트","KOSDAQ","중견기업부","4085","95","2.38","3995","4195","3995","245927","1013263850","71487500000","17500000"
"155660","DSR","KOSPI",,"5540","20","0.36","5520","5550","5470","57953","319363860","88640000000","16000000"
"069730","DSR제강","KOSPI",,"4815","-60","-1.23","4880","4895","4815","87783","423845625","69336000000","14400000"
"017940","E1","KOSPI",,"57400","-100","-0.17","57700","57700","56800","3727","212883800","393764000000","6860000"
"037370","EG","KOSDAQ","중견기업부","10600","-200","-1.85","11100","11100","10450","169332","1811617450","79500000000","7500000"
"079190","EMW","KOSDAQ","중견기업부","2795","-115","-3.95","2900","2930","2795","1087134","3079577990","84613999275","30273345"
"007700","F&F","KOSPI",,"40400","900","2.28","39750","40600","39450","36906","1479189100","622160000000","15400000"
"130500","GH신소재","KOSDAQ","중견기업부","3115","-10","-0.32","3145","3145","3100","23426","72853390","34265000000","11000000"
"114090","GKL","KOSPI",,"27450","-550","-1.96","27700","28000","27200","194572","5341102250","1697938141500","61855670"
"032860","GMR 머티리얼즈","KOSDAQ","중견기업부","630","9","1.45","624","631","612","289870","179512351","40168069200","63758840"
"900290","GRT","KOSDAQ","외국기업(소속부없음)","3795","-55","-1.43","3860","3900","3780","149088","566402730","255688125000","67375000"
"078930","GS","KOSPI",,"66400","200","0.30","65500","66500","65000","160272","10592358100","6169581099200","92915378"
"083450","GST","KOSDAQ","벤처기업부","9150","30","0.33","9180","9190","9070","32346","294812010","85257366750","9317745"
"006360","GS건설","KOSPI",,"25850","-150","-0.58","25850","26400","25700","536530","13922326500","1852804876450","71675237"
"001250","GS글로벌","KOSPI",,"3120","0","0.00","3140","3165","3100","236670","739694280","257505343680","82533764"
"007070","GS리테일","KOSPI",,"33400","0","0.00","33250","33750","33200","205986","6880973350","2571800000000","77000000"
"078935","GS우","KOSPI",,"42350","300","0.71","41950","42450","41900","2274","95951600","75587381100","1784826"
"028150","GS홈쇼핑","KOSDAQ","우량기업부","212400","2200","1.05","212800","212900","210600","14342","3033327100","1393875000000","6562500"
"078150","HB테크놀러지","KOSDAQ","우량기업부","4355","75","1.75","4340","4415","4300","480427","2088518240","344003305230","78990426"
"036640","HRS","KOSDAQ","우량기업부","4380","-40","-0.90","4420","4440","4360","60873","267506970","71634024000","16354800"
"225430","IBKS제3호스팩","KOSDAQ","SPAC(소속부없음)","2025","10","0.50","2015","2025","2015","1200","2418010","9112500000","4500000"
"254120","IBKS제5호스팩","KOSDAQ","SPAC(소속부없음)","2035","5","0.25","2035","2035","2005","4863","9760380","9157500000","4500000"
"264850","IBKS제6호스팩","KOSDAQ","SPAC(소속부없음)","2025","0","0.00","2025","2025","2025","2","4050","8737875000","4315000"
"277410","IBKS제8호스팩","KOSDAQ","SPAC(소속부없음)","2225","25","1.14","2190","2235","2180","69104","152548415","4917250000","2210000"
"003560","IHQ","KOSPI",,"1950","50","2.63","1925","1970","1900","1061273","2057154565","283049319150","145153497"
"095340","ISC","KOSDAQ","우량기업부","20500","-700","-3.30","21150","21350","20250","171820","3561464600","278851209000","13602498"
"099520","ITX엠투엠","KOSDAQ","벤처기업부","1250","-5","-0.40","1330","1330","1230","161718","205183525","17641728750","14113383"
"175330","JB금융지주","KOSPI",,"5880","-10","-0.17","5880","5890","5810","282364","1652244600","913983807240","155439423"
"234080","JW생명과학","KOSPI",,"37000","500","1.37","36500","37150","36100","33709","1239007450","292939249000","7917277"
"067290","JW신약","KOSDAQ","중견기업부","8210","230","2.88","8050","8260","7920","798854","6503009780","325428472600","39638060"
"001060","JW중외제약","KOSPI",,"44950","3300","7.92","41500","45600","41350","488062","21582241900","859314184400","19117112"
"001067","JW중외제약2우B","KOSPI",,"47250","700","1.50","46300","47650","45500","9113","426401500","3989648250","84437"
"001065","JW중외제약우","KOSPI",,"27250","400","1.49","26750","27900","26500","3743","102944450","4384743000","160908"
"096760","JW홀딩스","KOSPI",,"8330","280","3.48","8020","8480","8020","506100","4203761760","516633955390","62020883"
"035900","JYP Ent.","KOSDAQ","우량기업부","11550","-50","-0.43","11800","11850","11400","849739","9844922300","399090984600","34553332"
"105560","KB금융","KOSPI",,"59000","600","1.03","57800","59200","57600","1626966","95431393486","24668580683000","418111537"
"024120","KB오토시스","KOSDAQ","우량기업부","6540","120","1.87","6420","6640","6420","12862","83511870","75210000000","11500000"
"002380","KCC","KOSPI",,"386500","-3500","-0.90","385000","389000","385000","17835","6894907000","4080092274500","10556513"
"021320","KCC건설","KOSDAQ","중견기업부","8480","30","0.36","8590","8590","8390","57763","487919100","181472000000","21400000"
"036670","KCI","KOSDAQ","중견기업부","8000","-10","-0.12","8100","8100","7960","6224","49853290","90160000000","11270000"
"009070","KCTC","KOSPI",,"2535","15","0.60","2545","2545","2470","28395","71108000","76050000000","30000000"
"009440","KC그린홀딩스","KOSPI",,"5210","-30","-0.57","5240","5240","5160","30349","157580080","116886245800","22434980"
"112190","KC산업","KONEX","일반기업부","2990","-210","-6.56","3000","3000","2720","22","63040","15029731340","5026666"
"119650","KC코트렐","KOSPI",,"4410","0","0.00","4450","4450","4375","29576","130251945","57330000000","13000000"
"044180","KD건설","KOSDAQ","벤처기업부","154","0","0.00","155","157","153","7877119","1214781067","54776523956","355691714"
"092220","KEC","KOSPI",,"1410","85","6.42","1345","1505","1340","27606643","39249373500","144306789810","102345241"
"151860","KG ETS","KOSDAQ","우량기업부","3940","-50","-1.25","3990","4000","3925","191794","757269265","141840000000","36000000"
"109070","KGP","KOSPI",,"3040","-5","-0.16","3090","3100","2985","70271","212618560","20007553280","6581432"
"046440","KG모빌리언스","KOSDAQ","우량기업부","7210","300","4.34","6960","7280","6920","632780","4528608820","214219345410","29711421"
"035600","KG이니시스","KOSDAQ","우량기업부","15800","700","4.64","15050","16350","14850","1286679","20272039750","420060079800","26586081"
"001390","KG케미칼","KOSPI",,"16800","500","3.07","16200","17250","16200","263292","4404040550","200416255200","11929539"
"060720","KH바텍","KOSDAQ","우량기업부","11250","-100","-0.88","11350","11950","11100","379456","4349991000","225000000000","20000000"
"001940","KISCO홀딩스","KOSPI",,"80900","1000","1.25","79900","80900","79800","1423","114413600","298947828400","3695276"
"083470","KJ프리텍","KOSDAQ","우량기업부","2195","5","0.23","2220","2260","2180","140098","309354995","46694314020","21273036"
"122450","KMH","KOSDAQ","중견기업부","9160","-190","-2.03","9350","9360","9120","47942","439036580","124563038600","13598585"
"052900","KMH하이텍","KOSDAQ","중견기업부","1090","10","0.93","1090","1110","1090","252582","277076100","51002170380","46790982"
"058400","KNN","KOSDAQ","우량기업부","952","-3","-0.31","952","955","949","120252","114219614","126073093440","132429720"
"083420","KPX그린케미칼","KOSPI",,"4800","65","1.37","4735","4800","4655","5359","25259550","96000000000","20000000"
"114450","KPX생명과학","KOSDAQ","중견기업부","4360","0","0.00","4360","4370","4310","9330","40543380","65400000000","15000000"
"025000","KPX케미칼","KOSPI",,"76300","1000","1.33","76100","77200","75000","1730","130867600","369292000000","4840000"
"092230","KPX홀딩스","KOSPI",,"71000","-700","-0.98","72800","72800","70400","679","48266200","299949866000","4224646"
"000040","KR모터스","KOSPI",,"412","8","1.98","408","436","405","2318419","969639667","77565394240","188265520"
"044450","KSS해운","KOSPI",,"9660","-70","-0.72","9690","9690","9480","33012","316617140","223975600800","23185880"
"030200","KT","KOSPI",,"29350","0","0.00","29100","29350","29100","688392","20219902233","7663631564800","261111808"
