종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","7150","-10","-0.14","7300","7400","7140","312976","2260203490","291618184000","40785760"
"900010","3노드디지탈","KOSDAQ","외국기업(소속부없음)","866","1","0.12","863","875","862","38861","33773905","52124694148","60190178"
"038120","AD모터스","KOSDAQ","관리종목(소속부없음)","69","0","0.00","0","0","0","0","0","6412670940","92937260"
"013340","AJS","KOSDAQ","벤처기업부","895","4","0.45","895","900","888","157070","140376297","34231470435","38247453"
"068400","AJ렌터카","KOSPI",,"9190","-160","-1.71","9400","9500","9100","55701","519050250","203524497000","22146300"
"006840","AK홀딩스","KOSPI",,"22250","50","0.23","22200","22500","21800","15460","341706450","165960903250","7458917"
"054620","AP시스템","KOSDAQ","벤처기업부","7680","400","5.49","7360","7750","7300","1104078","8358305360","166042222080","21620081"
"090470","AST젯텍","KOSDAQ","벤처기업부","5640","200","3.68","5430","5650","5340","107820","592426970","52902308880","9379842"
"138930","BS금융지주","KOSPI",,"13450","250","1.89","13300","13600","13050","521239","6988103800","2600959641550","193379899"
"001460","BYC","KOSPI",,"186000","2000","1.09","184000","186000","181000","603","109773500","116178390000","624615"
"001465","BYC우","KOSPI",,"68100","-300","-0.44","68700","68700","67300","29","1959200","14667718500","215385"
"032040","C&S자산관리","KOSDAQ","중견기업부","4530","30","0.67","4590","4590","4500","97845","442173665","74514019830","16449011"
"001040","CJ","KOSPI",,"124500","6000","5.06","120000","125000","119500","140938","17380026000","3612382689000","29015122"
"079160","CJ CGV","KOSPI",,"32250","100","0.31","32100","32300","31850","107981","3470202750","664913020500","20617458"
"130960","CJ E&M","KOSDAQ","우량기업부","27500","1000","3.77","26800","27650","26800","328484","8985943050","1043254410000","37936524"
"000120","CJ대한통운","KOSPI",,"103500","3000","2.99","102000","105500","102000","48853","5066375500","2361077604000","22812344"
"011150","CJ씨푸드","KOSPI",,"3015","0","0.00","3150","3150","3000","570714","1739980860","108331280595","35930773"
"011155","CJ씨푸드1우","KOSPI",,"4970","70","1.43","4870","4985","4820","170","826450","994000000","200000"
"035760","CJ오쇼핑","KOSDAQ","우량기업부","273700","-3300","-1.19","278100","278400","272500","22094","6050134800","1697935720600","6203638"
