종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","215","10","4.88","3","71.67",,,"0","0.00"
"036360","3SOFT ","445","0","0.00",,,,,"0","0.00"
"005760","ACTS ","1680","-10","-0.59",,,"4850","0.35","0","0.00"
"039790","AMIC ","435","-10","-2.25",,,,,"0","0.00"
"015670","AP우주통신 ","245","10","4.26",,,"474","0.52","0","0.00"
"015675","AP우주통신(1우B) (락)","310","-20","-6.06",,,,,"0","0.00"
"036820","BET ","510","10","2.00",,,,,"0","0.00"
"036825","BET우 ","455","-50","-9.90",,,,,"0","0.00"
"004560","BNG스틸 ","6080","-210","-3.34","8813","0.69","11699","0.52","250","4.11"
"004565","BNG스틸(1우) ","4000","-450","-10.11",,,,,"300","7.50"
"001460","BYC ","45300","-500","-1.09","16739","2.71","237387","0.19","650","1.43"
"001465","BYC(1우) ","24100","0","0.00",,,,,"700","2.90"
"065770","C&S마이크로 ","1970","210","11.93","144","13.68",,,"0","0.00"
"045260","CHK한강 ","450","45","11.11","25","18.00",,,"0","0.00"
"001040","CJ ","68800","-2000","-2.82","6216","11.07","51934","1.32","1750","2.54"
"001045","CJ(1우) ","36300","700","1.97",,,,,"1800","4.96"
"001047","CJ(2우B) ","53000","-1400","-2.57",,,,,"1750","3.30"
"001049","CJ(3우B) ","53200","-100","-0.19",,,,,"1750","3.29"
"079160","CJCGV ","31250","-750","-2.34","1893","16.51","3865","8.09","838","2.68"
"049370","CJ엔터테인 ","17050","550","3.33","1125","15.16",,,"0","0.00"
"037150","CJ인터넷 ","10500","150","1.45","203","51.72",,,"0","0.00"
"051500","CJ푸드시스템 ","4680","60","1.30",,,,,"0","0.00"
"035760","CJ홈쇼핑 ","59200","-300","-0.50","4175","14.18",,,"0","0.00"
"004530","CKF ","3645","0","0.00",,,"7469","0.49","0","0.00"
"050470","CMS ","480","-25","-4.95",,,,,"0","0.00"
"023460","CNH캐피탈 ","1000","-20","-1.96",,,,,"0","0.00"
"065340","DM테크놀로지 ","1810","35","1.97",,,,,"0","0.00"
"069730","DSR제강 ","575","5","0.88",,,"1755","0.33","0","0.00"
"017940","E1 ","22700","200","0.89","9212","2.46","54866","0.41","1500","6.61"
"014820","EASTEL ","1140","35","3.17","36","31.67","851","1.34","0","0.00"
"014825","EASTEL(1우) ","595","5","0.85",,,,,"0","0.00"
"014827","EASTEL(2우B) ","1760","50","2.92",,,,,"135","7.67"
"037370","EG ","3490","25","0.72","70","49.86",,,"0","0.00"
"007700","F&F ","1270","25","2.01","391","3.25","4176","0.30","60","4.72"
"001370","FnC코오롱 ","4265","55","1.31","961","4.44","8668","0.49","50","1.17"
"001375","FnC코오롱(1우) ","3000","25","0.84",,,,,"100","3.33"
"035000","G2R ","17700","-50","-0.28","1165","15.19","8232","2.15","1000","5.65"
"078930","GS ","22250","-150","-0.67",,,,,"0","0.00"
"078935","GS(1우) ","13250","-200","-1.49",,,,,"0","0.00"
"053870","GT&T ","610","20","3.39",,,,,"0","0.00"
"007720","HS홀딩스 ","10200","-1350","-11.69","6890","1.48",,,"0","0.00"
"060910","I.S하이텍 ","2120","-25","-1.17",,,,,"0","0.00"
"038710","ICM ","2750","0","0.00",,,,,"0","0.00"
"003560","IHQ ","1600","10","0.63",,,"474","3.38","0","0.00"
"004020","INI스틸 ","13050","-450","-3.33","2686","4.86","28868","0.45","250","1.92"
"004025","INI스틸(1우B) ","8800","-100","-1.12",,,,,"250","2.84"
"036670","KCI ","1650","0","0.00","232","7.11",,,"0","0.00"
"009070","KCTC ","33550","0","0.00","5324","6.30","236540","0.14","750","2.24"
"054020","KDN스마텍 ","400","10","2.56",,,,,"0","0.00"
"017300","KDS ","170","0","0.00",,,"259","0.66","0","0.00"
"006200","KEC ","19550","150","0.77",,,"50470","0.39","0","0.00"
"046810","KEPS ","555","45","8.82",,,,,"0","0.00"
"001390","KG케미칼 (락)","505","0","0.00",,,"644","0.78","0","0.00"
"060720","KH바텍 ","26000","1150","4.63","2505","10.38",,,"0","0.00"
"050120","KJ온라인 ","1060","-10","-0.93","8","132.50",,,"0","0.00"
"030200","KT ","41250","-250","-0.60","3841","10.74","32324","1.28","2000","4.85"
"033780","KT&G ","30650","-300","-0.97","3724","8.23","20334","1.51","1600","5.22"
"030210","KTB네트워크 ","2435","315","14.86","85","28.65","7184","0.34","0","0.00"
"055810","KTC텔레콤 ","725","0","0.00","619","1.17",,,"0","0.00"
"032390","KTF ","24250","-450","-1.82","2174","11.15","17155","1.41","500","2.06"
"036030","KTH ","4540","140","3.18",,,,,"0","0.00"
"058550","KTT텔레콤 ","155","15","10.71",,,,,"0","0.00"
"060370","KT서브마린 ","5920","30","0.51","955","6.20",,,"0","0.00"
"003550","LG ","17650","750","4.44","75","235.33","26586","0.66","250","1.42"
"003555","LG(1우) ","11850","650","5.80",,,,,"300","2.53"
"006360","LG건설 ","27500","-1000","-3.51","3548","7.75","23220","1.18","1250","4.55"
"016990","LG마이크론 ","61900","900","1.48","4673","13.25",,,"0","0.00"
"010120","LG산전 ","17600","-400","-2.22",,,"4453","3.95","0","0.00"
"001120","LG상사 ","8060","10","0.12","1750","4.61","9452","0.85","600","7.44"
"068870","LG생명과학 ","36000","700","1.98","236","152.54","12269","2.93","0","0.00"
"068875","LG생명과학(1우) ","23300","300","1.30",,,,,"0","0.00"
"051900","LG생활건강 ","28000","550","2.00","2936","9.54","16201","1.73","1500","5.36"
"051905","LG생활건강(1우) ","19900","400","2.05",,,,,"1550","7.79"
