종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
"010950","S-Oil ","70000","-600","-0.85","11144","6.28","29197","2.40","4750","6.79"
"010955","S-Oil(1우) ","58000","-700","-1.19",,,,,"4025","6.94"
"034120","SBS ","65000","-1800","-2.69","1389","46.80","20829","3.12","750","1.15"
"046140","SBSi ","22350","1350","6.43","370","60.41","2420","9.24","0","0.00"
"002360","SH케미칼 ","2845","20","0.71",,,"3091","0.92","0","0.00"
"002365","SH케미칼(1우) (락)","77200","0","0.00",,,,,"0","0.00"
"009160","SIMPAC ","1645","130","8.58","218","7.55","1577","1.04","25","1.52"
"025530","SJM ","5700","160","2.89","607","9.39","4942","1.15","200","3.51"
"003600","SK ","52400","300","0.58","12950","4.05","51751","1.01","1800","3.44"
"003605","SK(1우) ","44200","-200","-0.45",,,,,"1850","4.19"
"011790","SKC ","12250","300","2.51","1684","7.27","12862","0.95","0","0.00"
"018670","SK가스 ","38200","750","2.00","4553","8.39","44992","0.85","1500","3.93"
"001740","SK네트웍스 ","15500","0","0.00","1870","8.29","2638","5.88","0","0.00"
"001745","SK네트웍스(1우) ","14250","400","2.89",,,,,"0","0.00"
"001510","SK증권 ","1575","20","1.29","28","56.25","716","2.20","0","0.00"
"001515","SK증권(1우) ","2070","20","0.98",,,,,"0","0.00"
"006120","SK케미칼 ","29600","1400","4.96","524","56.49","24539","1.21","200","0.68"
"006125","SK케미칼(1우) ","14450","1050","7.84",,,,,"250","1.73"
"017670","SK텔레콤 ","180000","-1000","-0.55","20307","8.86","96817","1.86","10300","5.72"
"021880","SLS캐피탈 ","3275","55","1.71","305","10.74","5213","0.63","0","0.00"
"007050","SNG21 ","19200","-700","-3.52",,,"11205","1.71","0","0.00"
"051980","SNH ","4405","355","8.77",,,"237","18.59","0","0.00"
"071660","SSCP ","14650","150","1.03","592","24.75","4362","3.36","0","0.00"
"036540","STS반도체 ","11800","-200","-1.67","196","60.20","5573","2.12","0","0.00"
"011810","STX ","12200","0","0.00","643","18.97","5675","2.15","250","2.05"
"077970","STX엔진 ","17100","1250","7.89","416","41.11","4322","3.96","250","1.46"
"067250","STX조선 ","17850","-400","-2.19","940","18.99","14541","1.23","750","4.20"
"032540","TJ미디어 ","6960","160","2.35","64","108.75","3510","1.98","0","0.00"
"048770","TPC ","2350","20","0.86","325","7.23","3795","0.62","0","0.00"
"048760","VK ","1480","80","5.71","471","3.14","3151","0.47","0","0.00"
"024070","WISCOM ","4740","85","1.83","502","9.44","5809","0.82","300","6.33"
"057030","YBM시사닷컴 ","22200","600","2.78","695","31.94","2860","7.76","0","0.00"
"040300","YTN ","4495","315","7.54","34","132.21","2739","1.64","0","0.00"
"052220","iMBC ","8300","450","5.73","171","48.54","720","11.53","0","0.00"
"054150","가드텍 ","725","-35","-4.61",,,"2317","0.31","0","0.00"
"040610","가로수닷컴 ","1265","0","0.00","723","1.75","1826","0.69","0","0.00"
"079940","가비아 ","12050","150","1.26","559","21.56","1741","6.92","0","0.00"
"078890","가온미디어 ","13750","650","4.96","1665","8.26","4653","2.96","0","0.00"
"000500","가온전선 ","16700","-600","-3.47","2511","6.65","38590","0.43","750","4.49"
"030270","가희 ","13900","900","6.92","2178","6.38","20492","0.68","0","0.00"
"035250","강원랜드 ","20100","-450","-2.19","1273","15.79","5006","4.02","450","2.24"
"000860","건설화학 ","13000","0","0.00","2903","4.48","30220","0.43","320","2.46"
"000800","경남기업 ","13550","0","0.00","2194","6.18","30815","0.44","0","0.00"
"000805","경남기업(1우B) (락)","28850","0","0.00",,,,,"0","0.00"
"039240","경남스틸 ","2890","-70","-2.36","960","3.01","3734","0.77","0","0.00"
"008020","경남에너지 ","2355","-55","-2.28","201","11.72","3205","0.73","100","4.25"
"002100","경농 ","6740","120","1.81","505","13.35","10519","0.64","130","1.93"
"012320","경동가스 ","31350","250","0.80","4677","6.70","49720","0.63","1000","3.19"
"009450","경동보일러 ","18450","0","0.00","2462","7.49","49346","0.37","500","2.71"
"011040","경동제약 ","26000","-3300","-11.26","1843","14.11","10635","2.44","0","0.00"
"000050","경방 ","175000","17000","10.76",,,"185130","0.95","0","0.00"
"012610","경인양행 ","15250","150","0.99","1676","9.10","23731","0.64","500","3.28"
"009140","경인전자 ","10000","-500","-4.76",,,"25551","0.39","600","6.00"
"024910","경창산업 ","6070","580","10.56","249","24.38","3247","1.87","0","0.00"
"025880","경축 ","13250","-450","-3.28","2016","6.57","25793","0.51","0","0.00"
"013580","계룡건설 ","29700","-400","-1.33","4132","7.19","24981","1.19","700","2.36"
"012200","계양전기 ","2080","30","1.46","32","65.00","3271","0.64","15","0.72"
"012205","계양전기(1우) ","1425","-5","-0.35",,,,,"20","1.40"
"027840","고덴시 ","2850","50","1.79","291","9.79","2419","1.18","90","3.16"
"004200","고려개발 ","38850","450","1.17","2558","15.19","18611","2.09","600","1.54"
"002140","고려산업 ","4015","175","4.56",,,"5104","0.79","0","0.00"
"003660","고려시멘트 ","13900","600","4.51","1814","7.66","33931","0.41","750","5.40"
"049720","고려신용정보 ","850","50","6.25","14","60.71","686","1.24","0","0.00"
"010130","고려아연 ","50200","-800","-1.57","6487","7.74","45811","1.10","750","1.49"
"002240","고려제강 ","24800","-300","-1.20","3903","6.35","54425","0.46","350","1.41"
"014570","고려제약 ","18150","-300","-1.63","1833","9.90","26525","0.68","0","0.00"
"002540","고제 ","265","-5","-1.85",,,"404","0.66","0","0.00"
"009290","광동제약 ","4030","125","3.20","326","12.36","2379","1.69","30","0.74"
"014200","광림 ","4615","-135","-2.84","560","8.24","12500","0.37","0","0.00"
"017040","광명전기 ","970","15","1.57","69","14.06","1151","0.84","0","0.00"
"017900","광전자 ","3625","-30","-0.82","779","4.65","5246","0.69","90","2.48"
"037710","광주신세계 ","136000","-1000","-0.73","7669","17.73","60017","2.27","1000","0.74"
"026910","광진실업 ","1895","-100","-5.01","430","4.41","2587","0.73","0","0.00"
"030610","교보증권 ","14000","650","4.87","476","29.41","7645","1.83","125","0.89"
"053270","구영테크 ","2720","45","1.68","231","11.77","2004","1.36","0","0.00"
"007690","국도화학 ","16050","-400","-2.43","1927","8.33","26200","0.61","600","3.74"
"005320","국동 ","8000","590","7.96","388","20.62","24852","0.32","250","3.13"
"060000","국민은행 ","75400","-1100","-1.44","1812","41.61","29705","2.54","550","0.73"
"001140","국보 ","11850","-50","-0.42","591","20.05","21572","0.55","0","0.00"
"066620","국보디자인 ","3395","95","2.88","35","97.00","3501","0.97","0","0.00"
"043650","국순당 ","16250","-200","-1.22","1086","14.96","7575","2.15","0","0.00"
"006050","국영지앤엠 ","2010","60","3.08","255","7.88","2682","0.75","0","0.00"
"078130","국일제지 ","29000","400","1.40","3159","9.18","19803","1.46","0","0.00"
"000680","국제상사 (락)","1430","0","0.00","836","1.71","2875","0.50","0","0.00"
"000685","국제상사(1우) (락)","2835","0","0.00",,,,,"0","0.00"
"002720","국제약품 ","13600","-400","-2.86","2323","5.85","20451","0.67","500","3.68"
"053740","국제엘렉트릭 ","6070","160","2.71","891","6.81","3226","1.88","0","0.00"
"023670","국제통신 ","945","35","3.85",,,"624","1.51","0","0.00"
"019010","그랜드백화점 ","9100","100","1.11",,,"27945","0.33","0","0.00"
"083420","그린소프트켐 ","16300","50","0.31","2357","6.92","22002","0.74","750","4.60"
"000470","그린화재보험 ","9430","-120","-1.26","619","15.23","4127","2.28","0","0.00"
"015360","극동가스 ","28500","-150","-0.52","3517","8.10","43778","0.65","1250","4.39"
"014530","극동유화 ","8310","-350","-4.04","894","9.30","16038","0.52","500","6.02"
"002250","근화제약 ","17600","250","1.44","653","26.95","12024","1.46","500","2.84"
"086280","글로비스 ","69000","9000","15.00","2322","29.72","4668","14.78","150","0.22"
"014280","금강공업 ","8290","-10","-0.12","3749","2.21","24085","0.34","500","6.03"
"014285","금강공업(1우) ","6520","-70","-1.06",,,,,"550","8.44"
"053260","금강철강 ","1990","-55","-2.69","477","4.17","3446","0.58","0","0.00"
"008870","금비 ","47800","-100","-0.21","12799","3.73","77914","0.61","1400","2.93"
"001570","금양 ","930","50","5.68","8","116.25","323","2.88","0","0.00"
"002990","금호산업 ","20150","-300","-1.47","3430","5.87","16810","1.20","350","1.74"
"002995","금호산업(1우) ","10500","0","0.00",,,,,"400","3.81"
"011780","금호석유 ","19400","-150","-0.77","7092","2.74","32495","0.60","500","2.58"
"011785","금호석유(1우) ","11000","100","0.92",,,,,"550","5.00"
"001210","금호전기 ","63600","-1400","-2.15","2603","24.43","21514","2.96","350","0.55"
"010050","금호종금 ","9090","-40","-0.44","711","12.78","5207","1.75","0","0.00"
"073240","금호타이어 ","16300","450","2.84","2008","8.12","12352","1.32","800","4.91"
"009380","금호페이퍼텍 ","5780","-60","-1.03",,,"12314","0.47","0","0.00"
"009385","금호페이퍼텍(1우B) ","3035","10","0.33",,,,,"0","0.00"
"036190","금화피에스시 ","3500","-40","-1.13","454","7.71","5000","0.70","0","0.00"
"064720","기가텔레콤 ","1830","-20","-1.08",,,"305","6.00","0","0.00"
"004790","기륭전자 ","6490","790","13.86","689","9.42","1437","4.52","0","0.00"
"006070","기린 ","1125","30","2.74",,,"646","1.74","0","0.00"
"035460","기산텔레콤 ","10350","1350","15.00","441","23.47","5114","2.02","0","0.00"
"000270","기아차 ","28000","1450","5.46","1972","14.20","11364","2.46","350","1.25"
"024110","기업은행 ","17350","-200","-1.14","819","21.18","8612","2.01","250","1.44"
"071360","나노하이텍 ","6100","390","6.83","257","23.74","2037","2.99","0","0.00"
"051490","나라엠앤디 ","2980","130","4.56","467","6.38","3713","0.80","0","0.00"
"065910","나래시스템 ","6240","340","5.76","55","113.45","2175","2.87","0","0.00"
"036850","나리지*온 ","1720","30","1.78","19","90.53","1846","0.93","0","0.00"
"079340","나모텍 ","11800","400","3.51","2372","4.97","4816","2.45","0","0.00"
"014990","나산 ","13800","-100","-0.72","3042","4.54","55045","0.25","0","0.00"
"036800","나이스 ","2850","-80","-2.73","187","15.24","1620","1.76","0","0.00"
"014590","나자인 ","17900","-50","-0.28","1304","13.73","32815","0.55","500","2.79"
"035620","나코 ","5880","80","1.38",,,"2548","2.31","0","0.00"
"037550","남경컴테크 ","955","10","1.06",,,,,"0","0.00"
"001260","남광토건 ","6000","450","8.11",,,"5543","1.08","0","0.00"
"001265","남광토건(1우B) (락)","15200","0","0.00",,,,,"0","0.00"
"008350","남선알미늄 ","4000","80","2.04",,,"4706","0.85","0","0.00"
"008355","남선알미늄(1우) ","7700","600","8.45",,,,,"0","0.00"
"069470","남선홈웨어 ","2230","290","14.95","19","117.37","565","3.95","0","0.00"
"004270","남성 ","12100","0","0.00","547","22.12","25945","0.47","400","3.31"
"003920","남양유업 ","559000","-15000","-2.61","60011","9.31","539533","1.04","950","0.17"
"003925","남양유업(1우) (락)","251000","-12000","-4.56",,,,,"1000","0.40"
"002070","남영L&F ","25950","-50","-0.19",,,"72382","0.36","500","1.93"
"001950","남한제지 ","7000","-60","-0.85","938","7.46","24163","0.29","250","3.57"
"001955","남한제지(1우) ","3465","85","2.51",,,,,"300","8.66"
"025860","남해화학 ","2600","-10","-0.38","116","22.41","5429","0.48","70","2.69"
"004250","내쇼날푸라스 ","10350","100","0.98","1225","8.45","17503","0.59","500","4.83"
"004255","내쇼날푸라스(1우) ","10350","410","4.12",,,,,"500","4.83"
"037540","네스테크 ","1230","100","8.85","49","25.10","659","1.87","0","0.00"
"042510","네오웨이브 ","3490","290","9.06","250","13.96","2367","1.47","0","0.00"
"042420","네오위즈 ","53500","4750","9.74","204","262.25","12553","4.26","0","0.00"
"017680","네티션닷컴 ","23700","1400","6.28","3309","7.16","60082","0.39","0","0.00"
"033640","네패스 ","19050","600","3.25","1054","18.07","2883","6.61","0","0.00"
"033430","넥사이언 ","405","10","2.53",,,"350","1.16","0","0.00"
"019430","넥서스투자 ","1915","80","4.36",,,"296","6.47","0","0.00"
"005720","넥센 ","21000","-200","-0.94","6852","3.06","58227","0.36","350","1.67"
"005725","넥센(1우) ","10800","50","0.47",,,,,"400","3.70"
"002350","넥센타이어 ","20650","-500","-2.36","3305","6.25","23100","0.89","450","2.18"
"002355","넥센타이어(1우B) ","10950","-50","-0.45",,,,,"500","4.57"
"073070","넥센테크 ","2100","150","7.69","1","2100.00","1176","1.79","0","0.00"
"038990","넥스콘테크 ","4395","480","12.26","346","12.70","3334","1.32","0","0.00"
"078150","넥스트인 ","2525","145","6.09","490","5.15","2070","1.22","0","0.00"
"035450","넥스트코드 ","885","5","0.57",,,"387","2.29","0","0.00"
"033280","넷시큐어테크 (락)","360","0","0.00",,,"314","1.15","0","0.00"
"047730","넷웨이브 ","3440","445","14.86",,,"1397","2.46","0","0.00"
"006280","녹십자 ","55800","-1400","-2.45","1542","36.19","12426","4.49","0","0.00"
"005250","녹십자홀딩스 ","72000","-500","-0.69","1308","55.05","42469","1.70","1500","2.08"
"005255","녹십자홀딩스(1우) ","35300","0","0.00",,,,,"1550","4.39"
"005257","녹십자홀딩스(2우B) ","36500","0","0.00",,,,,"1500","4.11"
"004370","농심 ","291000","11000","3.93","22635","12.86","133858","2.17","4000","1.37"
"072710","농심홀딩스 ","82800","2800","3.50","13080","6.33","74409","1.11","2000","2.42"
"054050","농우바이오 ","5130","30","0.59","376","13.64","4986","1.03","0","0.00"
"040160","누리텔레콤 ","5750","30","0.52",,,"3122","1.84","0","0.00"
"060260","뉴보텍 ","12000","1100","10.09","141","85.11","1990","6.03","0","0.00"
"012340","뉴인텍 ","4140","540","15.00","299","13.85","1196","3.46","0","0.00"
"049180","뉴테크맨 ","940","0","0.00",,,"299","3.14","0","0.00"
"053290","능률교육 ","5190","0","0.00","784","6.62","4065","1.28","0","0.00"
"023430","니트젠테크 ","1765","40","2.32",,,"1061","1.66","0","0.00"
"064260","다날 ","16350","700","4.47","403","40.57","2998","5.45","0","0.00"
"039560","다산네트웍스 ","12350","600","5.11",,,"5533","2.23","0","0.00"
"043710","다스텍 ","7420","960","14.86","55","134.91","1250","5.94","0","0.00"
"023590","다우기술 ","6020","220","3.79","49","122.86","4370","1.38","0","0.00"
"032190","다우데이타 ","2030","70","3.57","144","14.10","1650","1.23","0","0.00"
"077280","다윈텍 ","12900","500","4.03","1181","10.92","8244","1.56","0","0.00"
"035720","다음 ","44000","1100","2.56",,,"7183","6.13","0","0.00"
"009280","다함이텍 ","23000","-500","-2.13","1598","14.39","35787","0.64","500","2.17"
"040670","단암전자통신 ","2195","285","14.92","64","34.30","563","3.90","0","0.00"
"015590","대경기계 ","15200","-100","-0.65","924","16.45","37146","0.41","0","0.00"
"019680","대교 ","78600","-200","-0.25","6369","12.34","40505","1.94","1500","1.91"
"019685","대교(1우B) ","47500","2500","5.56",,,,,"1600","3.37"
"016710","대구가스 ","11950","-550","-4.40","138","86.59","10801","1.11","200","1.67"
"006370","대구백화점 ","20450","1250","6.51","1189","17.20","29864","0.68","250","1.22"
"006375","대구백화점(1우) ","65800","0","0.00",,,,,"300","0.46"
"005270","대구은행 ","15050","-250","-1.63","935","16.10","7183","2.10","275","1.83"
"004130","대덕GDS ","10550","150","1.44","935","11.28","11871","0.89","350","3.32"
"004135","대덕GDS(1우) ","5740","-70","-1.20",,,,,"355","6.18"
"004137","대덕GDS(2우B) ","8290","0","0.00",,,,,"350","4.22"
"008060","대덕전자 ","9290","190","2.09","719","12.92","8225","1.13","350","3.77"
"012510","대동 ","3290","210","6.82",,,"1052","3.13","0","0.00"
"000490","대동공업 ","11300","-250","-2.16","1023","11.05","37021","0.31","400","3.54"
"020400","대동금속 ","13800","500","3.76","1286","10.73","10287","1.34","0","0.00"
"008830","대동기어 ","9490","-180","-1.86","1053","9.01","37915","0.25","0","0.00"
"048470","대동스틸 ","1860","-30","-1.59","1311","1.42","4091","0.45","0","0.00"
"008110","대동전자 ","2085","10","0.48",,,"7604","0.27","0","0.00"
"004780","대륙제관 ","11250","-350","-3.02","2395","4.70","27260","0.41","0","0.00"
"018890","대륜 ","855","55","6.88",,,"79","10.82","0","0.00"
"000210","대림산업 ","69700","-2300","-3.19","12458","5.59","49545","1.41","2450","3.52"
"000215","대림산업(1우) ","50400","1900","3.92",,,,,"2500","4.96"
"003960","대림수산 ","16500","0","0.00",,,"2000","8.25","0","0.00"
"003965","대림수산(1우) ","42000","0","0.00",,,,,"0","0.00"
"005750","대림요업 ","2220","5","0.23","183","12.13","4819","0.46","120","5.41"
"017650","대림제지 ","1610","20","1.26","126","12.78","2960","0.54","0","0.00"
"006570","대림통상 ","4950","50","1.02","1415","3.50","9093","0.54","140","2.83"
"078140","대봉엘에스 ","6350","200","3.25","405","15.68","2233","2.84","0","0.00"
"001680","대상 ","14900","450","3.11","328","45.43","12423","1.20","100","0.67"
"001685","대상(1우) ","6440","130","2.06",,,,,"110","1.71"
"001687","대상(2우B) ","10450","-100","-0.95",,,,,"100","0.96"
"036580","대상팜스코 ","2800","80","2.94","164","17.07","3039","0.92","50","1.79"
"036585","대상팜스코(1우B) ","1750","45","2.64",,,,,"50","2.86"
"084690","대상홀딩스 ","5210","-30","-0.57",,,,,"0","0.00"
"084695","대상홀딩스(1우) ","2945","15","0.51",,,,,"0","0.00"
"084697","대상홀딩스(2우B) ","4385","325","8.00",,,,,"0","0.00"
"031990","대선조선 ","79000","1500","1.94",,,"126027","0.63","0","0.00"
"036480","대성미생물 ","58500","200","0.34","1310","44.66","42402","1.38","0","0.00"
"005620","대성산업 ","57900","2900","5.27","5164","11.21","98962","0.59","600","1.04"
"025440","대성엘텍 ","3200","250","8.47","238","13.45","1737","1.84","0","0.00"
"019570","대신개발금융 ","1600","-20","-1.23",,,"1632","0.98","0","0.00"
"020180","대신정보통신 ","825","65","8.55","19","43.42","294","2.81","0","0.00"
"003540","대신증권 ","22900","300","1.33","556","41.19","19204","1.19","500","2.18"
"003545","대신증권(1우) ","17600","600","3.53",,,,,"550","3.13"
"009190","대양금속 ","1440","0","0.00","391","3.68","3356","0.43","100","6.94"
"033030","대양이앤씨 ","7370","-210","-2.77",,,"4529","1.63","0","0.00"
"006580","대양제지 ","5790","190","3.39","257","22.53","11972","0.48","0","0.00"
"014160","대영포장 ","180","5","2.86",,,"247","0.73","0","0.00"
"047040","대우건설 ","13750","350","2.61","688","19.99","6130","2.24","150","1.09"
"047050","대우인터내셔 ","38600","350","0.92","1180","32.71","6595","5.85","250","0.65"
"064960","대우정밀 ","19000","350","1.88","2218","8.57","8671","2.19","150","0.79"
"042660","대우조선해양 ","28450","900","3.27","1267","22.45","9292","3.06","350","1.23"
"006800","대우증권 ","19150","550","2.96",,,"6496","2.95","0","0.00"
"006805","대우증권(1우) ","14150","400","2.91",,,,,"0","0.00"
"004550","대우차판매 ","24950","1050","4.39","1059","23.56","25999","0.96","200","0.80"
"004555","대우차판매(1우) ","12950","150","1.17",,,,,"250","1.93"
"003090","대웅 ","23850","450","1.92","1672","14.26","25026","0.95","375","1.57"
"069620","대웅제약 ","37650","-1350","-3.46","2623","14.35","16938","2.22","675","1.79"
"016890","대웅화학 ","30500","-300","-0.97","2248","13.57","9394","3.25","0","0.00"
"000430","대원강업 ","25000","-950","-3.66","3601","6.94","28615","0.87","800","3.20"
"005710","대원산업 ","3425","-60","-1.72","706","4.85","5084","0.67","0","0.00"
"060280","대원씨아이 ","9030","1170","14.89",,,"3149","2.87","0","0.00"
"048910","대원씨앤에이 ","6680","-20","-0.30",,,"6950","0.96","0","0.00"
"006340","대원전선 ","3720","20","0.54","280","13.29","8381","0.44","0","0.00"
"006345","대원전선(1우) ","2530","-5","-0.20",,,,,"0","0.00"
"006347","대원전선(2우B) ","6400","0","0.00",,,,,"0","0.00"
"003220","대원제약 ","7530","20","0.27","317","23.75","7148","1.05","100","1.33"
"024890","대원화성 ","8350","250","3.09","87","95.98","14002","0.60","100","1.20"
"001190","대유 ","3250","200","6.56",,,"2511","1.29","0","0.00"
"002880","대유디엠씨 ","1910","-40","-2.05",,,"375","5.09","0","0.00"
"071530","대주레포츠 ","3070","-40","-1.29",,,"1319","2.33","0","0.00"
