종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","2300","-20","-0.86","33","69.70",,,"829","2.77","0","0.00"
"095570","AJ네트웍스 ","6280","-430","-6.41","1707","3.68","859","7.31","8075","0.78","270","4.30"
"006840","AK홀딩스 ","12600","-150","-1.18",,,,,"45961","0.27","200","1.59"
"054620","APS홀딩스 ","9000","-100","-1.10","1179","7.63",,,"10088","0.89","100","1.11"
"265520","AP시스템 ","16500","0","0.00","3932","4.20","3801","4.34","12713","1.30","240","1.45"
"211270","AP위성 ","8560","-50","-0.58","99","86.46",,,"5714","1.50","70","0.82"
"027410","BGF ","3220","10","0.31","684","4.71",,,"16393","0.20","110","3.42"
"282330","BGF리테일 ","183000","7000","3.98","8547","21.41","12340","14.83","46849","3.91","3000","1.64"
"032790","BNGT ","4075","0","0.00","266","15.32",,,"1508","2.70","0","0.00"
"138930","BNK금융지주 ","6230","-170","-2.66","2341","2.66","2690","2.32","28745","0.22","560","8.99"
"001460","BYC ","376000","2500","0.67","35764","10.51",,,"577324","0.65","1500","0.40"
"001465","BYC우 ","139000","-1000","-0.71",,,,,,,"1550","1.12"
"013720","CBI ","374","21","5.95",,,,,"137","2.73","0","0.00"
"001040","CJ ","72600","-800","-1.09","8197","8.86","12727","5.70","151085","0.48","2300","3.17"
"079160","CJ CGV ","13250","-200","-1.49",,,,,"5520","2.40","0","0.00"
"035760","CJ ENM ","78800","-900","-1.13","9332","8.44","7414","10.63","182220","0.43","2100","2.66"
"311690","CJ 바이오사이언스 ","26300","-300","-1.13",,,,,"14957","1.76","0","0.00"
"00104K","CJ4우(전환) ","66900","-200","-0.30",,,,,,,"2350","3.51"
"000120","CJ대한통운 ","82300","-2700","-3.18","1841","44.70","10061","8.18","178766","0.46","0","0.00"
"011150","CJ씨푸드 ","2620","-25","-0.95","61","42.95",,,"1857","1.41","0","0.00"
"011155","CJ씨푸드1우 ","25100","-400","-1.57",,,,,,,"0","0.00"
"001045","CJ우 ","46500","-700","-1.48",,,,,,,"2350","5.05"
"097950","CJ제일제당 ","398500","-5000","-1.24","38246","10.42","49564","8.04","381542","1.04","5000","1.25"
"097955","CJ제일제당 우 ","165500","-1500","-0.90",,,,,,,"5050","3.05"
"051500","CJ프레시웨이 ","29150","-350","-1.19","2245","12.98","5785","5.04","20715","1.41","300","1.03"
"058820","CMG제약 ","2095","-10","-0.48","23","91.09",,,"1330","1.58","0","0.00"
"023460","CNH ","2155","-140","-6.10","46","46.85",,,"3826","0.56","20","0.93"
"056730","CNT85 ","3100","0","0.00",,,,,"295","10.51","0","0.00"
"065770","CS ","1555","55","3.67",,,,,"1099","1.41","0","0.00"
"083660","CSA 코스믹 ","1080","-25","-2.26",,,,,"390","2.77","0","0.00"
"000590","CS홀딩스 ","52700","-500","-0.94","12789","4.12",,,"226165","0.23","500","0.95"
"012030","DB ","733","-7","-0.95","114","6.43",,,"2292","0.32","0","0.00"
"404950","DB금융스팩10호 ","2060","-5","-0.24",,,,,,,"0","0.00"
"367340","DB금융스팩8호 ","2020","-20","-0.98",,,,,,,"0","0.00"
"367360","DB금융스팩9호 ","2050","5","0.24",,,,,,,"0","0.00"
"016610","DB금융투자 ","4100","-70","-1.68","2831","1.45",,,"22133","0.19","500","12.20"
"005830","DB손해보험 ","57800","-1100","-1.87","14482","3.99","12006","4.81","110605","0.52","3500","6.06"
"000990","DB하이텍 ","40200","450","1.13","7292","5.51","10819","3.72","25449","1.58","450","1.12"
"000995","DB하이텍1우 ","87900","14600","19.92",,,,,,,"500","0.57"
"139130","DGB금융지주 ","7070","-150","-2.08","2886","2.45","3107","2.28","32507","0.22","630","8.91"
"001530","DI동일 ","14650","-450","-2.98","2234","6.56",,,"29290","0.50","200","1.37"
"000210","DL ","57800","-1000","-1.70","41881","1.38","17590","3.29","173922","0.33","1900","3.29"
"001880","DL건설 ","13450","-550","-3.93","7911","1.70","5037","2.67","41105","0.33","750","5.58"
"000215","DL우 ","33450","-150","-0.45",,,,,,,"1950","5.83"
"375500","DL이앤씨 ","34550","-1550","-4.29","26903","1.28","12457","2.77","194338","0.18","2700","7.81"
"37550L","DL이앤씨2우(전환) ","27250","-550","-1.98",,,,,,,"0","0.00"
"37550K","DL이앤씨우 ","22250","-900","-3.89",,,,,,,"2750","12.36"
"068790","DMS ","4490","-70","-1.54","1354","3.32",,,"10824","0.41","100","2.23"
"007340","DN오토모티브 ","62600","-400","-0.63","9379","6.67",,,"82507","0.76","2000","3.19"
"004840","DRB동일 ","4040","-135","-3.23",,,,,"18916","0.21","30","0.74"
"241520","DSC인베스트먼트 ","3875","30","0.78","582","6.66",,,"2762","1.40","0","0.00"
"155660","DSR ","4555","-130","-2.77","768","5.93",,,"10991","0.41","50","1.10"
"069730","DSR제강 ","4170","-65","-1.53","529","7.88",,,"10683","0.39","40","0.96"
"017940","E1 ","43450","50","0.12","22789","1.91",,,"226210","0.19","2200","5.06"
"245620","EDGC ","2110","-195","-8.46",,,,,"712","2.96","0","0.00"
"037370","EG ","7150","-180","-2.46","622","11.50",,,"7528","0.95","0","0.00"
"050120","ES큐브 ","3635","-115","-3.07","670","5.43",,,"6347","0.57","0","0.00"
"084180","EV수성 ","1500","0","0.00",,,,,"579","2.59","0","0.00"
"383220","F&F ","136000","-4000","-2.86","6061","22.44","13586","10.01","14307","9.51","1100","0.81"
"007700","F&F홀딩스 ","13400","-600","-4.29","88031","0.15",,,"49495","0.27","170","1.27"
"214270","FSN ","3770","470","14.24","4","942.50",,,"3885","0.97","0","0.00"
"130500","GH신소재 ","3320","-10","-0.30","201","16.52",,,"4636","0.72","0","0.00"
"114090","GKL ","15050","0","0.00",,,"1061","14.19","6201","2.43","0","0.00"
"078930","GS ","46450","-950","-2.00","15304","3.04","18696","2.48","108672","0.43","2000","4.31"
"083450","GST ","19200","-400","-2.04","4292","4.47","5143","3.73","16558","1.16","300","1.56"
"006360","GS건설 ","21700","-1250","-5.45","4834","4.49","6479","3.35","54487","0.40","1300","5.99"
"001250","GS글로벌 ","2610","-95","-3.51","283","9.22",,,"4013","0.65","0","0.00"
"007070","GS리테일 ","23650","-400","-1.66","9096","2.60","1808","13.08","39822","0.59","1200","5.07"
"078935","GS우 ","35600","-100","-0.28",,,,,,,"2050","5.76"
"297890","HB솔루션 ","13650","250","1.87","509","26.82",,,"6224","2.19","0","0.00"
"078150","HB테크놀러지 ","1760","-35","-1.95","151","11.66",,,"2364","0.74","20","1.14"
"012630","HDC ","5610","-60","-1.06","2069","2.71",,,"43552","0.13","250","4.46"
"039570","HDC랩스 ","7600","-150","-1.94","593","12.82",,,"11102","0.68","450","5.92"
"089470","HDC현대EP ","3850","-50","-1.28","356","10.81",,,"10379","0.37","140","3.64"
"294870","HDC현대산업개발 ","10100","-300","-2.88","2679","3.77",,,"43665","0.23","600","5.94"
"267250","HD현대 ","57500","-900","-1.54",,,"14629","3.93","89404","0.64","5550","9.65"
"097230","HJ중공업 ","3830","-100","-2.54",,,,,"5189","0.74","0","0.00"
"195940","HK이노엔 ","34300","-600","-1.72","984","34.86","1915","17.91","39819","0.86","320","0.93"
"014790","HL D&I ","2785","-135","-4.62","1122","2.48","1403","1.99","8822","0.32","100","3.59"
"028300","HLB ","36850","-1350","-3.53",,,,,"4009","9.19","0","0.00"
"003580","HLB글로벌 ","7500","-210","-2.72",,,,,"2559","2.93","0","0.00"
"067630","HLB생명과학 ","11450","-150","-1.29",,,,,"2578","4.44","0","0.00"
"047920","HLB제약 ","13900","-400","-2.80",,,,,"3004","4.63","0","0.00"
"115450","HLB테라퓨틱스 ","13700","0","0.00",,,,,"3825","3.58","0","0.00"
"204320","HL만도 ","44900","400","0.90","3567","12.59","4989","9.00","41672","1.08","800","1.78"
"060980","HL홀딩스 ","30000","0","0.00","10531","2.85","9938","3.02","102145","0.29","2000","6.67"
"011200","HMM ","19000","-100","-0.52","13506","1.41","12258","1.55","21179","0.90","600","3.16"
"403870","HPSP ","54400","1400","2.64","2130","25.54","4794","11.35","3157","17.23","0","0.00"
"036640","HRS ","5280","0","0.00","1303","4.05",,,"6224","0.85","200","3.79"
"082740","HSD엔진 ","6600","-110","-1.64",,,"514","12.83","3511","1.88","0","0.00"
"335870","IBKS제12호스팩 ","5400","210","4.05",,,,,,,"0","0.00"
"351340","IBKS제13호스팩 ","1870","-20","-1.06",,,,,,,"0","0.00"
"388790","IBKS제16호스팩 ","2225","0","0.00",,,,,,,"0","0.00"
"405350","IBKS제17호스팩 ","2285","-15","-0.65",,,,,,,"0","0.00"
"424760","IBKS제18호스팩 ","2100","-5","-0.24",,,,,,,"0","0.00"
"426550","IBKS제19호스팩 ","2080","-15","-0.72",,,,,,,"0","0.00"
"003560","IHQ ","505","-10","-1.94",,,,,"800","0.63","0","0.00"
"095340","ISC ","29550","-150","-0.51","2202","13.42","3481","8.49","14083","2.10","200","0.68"
"099520","ITX-AI ","1285","0","0.00",,,,,"311","4.13","0","0.00"
"175330","JB금융지주 ","7180","-200","-2.71","2510","2.86","3025","2.37","21392","0.34","599","8.34"
"234080","JW생명과학 ","11500","-150","-1.29","829","13.87",,,"8492","1.35","500","4.35"
"067290","JW신약 ","3185","-60","-1.85","19","167.63",,,"1206","2.64","0","0.00"
"001060","JW중외제약 ","17750","-450","-2.47",,,"1798","9.87","8650","2.05","325","1.83"
"001067","JW중외제약2우B ","66600","100","0.15",,,,,,,"325","0.49"
"001065","JW중외제약우 ","35050","50","0.14",,,,,,,"350","1.00"
"096760","JW홀딩스 ","2815","-15","-0.53",,,,,"1356","2.08","90","3.20"
"035900","JYP Ent. ","51800","-1100","-2.08","2038","25.42","2382","21.75","7451","6.95","369","0.71"
"318000","KBG ","5600","-700","-11.11","494","11.34",,,"3904","1.43","100","1.79"
