종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","2500","0","0.00","33","75.76",,,"829","3.02","0","0.00"
"095570","AJ네트웍스 ","6130","30","0.49","1707","3.59","967","6.34","8075","0.76","270","4.40"
"006840","AK홀딩스 ","16500","900","5.77",,,,,"45961","0.36","200","1.21"
"054620","APS홀딩스 ","14650","650","4.64","1179","12.43",,,"10088","1.45","100","0.68"
"265520","AP시스템 ","18750","-600","-3.10","3932","4.77","4112","4.56","12713","1.47","240","1.28"
"211270","AP위성 ","11200","-150","-1.32","99","113.13",,,"5714","1.96","70","0.63"
"027410","BGF ","4420","-5","-0.11","684","6.46","669","6.61","16393","0.27","110","2.49"
"282330","BGF리테일 ","195000","-1500","-0.76","8547","22.82","13243","14.72","46849","4.16","3000","1.54"
"032790","BNGT ","2400","35","1.48","266","9.02",,,"1508","1.59","0","0.00"
"138930","BNK금융지주 ","7390","-50","-0.67","2341","3.16","2607","2.83","28745","0.26","560","7.58"
"001460","BYC ","373000","-1500","-0.40","35764","10.43",,,"577324","0.65","1500","0.40"
"001465","BYC우 ","143500","500","0.35",,,,,,,"1550","1.08"
"013720","CBI ","313","5","1.62",,,,,"137","2.28","0","0.00"
"001040","CJ ","75600","-2000","-2.58","8197","9.22","12370","6.11","151085","0.50","2300","3.04"
"079160","CJ CGV ","17550","0","0.00",,,,,"5520","3.18","0","0.00"
"035760","CJ ENM ","80600","-1600","-1.95","9332","8.64","5991","13.45","182220","0.44","2100","2.61"
"311690","CJ 바이오사이언스 ","28850","250","0.87",,,,,"14957","1.93","0","0.00"
"00104K","CJ4우(전환) ","68600","-1700","-2.42",,,,,,,"2350","3.43"
"000120","CJ대한통운 ","88000","-1900","-2.11","1841","47.80","10094","8.72","178766","0.49","0","0.00"
"011150","CJ씨푸드 ","2780","15","0.54","61","45.57",,,"1857","1.50","0","0.00"
"011155","CJ씨푸드1우 ","25950","450","1.76",,,,,,,"0","0.00"
"001045","CJ우 ","49400","-600","-1.20",,,,,,,"2350","4.76"
"097950","CJ제일제당 ","380500","-9500","-2.44","38246","9.95","48686","7.82","381542","1.00","5000","1.31"
"097955","CJ제일제당 우 ","169000","-1500","-0.88",,,,,,,"5050","2.99"
"051500","CJ프레시웨이 ","32450","-150","-0.46","2245","14.45","6048","5.37","20715","1.57","300","0.92"
"058820","CMG제약 ","2145","-15","-0.69","23","93.26",,,"1330","1.61","0","0.00"
"023460","CNH ","2600","30","1.17","46","56.52",,,"3826","0.68","20","0.77"
"056730","CNT85 ","3100","0","0.00",,,,,"295","10.51","0","0.00"
"065770","CS ","1645","45","2.81",,,,,"1099","1.50","0","0.00"
"083660","CSA 코스믹 ","1060","0","0.00",,,,,"390","2.72","0","0.00"
"000590","CS홀딩스 ","62800","-200","-0.32","12789","4.91",,,"226165","0.28","500","0.80"
"012030","DB ","835","2","0.24","114","7.32",,,"2292","0.36","0","0.00"
"404950","DB금융스팩10호 ","2015","20","1.00",,,,,,,"0","0.00"
"367340","DB금융스팩8호 ","2010","15","0.75",,,,,,,"0","0.00"
"367360","DB금융스팩9호 ","2035","-5","-0.25",,,,,,,"0","0.00"
"016610","DB금융투자 ","4620","-30","-0.65","2831","1.63",,,"22133","0.21","500","10.82"
"005830","DB손해보험 ","61100","-1200","-1.93","14482","4.22","12076","5.06","110605","0.55","3500","5.73"
"000990","DB하이텍 ","44450","-1600","-3.47","7292","6.10","9378","4.74","25449","1.75","450","1.01"
"000995","DB하이텍1우 ","96000","600","0.63",,,,,,,"500","0.52"
"139130","DGB금융지주 ","7930","-60","-0.75","2886","2.75","2976","2.66","32507","0.24","630","7.94"
"001530","DI동일 ","17600","1000","6.02","2234","7.88","2171","8.11","29290","0.60","200","1.14"
"000210","DL ","67400","-1900","-2.74","41881","1.61","18525","3.64","173922","0.39","1900","2.82"
"001880","DL건설 ","15900","-900","-5.36","7911","2.01","4502","3.53","41105","0.39","750","4.72"
"000215","DL우 ","37400","-250","-0.66",,,,,,,"1950","5.21"
"375500","DL이앤씨 ","40350","-1300","-3.12","26903","1.50","10686","3.78","194338","0.21","2700","6.69"
"37550L","DL이앤씨2우(전환) ","29650","-100","-0.34",,,,,,,"0","0.00"
"37550K","DL이앤씨우 ","26450","-350","-1.31",,,,,,,"2750","10.40"
"068790","DMS ","5430","-10","-0.18","1354","4.01",,,"10824","0.50","100","1.84"
"007340","DN오토모티브 ","74100","300","0.41","9379","7.90","17410","4.26","82507","0.90","2000","2.70"
"004840","DRB동일 ","4485","-15","-0.33",,,,,"18916","0.24","30","0.67"
"241520","DSC인베스트먼트 ","4445","5","0.11","582","7.64",,,"2762","1.61","0","0.00"
"155660","DSR ","6390","-30","-0.47","768","8.32",,,"10991","0.58","50","0.78"
"069730","DSR제강 ","5640","-110","-1.91","529","10.66",,,"10683","0.53","40","0.71"
"017940","E1 ","48650","-700","-1.42","22789","2.13",,,"226210","0.22","2200","4.52"
"245620","EDGC ","1910","-35","-1.80",,,,,"712","2.68","0","0.00"
"037370","EG ","8600","0","0.00","622","13.83",,,"7528","1.14","0","0.00"
"050120","ES큐브 ","4960","-170","-3.31","670","7.40",,,"6347","0.78","0","0.00"
"084180","EV수성 ","1470","-30","-2.00",,,,,"579","2.54","0","0.00"
"383220","F&F ","150500","-3500","-2.27","6061","24.83","14080","10.69","14307","10.52","1100","0.73"
"007700","F&F홀딩스 ","26650","-1000","-3.62","88031","0.30",,,"49495","0.54","170","0.64"
"214270","FSN ","3570","15","0.42","4","892.50",,,"3885","0.92","0","0.00"
"130500","GH신소재 ","4245","-15","-0.35","201","21.12",,,"4636","0.92","0","0.00"
"114090","GKL ","17350","350","2.06",,,"1125","15.43","6201","2.80","0","0.00"
"078930","GS ","47550","-300","-0.63","15304","3.11","20983","2.27","108672","0.44","2000","4.21"
"083450","GST ","22350","-150","-0.67","4292","5.21","5169","4.32","16558","1.35","300","1.34"
"006360","GS건설 ","23800","-1100","-4.42","4834","4.92","5492","4.33","54487","0.44","1300","5.46"
"001250","GS글로벌 ","2645","-65","-2.40","283","9.35",,,"4013","0.66","0","0.00"
"007070","GS리테일 ","29150","-350","-1.19","9096","3.20","2136","13.65","39822","0.73","1200","4.12"
"078935","GS우 ","36400","0","0.00",,,,,,,"2050","5.63"
"297890","HB솔루션 ","15400","-150","-0.96","509","30.26",,,"6224","2.47","0","0.00"
"078150","HB테크놀러지 ","1980","-10","-0.50","151","13.11",,,"2364","0.84","20","1.01"
"012630","HDC ","5900","-50","-0.84","2069","2.85",,,"43552","0.14","250","4.24"
"039570","HDC랩스 ","7930","0","0.00","593","13.37",,,"11102","0.71","450","5.67"
"089470","HDC현대EP ","4190","15","0.36","356","11.77",,,"10379","0.40","140","3.34"
"294870","HDC현대산업개발 ","11300","-250","-2.16","2679","4.22",,,"43665","0.26","600","5.31"
"267250","HD현대 ","63600","-1400","-2.15",,,"18332","3.47","89404","0.71","5550","8.73"
"097230","HJ중공업 ","4290","-180","-4.03",,,,,"5189","0.83","0","0.00"
"195940","HK이노엔 ","39000","900","2.36","984","39.63","1920","20.31","39819","0.98","320","0.82"
"014790","HL D&I ","3140","-120","-3.68","1122","2.80","977","3.21","8822","0.36","100","3.18"
"028300","HLB ","31850","-1350","-4.07",,,,,"4009","7.94","0","0.00"
"003580","HLB글로벌 ","6690","-160","-2.34",,,,,"2559","2.61","0","0.00"
"067630","HLB생명과학 ","10700","-350","-3.17",,,,,"2578","4.15","0","0.00"
"047920","HLB제약 ","12400","-100","-0.80",,,,,"3004","4.13","0","0.00"
"115450","HLB테라퓨틱스 ","10350","-400","-3.72",,,,,"3825","2.71","0","0.00"
