종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","2260","95","4.39",,,"745","3.03","0","0.00"
"095570","AJ네트웍스 ","4580","-35","-0.76","982","4.66","6802","0.67","300","6.55"
"006840","AK홀딩스 ","25250","100","0.40","2168","11.65","62448","0.40","750","2.97"
"054620","APS홀딩스 ","8000","-210","-2.56",,,"10530","0.76","0","0.00"
"265520","AP시스템 ","25500","650","2.62","671","38.00","7468","3.41","50","0.20"
"211270","AP위성 ","8330","410","5.18","51","163.33","5479","1.52","70","0.84"
"027410","BGF ","4990","95","1.94","281","17.76","15699","0.32","110","2.20"
"282330","BGF리테일 ","132000","-3500","-2.58","8763","15.06","36022","3.66","2700","2.05"
"138930","BNK금융지주 ","5560","-120","-2.11","1647","3.38","25415","0.22","360","6.47"
"001460","BYC ","287500","1000","0.35","33265","8.64","517079","0.56","1100","0.38"
"001465","BYC우 ","139500","1000","0.72",,,,,"1150","0.82"
"001040","CJ ","92100","0","0.00","8240","11.18","126448","0.73","1850","2.01"
"079160","CJ CGV ","26200","1000","3.97",,,"11590","2.26","0","0.00"
"035760","CJ ENM ","141800","2300","1.65","5310","26.70","134364","1.06","1400","0.99"
"00104K","CJ4우(전환) ","72700","300","0.41",,,,,"1900","2.61"
"000120","CJ대한통운 ","168500","3000","1.81","1349","124.91","131146","1.28","0","0.00"
"011150","CJ씨푸드 ","5070","-30","-0.59","51","99.41","1781","2.85","0","0.00"
"011155","CJ씨푸드1우 ","41500","500","1.22",,,,,"0","0.00"
"001045","CJ우 ","57200","500","0.88",,,,,"1900","3.32"
"097950","CJ제일제당 ","384500","3500","0.92","9516","40.41","297949","1.29","3500","0.91"
"097955","CJ제일제당 우 ","168500","1000","0.60",,,,,"3550","2.11"
"051500","CJ프레시웨이 ","18900","-150","-0.79","434","43.55","16967","1.11","250","1.32"
"058820","CMG제약 ","5810","30","0.52","25","232.40","1297","4.48","0","0.00"
"023460","CNH ","2280","145","6.79","424","5.38","2811","0.81","30","1.32"
"065770","CS ","2460","-20","-0.81",,,"1155","2.13","0","0.00"
"083660","CSA 코스믹 ","2195","60","2.81",,,"836","2.63","0","0.00"
"000590","CS홀딩스 ","59100","100","0.17","8435","7.01","195584","0.30","500","0.85"
"012030","DB ","831","35","4.40","23","36.13","1049","0.79","0","0.00"
