종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","2190","-25","-1.13",,,"704","3.11","0","0.00"
"095570","AJ네트웍스 ","4530","25","0.55","320","14.16","6168","0.73","86","1.90"
"068400","AJ렌터카 ","12350","50","0.41","572","21.59","11091","1.11","0","0.00"
"006840","AK홀딩스 ","51900","-2100","-3.89","7727","6.72","52954","0.98","650","1.25"
"054620","APS홀딩스 ","4205","-15","-0.36","46508","0.09","13639","0.31","0","0.00"
"265520","AP시스템 ","21500","-200","-0.92","1395","15.41","5856","3.67","0","0.00"
"211270","AP위성 ","6600","170","2.64","5","1320.00","5465","1.21","0","0.00"
"027410","BGF ","7960","-110","-1.36","74964","0.11","21952","0.36","200","2.51"
"282330","BGF리테일 ","205500","1500","0.74","1619","126.93","22486","9.14","1000","0.49"
"138930","BNK금융지주 ","7000","-330","-4.50","1200","5.83","21653","0.32","230","3.29"
"001460","BYC ","256000","10000","4.07","7414","34.53","475434","0.54","850","0.33"
"001465","BYC우 ","115000","1000","0.88",,,,,"900","0.78"
"001040","CJ ","116000","-5500","-4.53","15357","7.55","117874","0.98","1450","1.25"
"079160","CJ CGV ","40300","-700","-1.71",,,"14554","2.77","350","0.87"
"035760","CJ ENM ","196500","-5400","-2.67","21705","9.05","165443","1.19","3000","1.53"
"000120","CJ대한통운 ","166500","-500","-0.30","1786","93.23","103964","1.60","0","0.00"
"011150","CJ씨푸드 ","2315","-5","-0.22","127","18.23","1662","1.39","0","0.00"
"011155","CJ씨푸드1우 ","27650","500","1.84",,,,,"0","0.00"
"001045","CJ우 ","49950","-2050","-3.94",,,,,"1500","3.00"
"097950","CJ제일제당 ","331000","500","0.15","26179","12.64","232686","1.42","3000","0.91"
"097955","CJ제일제당 우 ","123000","-2000","-1.60",,,,,"3050","2.48"
"051500","CJ프레시웨이 ","25550","-950","-3.58",,,"15181","1.68","200","0.78"
"037560","CJ헬로 ","9060","-100","-1.09","373","24.29","12746","0.71","75","0.83"
"058820","CMG제약 ","4165","-70","-1.65",,,"929","4.48","0","0.00"
"023460","CNH ","1390","0","0.00","81","17.16","2752","0.51","20","1.44"
"065770","CS ","1930","55","2.93","53","36.42","1003","1.92","0","0.00"
"083660","CSA 코스믹 ","3865","-215","-5.27",,,"1199","3.22","0","0.00"
"000590","CS홀딩스 ","63600","-300","-0.47","5138","12.38","187283","0.34","500","0.79"
"012030","DB ","830","-1","-0.12",,,"735","1.13","0","0.00"
"306620","DB금융스팩6호 ","2005","-20","-0.99",,,,,"0","0.00"
"016610","DB금융투자 ","4320","-125","-2.81","107","40.37","14360","0.30","100","2.31"
"005830","DB손해보험 ","69500","-900","-1.28","10445","6.65","65368","1.06","2300","3.31"
"000990","DB하이텍 ","10500","-350","-3.23","2546","4.12","10240","1.03","250","2.38"
"000995","DB하이텍1우 ","36750","350","0.96",,,,,"300","0.82"
"139130","DGB금융지주 ","8050","-260","-3.13","1787","4.50","23088","0.35","340","4.22"
"068790","DMS ","4560","-30","-0.65","171","26.67","5892","0.77","50","1.10"
"004840","DRB동일 ","6480","-80","-1.22","934","6.94","16974","0.38","100","1.54"
"241520","DSC인베스트먼트 ","4030","-25","-0.62","125","32.24","1382","2.92","0","0.00"
"155660","DSR ","3920","-70","-1.75","692","5.66","8721","0.45","50","1.28"
"069730","DSR제강 ","4210","-90","-2.09","348","12.10","9032","0.47","40","0.95"
"017940","E1 ","55100","-700","-1.25","14600","3.77","171187","0.32","2000","3.63"
"245620","EDGC ","5230","10","0.19",,,"384","13.62","0","0.00"
"037370","EG ","11900","500","4.39",,,"6764","1.76","50","0.42"
"079190","EMW ","2780","0","0.00",,,"1728","1.61","0","0.00"
"007700","F&F ","40100","50","0.12","4863","8.25","19218","2.09","650","1.62"
"130500","GH신소재 ","2435","5","0.21","233","10.45","4255","0.57","90","3.70"
"114090","GKL ","23950","-950","-3.82","1302","18.39","8602","2.78","730","3.05"
"032860","GMR 머티리얼즈 ","650","21","3.34","4","162.50","404","1.61","0","0.00"
"078930","GS ","48500","-3100","-6.01","10416","4.66","81628","0.59","1800","3.71"
"083450","GST ","4405","-35","-0.79","1719","2.56","7937","0.55","100","2.27"
"006360","GS건설 ","42150","-1600","-3.66",,,"44190","0.95","300","0.71"
"001250","GS글로벌 ","2400","-65","-2.64","257","9.34","4452","0.54","25","1.04"
"007070","GS리테일 ","39250","-1250","-3.09","1535","25.57","26369","1.49","600","1.53"
"078935","GS우 ","34450","-1300","-3.64",,,,,"1850","5.37"
"028150","GS홈쇼핑 ","173100","-6500","-3.62","16677","10.38","162004","1.07","6500","3.76"
"045890","GV ","1745","35","2.05",,,"1702","1.03","0","0.00"
"078150","HB테크놀러지 ","3195","0","0.00","490","6.52","1976","1.62","40","1.25"
"012630","HDC ","16550","-700","-4.06","5763","2.87","38991","0.42","1000","6.04"
"039570","HDC아이콘트롤스 ","9420","-100","-1.05","1443","6.53","11953","0.79","250","2.65"
"089470","HDC현대EP ","4345","50","1.16","1002","4.34","8772","0.50","120","2.76"
"294870","HDC현대산업개발 ","48450","250","0.52",,,,,"0","0.00"
"036640","HRS ","2840","10","0.35","384","7.40","4918","0.58","80","2.82"
"082740","HSD엔진 ","5100","-180","-3.41",,,"7389","0.69","0","0.00"
"299170","IBKS제10호스팩 ","2055","5","0.24",,,,,"0","0.00"
"254120","IBKS제5호스팩 ","2065","5","0.24","11","187.73","1878","1.10","0","0.00"
"264850","IBKS제6호스팩 ","2070","-15","-0.72","2","1035.00","1935","1.07","0","0.00"
"276920","IBKS제7호스팩 ","2265","35","1.57",,,"1959","1.16","0","0.00"
"297570","IBKS제9호스팩 ","2375","25","1.06",,,,,"0","0.00"
"003560","IHQ ","1870","10","0.54","18","103.89","1558","1.20","0","0.00"
"095340","ISC ","8590","-30","-0.35","1238","6.94","11360","0.76","350","4.07"
"099520","ITX엠투엠 ","1525","45","3.04",,,"1043","1.46","0","0.00"
"175330","JB금융지주 ","5540","-160","-2.81","1207","4.59","15630","0.35","100","1.81"
"234080","JW생명과학 ","22150","200","0.91","1060","20.90","6448","3.44","500","2.26"
