종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","1880","35","1.90",,,"695","2.71","0","0.00"
"095570","AJ네트웍스 ","6970","0","0.00","288","24.20","5980","1.17","60","0.86"
"068400","AJ렌터카 ","10200","290","2.93","362","28.18","10537","0.97","0","0.00"
"006840","AK홀딩스 ","73600","5100","7.45","5585","13.18","46834","1.57","550","0.75"
"054620","APS홀딩스 ","7620","110","1.46","1749","4.36","10544","0.72","0","0.00"
"265520","AP시스템 ","35350","250","0.71",,,,,"0","0.00"
"211270","AP위성 ","8390","-140","-1.64","473","17.74","5373","1.56","0","0.00"
"027410","BGF ","15500","250","1.64","3816","4.06","19215","0.81","800","5.16"
"282330","BGF리테일 ","210500","500","0.24",,,,,"0","0.00"
"138930","BNK금융지주 ","9430","10","0.11","1522","6.20","20810","0.45","230","2.44"
"001460","BYC ","304000","-2000","-0.65","27784","10.94","468849","0.65","800","0.26"
"001465","BYC우 ","152000","-500","-0.33",,,,,"850","0.56"
"032040","C&S자산관리 ","4375","0","0.00",,,"6530","0.67","0","0.00"
"001040","CJ ","176500","-5000","-2.75","7837","22.52","118834","1.49","1350","0.76"
"079160","CJ CGV ","75600","1400","1.89","583","129.67","17654","4.28","350","0.46"
"130960","CJ E&M ","96100","-1600","-1.64","1611","59.65","39922","2.41","200","0.21"
"000120","CJ대한통운 ","144000","4000","2.86","3166","45.48","102843","1.40","0","0.00"
"011150","CJ씨푸드 ","2890","15","0.52","149","19.40","1530","1.89","0","0.00"
"011155","CJ씨푸드1우 ","26450","300","1.15",,,,,"0","0.00"
"035760","CJ오쇼핑 ","224800","-6200","-2.68","3886","57.85","147596","1.52","2500","1.11"
"001045","CJ우 ","75800","-1300","-1.69",,,,,"1400","1.85"
"097950","CJ제일제당 ","371500","5500","1.50","19522","19.03","235302","1.58","2500","0.67"
"097955","CJ제일제당 우 ","153500","3000","1.99",,,,,"2550","1.66"
"051500","CJ프레시웨이 ","38500","-1300","-3.27",,,"16021","2.40","200","0.52"
"037560","CJ헬로 ","7110","10","0.14","278","25.58","12482","0.57","75","1.05"
"058820","CMG제약 ","7580","1340","21.47","19","398.95","930","8.15","0","0.00"
"023460","CNH ","1315","0","0.00","90","14.61","2604","0.50","25","1.90"
"065770","CS ","1900","95","5.26",,,"1047","1.81","0","0.00"
"083660","CSA 코스믹 ","3800","15","0.40",,,"1641","2.32","0","0.00"
"000590","CS홀딩스 ","80100","-100","-0.12","8045","9.96","185295","0.43","500","0.62"
"012030","DB ","697","39","5.93",,,"832","0.84","0","0.00"
"016610","DB금융투자 ","4030","25","0.62","3","1343.33","14326","0.28","0","0.00"
"045890","DB라이텍 ","1955","20","1.03","105","18.62","2038","0.96","0","0.00"
"005830","DB손해보험 ","70300","-900","-1.26","8273","8.50","58894","1.19","1650","2.35"
"000990","DB하이텍 ","11850","-150","-1.25","2042","5.80","7682","1.54","0","0.00"
"000995","DB하이텍1우 ","34700","550","1.61",,,,,"0","0.00"
"139130","DGB금융지주 ","10500","-50","-0.47","1702","6.17","21773","0.48","300","2.86"
"068790","DMS ","6730","10","0.15","1610","4.18","5833","1.15","50","0.74"
"004840","DRB동일 ","7850","-10","-0.13","2102","3.73","17081","0.46","80","1.02"
"241520","DSC인베스트먼트 ","5610","230","4.28","78","71.92","915","6.13","0","0.00"
"155660","DSR ","5240","70","1.35","672","7.80","8252","0.63","50","0.95"
"069730","DSR제강 ","5390","150","2.86","603","8.94","8780","0.61","40","0.74"
"017940","E1 ","56200","-700","-1.23",,,"161644","0.35","2000","3.56"
"037370","EG ","11250","200","1.81","116","96.98","7013","1.60","50","0.44"
"079190","EMW ","3250","195","6.38","81","40.12","1593","2.04","0","0.00"
"007700","F&F ","42200","250","0.60","1963","21.50","14721","2.87","350","0.83"
"130500","GH신소재 ","3610","175","5.09","302","11.95","3775","0.96","90","2.49"
"114090","GKL ","29250","0","0.00","1849","15.82","8386","3.49","1000","3.42"
"032860","GMR 머티리얼즈 ","537","10","1.90",,,"372","1.44","0","0.00"
"078930","GS ","62500","300","0.48","8509","7.35","73540","0.85","1600","2.56"
"083450","GST ","11900","-450","-3.64","458","25.98","6191","1.92","0","0.00"
"006360","GS건설 ","28650","350","1.24",,,"46180","0.62","0","0.00"
"001250","GS글로벌 ","2850","55","1.97","290","9.83","3787","0.75","0","0.00"
"007070","GS리테일 ","40700","400","0.99","3562","11.43","25842","1.57","1100","2.70"
"078935","GS우 ","41600","700","1.71",,,,,"1650","3.97"
"028150","GS홈쇼핑 ","215800","-1000","-0.46","17195","12.55","148522","1.45","7000","3.24"
"078150","HB테크놀러지 ","3680","100","2.79","388","9.48","1575","2.34","30","0.82"
"036640","HRS ","4240","-20","-0.47","243","17.45","4571","0.93","80","1.89"
"225430","IBKS제3호스팩 ","1985","0","0.00","2","992.50","1880","1.06","0","0.00"
"254120","IBKS제5호스팩 ","1995","-20","-0.99",,,"1867","1.07","0","0.00"
"264850","IBKS제6호스팩 ","2015","20","1.00",,,,,"0","0.00"
"276920","IBKS제7호스팩 ","2015","15","0.75",,,,,"0","0.00"
"277410","IBKS제8호스팩 ","2190","0","0.00",,,,,"0","0.00"
"003560","IHQ ","2505","-35","-1.38","31","80.81","1533","1.63","0","0.00"
"095340","ISC ","19300","-300","-1.53","710","27.18","10870","1.78","170","0.88"
"099520","ITX엠투엠 ","1220","0","0.00",,,"977","1.25","0","0.00"
"175330","JB금융지주 ","6150","80","1.32","918","6.70","14663","0.42","50","0.81"
"234080","JW생명과학 ","43200","1100","2.61","1915","22.56","11406","3.79","600","1.39"
"067290","JW신약 ","8810","250","2.92",,,"989","8.91","60","0.68"
"001060","JW중외제약 ","45600","300","0.66",,,"12820","3.56","250","0.55"
"001067","JW중외제약2우B ","42400","-50","-0.12",,,,,"250","0.59"
"001065","JW중외제약우 ","26000","50","0.19",,,,,"275","1.06"
"096760","JW홀딩스 ","8420","50","0.60",,,"1876","4.49","75","0.89"
