종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
"069110","3H ","510","15","3.03",,,"1259","0.41","0","0.00"
"060310","3S ","530","0","0.00",,,"515","1.03","0","0.00"
"036360","3SOFT ","910","-20","-2.15",,,"737","1.23","0","0.00"
"013340","AJS ","855","20","2.40","93","9.19","924","0.93","0","0.00"
"031860","A모션 ","470","25","5.62",,,"993","0.47","0","0.00"
"003990","BHK ","115","-15","-11.54",,,"835","0.14","0","0.00"
"004560","BNG스틸 ","4355","230","5.58","1285","3.39","15700","0.28","250","5.74"
"004565","BNG스틸우 ","5300","240","4.74",,,,,"300","5.66"
"048550","BT&I ","1100","30","2.80",,,"1627","0.68","0","0.00"
"001460","BYC ","133000","-2500","-1.85","14498","9.17","282353","0.47","800","0.60"
"001465","BYC우 ","45500","0","0.00",,,,,"850","1.87"
"065770","C&S마이크로 ","1880","45","2.45","477","3.94","4536","0.41","100","5.32"
"000790","C&상선 ","170","20","13.33","100","1.70","850","0.20","0","0.00"
"013200","C&우방 ","300","20","7.14","254","1.18","10839","0.03","0","0.00"
"084680","C&우방랜드 ","240","25","11.63","14","17.14","2777","0.09","0","0.00"
"008400","C&중공업 ","780","45","6.12",,,"4530","0.17","0","0.00"
"008405","C&중공업우 ","249500","9500","3.96",,,,,"0","0.00"
"001040","CJ ","37700","-2300","-5.75","1651","22.83","71669","0.53","0","0.00"
"079160","CJ CGV ","14900","-300","-1.97","589","25.30","3138","4.75","350","2.35"
"001047","CJ2우B ","35450","-1550","-4.19",,,,,"0","0.00"
"001049","CJ3우B ","32500","-1000","-2.99",,,,,"0","0.00"
"001045","CJ우 ","15850","1050","7.09",,,,,"0","0.00"
"037150","CJ인터넷 ","12350","250","2.07","1134","10.89","8568","1.44","150","1.21"
"097950","CJ제일제당 ","175000","-4000","-2.23",,,,,"0","0.00"
"097957","CJ제일제당 2우B ","163000","-3500","-2.10",,,,,"0","0.00"
"097959","CJ제일제당 3우B ","143000","0","0.00",,,,,"0","0.00"
"097955","CJ제일제당 우 ","47500","-450","-0.94",,,,,"0","0.00"
"051500","CJ프레시웨이 ","4495","45","1.01","56","80.27","7721","0.58","0","0.00"
"035760","CJ홈쇼핑 ","38200","-1100","-2.80","2889","13.22","43449","0.88","1500","3.93"
"035710","CL ","205","10","5.13",,,"1717","0.12","0","0.00"
"050470","CMS (락)","115","0","0.00",,,"986","0.12","0","0.00"
"023460","CNH캐피탈 ","1310","-5","-0.38","24","54.58","3040","0.43","20","1.53"
"064060","CTC ","415","15","3.75",,,"8033","0.05","0","0.00"
"056340","CU전자 ","975","-45","-4.41",,,"2395","0.41","0","0.00"
"068790","DMS ","6050","50","0.83","428","14.14","8234","0.73","0","0.00"
"065340","DM테크놀로지 ","610","50","8.93","477","1.28","4140","0.15","0","0.00"
"069730","DSR제강 ","2290","155","7.26","338","6.78","2451","0.93","25","1.09"
"017940","E1 ","71000","1100","1.57","10892","6.52","89196","0.80","1500","2.11"
"037370","EG ","11150","850","8.25","587","18.99","4351","2.56","50","0.45"
"080220","EMLSI ","930","-25","-2.62",,,"6207","0.15","0","0.00"
"079190","EMW안테나 ","2215","-25","-1.12","364","6.09","5085","0.44","0","0.00"
"007700","F&F ","3030","30","1.00","844","3.59","6647","0.46","150","4.95"
"001370","FnC코오롱 ","10750","200","1.90","2078","5.17","8113","1.33","350","3.26"
"001375","FnC코오롱우 ","6060","330","5.76",,,,,"400","6.60"
"076170","GBS (락)","555","0","0.00",,,"1243","0.45","0","0.00"
"054020","GK파워 ","275","15","5.77",,,"292","0.94","0","0.00"
"078930","GS ","28050","1150","4.28","3989","7.03","29731","0.94","1000","3.57"
"083450","GST ","1040","20","1.96","484","2.15","2561","0.41","50","4.81"
"006360","GS건설 ","62900","4900","8.45","8009","7.85","43200","1.46","1650","2.62"
"078935","GS우 ","13100","550","4.38",,,,,"1050","8.02"
"028150","GS홈쇼핑 ","47500","-350","-0.73","7462","6.37","54684","0.87","3000","6.32"
