종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","2395","-15","-0.62","33","72.58",,,"829","2.89","0","0.00"
"095570","AJ네트웍스 ","5880","-150","-2.49","1707","3.44","859","6.85","8075","0.73","270","4.59"
"006840","AK홀딩스 ","11350","0","0.00",,,,,"45961","0.25","200","1.76"
"054620","APS홀딩스 ","12400","-100","-0.80","1179","10.52",,,"10088","1.23","100","0.81"
"265520","AP시스템 ","16900","-500","-2.87","3932","4.30","3801","4.45","12713","1.33","240","1.42"
"211270","AP위성 ","8800","-200","-2.22","99","88.89",,,"5714","1.54","70","0.80"
"027410","BGF ","3275","-10","-0.30","684","4.79",,,"16393","0.20","110","3.36"
"282330","BGF리테일 ","184000","0","0.00","8547","21.53","12507","14.71","46849","3.93","3000","1.63"
"032790","BNGT ","3535","-280","-7.34","266","13.29",,,"1508","2.34","0","0.00"
"138930","BNK금융지주 ","6450","10","0.16","2341","2.76","2690","2.40","28745","0.22","560","8.68"
"001460","BYC ","367000","2000","0.55","35764","10.26",,,"577324","0.64","1500","0.41"
"001465","BYC우 ","139500","500","0.36",,,,,,,"1550","1.11"
"013720","CBI ","356","-7","-1.93",,,,,"137","2.60","0","0.00"
"001040","CJ ","72800","900","1.25","8197","8.88","12727","5.72","151085","0.48","2300","3.16"
"079160","CJ CGV ","13450","-50","-0.37",,,,,"5520","2.44","0","0.00"
"035760","CJ ENM ","74100","-2100","-2.76","9332","7.94","7129","10.39","182220","0.41","2100","2.83"
"311690","CJ 바이오사이언스 ","26000","0","0.00",,,,,"14957","1.74","0","0.00"
"00104K","CJ4우(전환) ","67000","500","0.75",,,,,,,"2350","3.51"
"000120","CJ대한통운 ","86900","1900","2.24","1841","47.20","10028","8.67","178766","0.49","0","0.00"
"011150","CJ씨푸드 ","2635","-5","-0.19","61","43.20",,,"1857","1.42","0","0.00"
"011155","CJ씨푸드1우 ","26900","-100","-0.37",,,,,,,"0","0.00"
