종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
"069110","3H ","1030","10","0.98",,,"875","1.18","0","0.00"
"060310","3S ","1295","120","10.21",,,"454","2.85","0","0.00"
"013340","AJS ","2840","20","0.71",,,"946","3.00","0","0.00"
"054620","AP시스템 ","4405","130","3.04","466","9.45","3794","1.16","0","0.00"
"004560","BNG스틸 ","8910","260","3.01",,,"11755","0.76","0","0.00"
"004565","BNG스틸우 ","8370","0","0.00",,,,,"0","0.00"
"048550","BT&I ","645","5","0.78",,,"673","0.96","0","0.00"
"001460","BYC ","125000","0","0.00","7741","16.15","288027","0.43","750","0.60"
"001465","BYC우 ","55400","400","0.73",,,,,"800","1.44"
"065770","C&S마이크로 ","3660","230","6.71",,,"4181","0.88","60","1.64"
"084680","C&우방랜드 ","1110","-20","-1.77",,,"656","1.69","0","0.00"
"001040","CJ ","62200","-500","-0.80","11390","5.46","80091","0.78","1500","2.41"
"079160","CJ CGV ","21100","-900","-4.09","972","21.71","3412","6.18","250","1.18"
"001049","CJ3우B ","61300","0","0.00",,,,,"1950","3.18"
"035760","CJ오쇼핑 ","76700","-800","-1.03","2691","28.50","48718","1.57","1250","1.63"
"001045","CJ우 ","22500","-300","-1.32",,,,,"1550","6.89"
"037150","CJ인터넷 ","13800","0","0.00","1104","12.50","9146","1.51","150","1.09"
"097950","CJ제일제당 ","207000","1500","0.73","1969","105.13","117919","1.76","1000","0.48"
"097959","CJ제일제당 3우B ","211000","0","0.00",,,,,"1450","0.69"
"097955","CJ제일제당 우 ","60400","-300","-0.49",,,,,"1050","1.74"
"051500","CJ프레시웨이 ","14250","250","1.79","373","38.20","8204","1.74","100","0.70"
"035710","CL ","1800","-100","-5.26",,,"2940","0.61","0","0.00"
"050470","CMS ","560","40","7.69",,,"1647","0.34","0","0.00"
"023460","CNH ","1290","-5","-0.39","116","11.12","3492","0.37","30","2.33"
"056340","CU전자 ","1150","0","0.00","282","4.08","2298","0.50","0","0.00"
"068790","DMS ","8160","430","5.56","1091","7.48","7205","1.13","0","0.00"
"065340","DM테크놀로지 ","35","0","0.00",,,"1802","0.02","0","0.00"
"069730","DSR제강 ","4655","15","0.32","1266","3.68","3773","1.23","25","0.54"
"009730","DS제강 ","2220","-20","-0.89",,,"5131","0.43","0","0.00"
"017940","E1 ","65800","-2000","-2.95","9048","7.27","92394","0.71","1500","2.28"
"037370","EG ","17600","1000","6.02","51","345.10","6203","2.84","50","0.28"
"080220","EMLSI ","1535","15","0.99",,,"3611","0.43","0","0.00"
"079190","EMW안테나 ","5300","90","1.73","203","26.11","2757","1.92","160","3.02"
"007700","F&F ","3090","-85","-2.68","654","4.72","6968","0.44","75","2.43"
"114090","GKL ","19750","100","0.51","1003","19.69","1648","11.98","350","1.77"
"054020","GK파워 ","610","-55","-8.27",,,"3320","0.18","0","0.00"
"078930","GS ","33750","-50","-0.15","1197","28.20","37491","0.90","500","1.48"
"083450","GST ","1750","15","0.86",,,"2759","0.63","0","0.00"
"006360","GS건설 ","106500","-2000","-1.84","7689","13.85","62951","1.69","500","0.47"
"001250","GS글로벌 ","21900","-300","-1.35","2554","8.57","6276","3.49","500","2.28"
"078935","GS우 ","17150","-100","-0.58",,,,,"550","3.21"
"028150","GS홈쇼핑 ","85200","-600","-0.70","8679","9.82","59567","1.43","3000","3.52"
"053870","GT&T ","1290","55","4.45",,,"1919","0.67","0","0.00"
"035000","GⅡR ","11950","0","0.00",,,"6939","1.72","200","1.67"
"032800","G러닝 ","720","-5","-0.69",,,"926","0.78","0","0.00"
"041590","H&H ","1640","60","3.80",,,"902","1.82","0","0.00"
"001500","HMC투자증권 ","23500","1800","8.29","82","286.59","14924","1.57","0","0.00"
"036640","HRS ","3235","30","0.94","78","41.47","2721","1.19","0","0.00"
"053950","HS바이오팜 ","1815","15","0.83","45","40.33","752","2.41","0","0.00"
"007720","HS홀딩스 ","805","5","0.63",,,"1618","0.50","0","0.00"
"011420","IB스포츠 ","4310","560","14.93",,,"1005","4.29","0","0.00"
"038710","ICM ","515","5","0.98",,,"344","1.50","0","0.00"
"003560","IHQ ","1055","5","0.48",,,"949","1.11","0","0.00"
"095340","ISC ","4420","0","0.00","405","10.91","7813","0.57","115","2.60"
"036420","ISPLUS ","2240","5","0.22",,,"1275","1.76","0","0.00"
"099520","ITX시큐리티 ","5900","100","1.72","1042","5.66","2219","2.66","0","0.00"
"067000","JCE ","4000","50","1.27",,,"4713","0.85","0","0.00"
"065310","JH코오스 ","180","0","0.00",,,"298","0.60","0","0.00"
"037110","JS ","1615","15","0.94",,,"580","2.78","0","0.00"
"005560","JS전선 ","17550","-400","-2.23","904","19.41","11618","1.51","500","2.85"
"105560","KB금융 ","59400","-300","-0.50",,,,,"0","0.00"
"024120","KB오토시스 ","10900","-400","-3.54","367","29.70","4362","2.50","50","0.46"
"002380","KCC ","393500","22000","5.92","18496","21.27","349818","1.12","7000","1.78"
"021320","KCC건설 ","39650","-150","-0.38","4875","8.13","51102","0.78","1000","2.52"
"036670","KCI ","3985","0","0.00","611","6.52","2616","1.52","50","1.25"
"009070","KCTC ","26850","-300","-1.10","1559","17.22","39272","0.68","250","0.93"
"068060","KCW ","1950","15","0.78","321","6.07","4706","0.41","50","2.56"
"009440","KC코트렐 ","8700","0","0.00","482","18.05","5168","1.68","120","1.38"
"017300","KDS ","205","-10","-4.65",,,"637","0.32","0","0.00"
"092220","KEC ","1130","145","14.72",,,"2562","0.44","0","0.00"
"006200","KEC홀딩스 ","1950","125","6.85","78","25.00","5996","0.33","15","0.77"
"109070","KGP ","1665","10","0.60",,,,,"0","0.00"
"001390","KG케미칼 ","10450","400","3.98","563","18.56","18018","0.58","200","1.91"
"060720","KH바텍 ","47500","-1000","-2.06","3902","12.17","13763","3.45","0","0.00"
"001940","KISCO홀딩스 ","78000","-200","-0.26","10476","7.45","180780","0.43","900","1.15"
"083470","KJ프리텍 ","4500","195","4.53","184","24.46","4045","1.11","0","0.00"
"083420","KPX그린케미칼 ","23950","-350","-1.44","543","44.11","22974","1.04","1000","4.18"
"114450","KPX생명과학 ","5210","200","3.99","601","8.67","2663","1.96","200","3.84"
"025000","KPX케미칼 ","47500","0","0.00","5265","9.02","35388","1.34","1500","3.16"
"092230","KPX홀딩스 ","59100","-1600","-2.64","4833","12.23","88840","0.67","1500","2.54"
"025850","KPX화인케미칼 ","58700","-1300","-2.17","51","1150.98","24977","2.35","500","0.85"
"044450","KSS해운 ","4525","15","0.33",,,"8403","0.54","75","1.66"
"030200","KT ","39150","50","0.13","2217","17.66","62646","0.62","1120","2.86"
"033780","KT&G ","64700","300","0.47","6872","9.42","29268","2.21","2800","4.33"
