종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
"037730","3R ","21400","1200","5.94","2279","9.39",,,"0","0.00"
"001460","BYC ","39800","250","0.63","29470","1.35",,,"500","1.26"
"001465","BYC(1우) ","19600","0","0.00",,,,,"550","2.81"
"035760","CJ39쇼핑 ","15700","600","3.97","1095","14.34",,,"0","0.00"
"014820","EASTEL ","6500","90","1.40","440","14.77",,,"75","1.15"
"014825","EASTEL(1우) ","2950","-100","-3.28",,,,,"80","2.71"
"014827","EASTEL(2우B) ","8000","-200","-2.44",,,,,"75","0.94"
"017300","KDS ","1715","-70","-3.92","542","3.16",,,"0","0.00"
"006200","KEC ","11700","-500","-4.10","4690","2.49",,,"450","3.85"
"008480","KEP전자 ","510","65","14.61",,,,,"0","0.00"
"018590","KNC ","1285","15","1.18",,,,,"0","0.00"
"030210","KTB네트워크 ","3870","70","1.84","2791","1.39",,,"300","7.75"
"017940","LG가스 ","9000","290","3.33","2202","4.09",,,"1000","11.11"
"006360","LG건설 ","4350","-100","-2.25","2447","1.78",,,"350","8.05"
"016990","LG마이크론 ","9620","-50","-0.52","3070","3.13",,,"0","0.00"
"010120","LG산전 ","1595","0","0.00",,,,,"0","0.00"
"001120","LG상사 ","2425","-230","-8.66","782","3.10",,,"250","10.31"
"035000","LG애드 ","27150","-50","-0.18","7621","3.56",,,"1000","3.68"
"006260","LG전선 ","9980","-120","-1.19","3457","2.89",,,"600","6.01"
"002610","LG전자 ","12300","200","1.65","18494","0.67",,,"1000","8.13"
"002615","LG전자(1우) ","5900","40","0.68",,,,,"1050","17.80"
"032640","LG텔레콤 ","3870","60","1.57",,,,,"0","0.00"
"005940","LG투자증권 ","6950","160","2.36","3166","2.20",,,"1000","14.39"
"005945","LG투자증권(1우) ","3420","30","0.88",,,,,"1050","30.70"
"028150","LG홈쇼핑 ","33200","3550","11.97","2262","14.68",,,"0","0.00"
"002550","LG화재 ","1455","5","0.34","329","4.42",,,"125","8.59"
"003550","LG화학 ","11600","500","4.50","3906","2.97",,,"750","6.47"
"003555","LG화학(1우) ","5530","-210","-3.66",,,,,"800","14.47"
"026260","M플러스텍 ","1380","140","11.29",,,,,"0","0.00"
"007700","NSF ","2290","20","0.88","243","9.42",,,"50","2.18"
"010950","S-Oil ","23400","-50","-0.21","5311","4.41",,,"2500","10.68"
"010955","S-Oil(1우) ","14900","-600","-3.87",,,,,"2550","17.11"
"034120","SBS ","23300","800","3.56","2038","11.43",,,"0","0.00"
"025530","SJM ","2335","15","0.65","386","6.05",,,"100","4.28"
"003600","SK ","12950","-50","-0.38","2797","4.63",,,"750","5.79"
"003605","SK(1우) ","7070","-230","-3.15",,,,,"800","11.32"
"011790","SKC ","5140","-30","-0.58","1313","3.91",,,"500","9.73"
"018670","SK가스 ","8860","-140","-1.56","1639","5.41",,,"1000","11.29"
"001740","SK글로벌 ","7690","-160","-2.04","1102","6.98",,,"250","3.25"
"001745","SK글로벌(1우) ","3750","-45","-1.19",,,,,"300","8.00"
"001510","SK증권 ","1730","55","3.28",,,,,"0","0.00"
"001515","SK증권(1우) ","1505","80","5.61",,,,,"0","0.00"
"006120","SK케미칼 ","5130","-100","-1.91","1638","3.13",,,"100","1.95"
"006125","SK케미칼(1우) ","2900","-100","-3.33",,,,,"150","5.17"
"017670","SK텔레콤 ","257000","-3500","-1.34","4133","62.18",,,"185","0.07"
"016600","TG벤처 ","710","-20","-2.74","248","2.86",,,"0","0.00"
"024070","WISCOM ","2760","40","1.47","584","4.73",,,"150","5.43"
"008780","i인프라 ","2220","20","0.91","271","8.19",,,"0","0.00"
"040610","가로수닷컴 ","2200","110","5.26","490","4.49",,,"0","0.00"
"042570","가야전자 ","11000","150","1.38","1123","9.80",,,"0","0.00"
"030270","가희 ","12950","400","3.19","2185","5.93",,,"0","0.00"
"009840","갑을 ","1700","-35","-2.02",,,,,"0","0.00"
"011290","갑을방적 ","2100","-25","-1.18",,,,,"0","0.00"
"010460","개발리스 ","1010","80","8.60","54345","0.02",,,"0","0.00"
"000860","건설화학 ","22800","-200","-0.87","9139","2.49",,,"750","3.29"
"012720","건영 ","415","50","13.70",,,,,"0","0.00"
"001390","경기화학 ","1820","20","1.11",,,,,"0","0.00"
"000800","경남기업 ","900","55","6.51",,,,,"0","0.00"
"000805","경남기업(1우B) (락)","14500","0","0.00",,,,,"0","0.00"
"021930","경남리스 ","320","0","0.00","293","1.09",,,"0","0.00"
"001670","경남모직 ","750","0","0.00",,,,,"0","0.00"
"001675","경남모직(1우) ","560","-25","-4.27",,,,,"0","0.00"
"039240","경남스틸 ","3120","0","0.00","920","3.39",,,"0","0.00"
"008020","경남에너지 ","1040","-15","-1.42","8","130.00",,,"50","4.81"
"006610","경남은행 (락)","525","0","0.00","135","3.89",,,"0","0.00"
"002100","경농 ","9760","-390","-3.84","1526","6.40",,,"500","5.12"
"002105","경농(1우) (락)","190500","0","0.00",,,,,"550","0.29"
"012320","경동가스 ","12500","-300","-2.34","3965","3.15",,,"500","4.00"
"009450","경동보일러 ","9350","200","2.19","2973","3.14",,,"500","5.35"
"011040","경동제약 ","6530","-160","-2.39","1774","3.68",,,"0","0.00"
"000050","경방 ","24500","-200","-0.81","5858","4.18",,,"1250","5.10"
"009220","경방기계 ","12000","600","5.26","1177","10.20",,,"0","0.00"
