종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
"036640","HRS ","2855","-15","-0.52","325","8.78","3785","0.75","100","3.50"
"126680","IBKS스팩1호 ","993","2","0.20","18","55.17","985","1.01","0","0.00"
"011420","IB스포츠 ","1590","-10","-0.63","157","10.13","1215","1.31","0","0.00"
"003560","IHQ ","1930","5","0.26","54","35.74","727","2.65","0","0.00"
"095340","ISC ","10350","-50","-0.48","1714","6.04","8747","1.18","400","3.86"
"099520","ITX시큐리티 ","3195","95","3.06",,,"3070","1.04","0","0.00"
"067000","JCE ","16450","-50","-0.30","613","26.84","5443","3.02","100","0.61"
"005560","JS전선 ","9760","-140","-1.41",,,"10389","0.94","0","0.00"
"067290","JW중외신약 ","6790","610","9.87",,,"1478","4.59","25","0.37"
"001060","JW중외제약 ","14400","250","1.77",,,"15047","0.96","200","1.39"
"001067","JW중외제약2우B ","16800","0","0.00",,,,,"200","1.19"
"001065","JW중외제약우 ","11950","-250","-2.05",,,,,"225","1.88"
"096760","JW홀딩스 ","2295","-25","-1.08",,,"2001","1.15","40","1.74"
"035900","JYP Ent. ","5480","30","0.55",,,"720","7.61","0","0.00"
"105560","KB금융 ","38800","900","2.37","6461","6.01","59319","0.65","720","1.86"
"024120","KB오토시스 ","4500","135","3.09","138","32.61","4712","0.96","115","2.56"
"002380","KCC ","302000","5000","1.68","33252","9.08","474737","0.64","8000","2.65"
"021320","KCC건설 ","26000","-100","-0.38","5700","4.56","72270","0.36","1000","3.85"
"036670","KCI ","2695","45","1.70","247","10.91","2919","0.92","50","1.86"
"009070","KCTC ","15800","50","0.32","997","15.85","48434","0.33","200","1.27"
"068060","KCW ","3785","-50","-1.30","474","7.99","5988","0.63","75","1.98"
"009440","KC그린홀딩스 ","2945","25","0.86","438","6.72","5136","0.57","50","1.70"
"119650","KC코트렐 ","9420","150","1.62","1044","9.02","6005","1.57","420","4.46"
"092220","KEC ","508","5","0.99",,,"1132","0.45","0","0.00"
"109070","KGP ","1910","-20","-1.04",,,"5789","0.33","0","0.00"
"046440","KG모빌리언스 ","11850","200","1.72","506","23.42","4393","2.70","75","0.63"
"035600","KG이니시스 ","12250","0","0.00","1056","11.60","4736","2.59","100","0.82"
"001390","KG케미칼 ","11600","200","1.75","466","24.89","16246","0.71","250","2.16"
"060720","KH바텍 ","14600","150","1.04","644","22.67","12226","1.19","0","0.00"
"001940","KISCO홀딩스 ","37700","-100","-0.26",,,"167796","0.22","900","2.39"
"083470","KJ프리텍 ","3000","390","14.94",,,"1488","2.02","0","0.00"
"122450","KMH ","8330","-20","-0.24","965","8.63","4936","1.69","200","2.40"
"058400","KNN ","7480","80","1.08","643","11.63","10404","0.72","225","3.01"
"083420","KPX그린케미칼 ","4810","95","2.01","547","8.79","4513","1.07","150","3.12"
"114450","KPX생명과학 ","4145","95","2.35","215","19.28","4145","1.00","225","5.43"
"025000","KPX케미칼 ","50100","650","1.31","10506","4.77","62418","0.80","1500","2.99"
"092230","KPX홀딩스 ","40050","0","0.00","8971","4.46","122781","0.33","1800","4.49"
"025850","KPX화인케미칼 ","24250","400","1.68",,,"36011","0.67","500","2.06"
"044450","KSS해운 ","8520","-30","-0.35","2169","3.93","11498","0.74","90","1.06"
"030200","KT ","35400","-100","-0.28","5946","5.95","44825","0.79","2000","5.65"
"033780","KT&G ","78700","-2100","-2.60","6451","12.20","34875","2.26","3200","4.07"
"030210","KTB투자증권 ","2375","130","5.79","138","17.21","6702","0.35","0","0.00"
"036030","KTH ","8300","-80","-0.95",,,"5145","1.61","0","0.00"
"058850","KTcs ","2295","5","0.22","430","5.34","2487","0.92","70","3.05"
"043610","KT뮤직 ","3395","-35","-1.02",,,"677","5.01","0","0.00"
"060370","KT서브마린 ","13400","200","1.52","1630","8.22","18050","0.74","500","3.73"
"003550","LG ","67000","1800","2.76","5565","12.04","59984","1.12","1000","1.49"
"034220","LG디스플레이 ","31500","450","1.45",,,"28271","1.11","0","0.00"
"001120","LG상사 ","48900","550","1.14","6409","7.63","34555","1.42","500","1.02"
"068870","LG생명과학 ","48600","3550","7.88","339","143.36","14732","3.30","0","0.00"
"068875","LG생명과학우 ","22500","600","2.74",,,,,"0","0.00"
"051900","LG생활건강 ","651000","-6000","-0.91","15786","41.24","56295","11.56","3500","0.54"
"051905","LG생활건강우 ","185500","-2500","-1.33",,,,,"3550","1.91"
"003555","LG우 ","23700","300","1.28",,,,,"1050","4.43"
"032640","LG유플러스 ","7650","-150","-1.92","196","39.03","7494","1.02","150","1.96"
"011070","LG이노텍 ","86900","4600","5.59",,,"65717","1.32","0","0.00"
"066570","LG전자 ","77500","3900","5.30",,,"71303","1.09","200","0.26"
"066575","LG전자우 ","21300","900","4.41",,,,,"250","1.17"
"093050","LG패션 ","31400","100","0.32","3293","9.54","28101","1.12","400","1.27"
"108670","LG하우시스 ","79000","-200","-0.25","4659","16.96","72146","1.10","1000","1.27"
"108675","LG하우시스우 ","21700","-50","-0.23",,,,,"1050","4.84"
"051910","LG화학 ","340000","10000","3.03","29069","11.70","129276","2.63","4000","1.18"
"051915","LG화학우 ","105500","3500","3.43",,,,,"4050","3.84"
"002550","LIG손해보험 ","24450","-1400","-5.42","4089","5.98","21960","1.11","800","3.27"
"079950","LIG에이디피 ","2445","5","0.20",,,"2335","1.05","0","0.00"
"006260","LS ","95000","700","0.74","4237","22.42","69755","1.36","1250","1.32"
"000680","LS네트웍스 ","4320","50","1.17","151","28.61","10406","0.42","50","1.16"
"000685","LS네트웍스우 ","27450","-50","-0.18",,,,,"100","0.36"
"000687","LS네트웍스전환상환2우B ","4500","-150","-3.23",,,,,"175","3.89"
"010120","LS산전 ","70400","3300","4.92","2400","29.33","25718","2.74","600","0.85"
"086960","MDS테크 ","13500","250","1.89","1158","11.66","6846","1.97","290","2.15"
"023150","MH에탄올 ","2790","25","0.90",,,"5994","0.47","0","0.00"
"065150","MPK ","1750","120","7.36","64","27.34","327","5.35","20","1.14"
"035420","NHN ","227500","500","0.22","10134","22.45","32778","6.94","536","0.24"
"016420","NH농협증권 ","5320","190","3.70","719","7.40","10107","0.53","50","0.94"
"034310","NICE ","65900","2300","3.62","9431","6.99","86725","0.76","650","0.99"
"030190","NICE평가정보 ","5400","-60","-1.10","505","10.69","3024","1.79","160","2.96"
"008260","NI스틸 ","1715","5","0.29","226","7.59","2025","0.85","50","2.92"
"004250","NPC ","2480","35","1.43","359","6.91","2847","0.87","65","2.62"
"004255","NPC우 ","1290","10","0.78",,,,,"70","5.43"
"010060","OCI ","167500","2000","1.21","32588","5.14","139821","1.20","2200","1.31"
"036490","OCI머티리얼즈 ","38350","100","0.26","6230","6.16","30946","1.24","750","1.96"
"024940","PN풍년 ","1300","25","1.96",,,"2620","0.50","15","1.15"
"005490","POSCO ","360500","11500","3.30","47224","7.63","439933","0.82","10000","2.77"
"091340","S&K폴리텍 ","2560","-40","-1.54","206","12.43","5399","0.47","150","5.86"
"100840","S&TC ","16800","400","2.44",,,"22668","0.74","0","0.00"
"000040","S&T모터스 ","496","2","0.40","16","31.00","594","0.84","0","0.00"
"064960","S&T모티브 ","23000","-450","-1.92","3494","6.58","29884","0.77","400","1.74"
"003570","S&T중공업 ","11750","-150","-1.26","1749","6.72","20226","0.58","400","3.40"
"036530","S&T홀딩스 ","9760","30","0.31","2132","4.58","31414","0.31","400","4.10"
"010950","S-Oil ","105500","1500","1.44","10229","10.31","44812","2.35","4800","4.55"
"010955","S-Oil우 ","59300","-100","-0.17",,,,,"4825","8.14"
"019660","SBI글로벌 ","411","11","2.75","69","5.96","464","0.89","0","0.00"
"019550","SBI인베스트먼트 ","432","4","0.93","29","14.90","624","0.69","0","0.00"
"034120","SBS ","41600","-800","-1.89","3236","12.86","29101","1.43","750","1.80"
"101060","SBS미디어홀딩스 ","8400","-200","-2.33","450","18.67","4111","2.04","60","0.71"
"046140","SBS콘텐츠허브 ","13300","250","1.92","1044","12.74","5046","2.64","150","1.13"
"099220","SDN ","1350","80","6.30","611","2.21","3385","0.40","125","9.26"
"040610","SG&G ","2455","70","2.94","593","4.14","4941","0.50","0","0.00"
"049470","SGA ","854","6","0.71","14","61.00","634","1.35","0","0.00"
"004060","SG세계물산 ","1070","137","14.68","10","107.00","1035","1.03","0","0.00"
"001380","SG충남방적 ","1460","120","8.96","7","208.57","3132","0.47","0","0.00"
"001385","SG충남방적우 ","1575000","0","0.00",,,,,"0","0.00"
"002360","SH에너지화학 ","1080","89","8.98","19","56.84","568","1.90","0","0.00"
"002365","SH에너지화학우 ","55500","-200","-0.36",,,,,"0","0.00"
"009160","SIMPAC ","7400","-220","-2.89","925","8.00","5809","1.27","100","1.35"
"090730","SIMPAC METALLOY ","6230","260","4.36","1437","4.34","12350","0.50","150","2.41"
"123700","SJM ","7780","-30","-0.38","1466","5.31","6980","1.11","200","2.57"
"025530","SJM홀딩스 ","3655","-80","-2.14","796","4.59","7545","0.48","150","4.10"
"003600","SK ","185000","6000","3.35","41315","4.48","226463","0.82","1950","1.05"
"034730","SK C&C ","104500","1500","1.46","9226","11.33","45147","2.31","1000","0.96"
"011790","SKC ","41700","-400","-0.95","3512","11.87","31121","1.34","500","1.20"
"057500","SKC 솔믹스 ","3150","70","2.27",,,"6374","0.49","50","1.59"
"018670","SK가스 ","87800","-200","-0.23","14451","6.08","94825","0.93","1700","1.94"
"001740","SK네트웍스 ","8660","210","2.49","587","14.75","13013","0.67","150","1.73"
"001745","SK네트웍스우 ","10700","-100","-0.93",,,,,"175","1.64"
"033630","SK브로드밴드 ","4770","105","2.25",,,"3694","1.29","0","0.00"
"003605","SK우 ","50700","1150","2.32",,,,,"2000","3.94"
"096770","SK이노베이션 ","179000","5000","2.87","34004","5.26","155551","1.15","2800","1.56"
"096775","SK이노베이션우 ","50200","900","1.83",,,,,"2850","5.68"
"001510","SK증권 ","1220","35","2.95",,,"1397","0.87","10","0.82"
"001515","SK증권우 ","1000","26","2.67",,,,,"15","1.50"
"066270","SK컴즈 ","7890","50","0.64","100","78.90","5346","1.48","0","0.00"
"006120","SK케미칼 ","60200","500","0.84","8658","6.95","51979","1.16","400","0.66"
"006125","SK케미칼우 ","14050","50","0.36",,,,,"450","3.20"
"017670","SK텔레콤 ","150500","-2000","-1.31","22848","6.59","144427","1.04","9400","6.25"
"000660","SK하이닉스 ","26600","850","3.30",,,"13300","2.00","0","0.00"
"048550","SM C&C ","3750","135","3.73","15","250.00","537","6.98","0","0.00"
"099440","SMEC ","3480","-120","-3.33","284","12.25","2968","1.17","20","0.57"
"051980","SNH ","1765","15","0.86","223","7.91","2733","0.65","0","0.00"
"036540","STS반도체 ","6550","80","1.24","288","22.74","4675","1.40","50","0.76"
"011810","STX ","8290","-110","-1.31","4089","2.03","28518","0.29","250","3.02"
"071970","STX메탈 ","5200","-30","-0.57","330","15.76","16375","0.32","150","2.88"
"077970","STX엔진 ","9240","-40","-0.43","2388","3.87","24568","0.38","250","2.71"
"067250","STX조선해양 ","7350","50","0.68","906","8.11","17394","0.42","200","2.72"
"028670","STX팬오션 ","4830","115","2.44",,,"11759","0.41","80","1.66"
"002710","TCC동양 ","4590","-25","-0.54","295","15.56","13317","0.34","150","3.27"
"032540","TJ미디어 ","3360","-5","-0.15","475","7.07","6232","0.54","220","6.55"
"048770","TPC ","1860","10","0.54","134","13.88","2112","0.88","25","1.34"
"011000","VGX인터 ","1395","5","0.36",,,"661","2.11","0","0.00"
"024070","WISCOM ","4295","0","0.00","627","6.85","7669","0.56","300","6.98"
"057030","YBM시사닷컴 ","5830","-10","-0.17","433","13.46","3208","1.82","400","6.86"
"023770","YNK코리아 ","1845","25","1.37",,,"2004","0.92","0","0.00"
"040300","YTN ","3475","-55","-1.56","252","13.79","4132","0.84","25","0.72"
"052220","iMBC ","5400","320","6.30","204","26.47","1948","2.77","55","1.02"
"079940","가비아 ","4090","55","1.36","372","10.99","2161","1.89","30","0.73"
"078890","가온미디어 ","4895","-15","-0.31",,,"5005","0.98","0","0.00"
"000500","가온전선 ","22400","300","1.36",,,"62495","0.36","500","2.23"
"030270","가희 ","8130","50","0.62",,,"19112","0.43","0","0.00"
"035250","강원랜드 ","28650","-600","-2.05","1875","15.28","10551","2.72","910","3.18"
"094480","갤럭시아컴즈 ","2590","335","14.86",,,"895","2.89","0","0.00"
"000860","건설화학 ","19650","0","0.00","3811","5.16","46709","0.42","400","2.04"
"063080","게임빌 ","101100","300","0.30","2933","34.47","12323","8.20","0","0.00"
"041140","게임하이 ","7090","-10","-0.14","63","112.54","1681","4.22","0","0.00"
"000800","경남기업 ","5320","-20","-0.37","5043","1.05","26313","0.20","100","1.88"
"039240","경남스틸 ","6500","-20","-0.31","1870","3.48","10815","0.60","250","3.85"
"008020","경남에너지 ","4040","0","0.00","945","4.28","8568","0.47","125","3.09"
"053950","경남제약 ","681","-1","-0.15",,,"586","1.16","0","0.00"
"002100","경농 ","3170","-25","-0.78","29","109.31","6579","0.48","200","6.31"
"012320","경동가스 ","76000","300","0.40","8695","8.74","116067","0.65","1100","1.45"
"009450","경동나비엔 ","11500","-200","-1.71","749","15.35","13044","0.88","100","0.87"
"011040","경동제약 ","13250","250","1.92","1714","7.73","11346","1.17","600","4.53"
"000050","경방 ","90000","400","0.45",,,"252845","0.36","0","0.00"
"139050","경봉 ","5260","-100","-1.87","179","29.39","2131","2.47","0","0.00"
"043220","경원산업 ","1325","35","2.71",,,"2670","0.50","0","0.00"
"012610","경인양행 ","2755","25","0.92","72","38.26","4289","0.64","50","1.81"
"009140","경인전자 ","13400","0","0.00","662","20.24","35320","0.38","500","3.73"
"024910","경창산업 ","4745","80","1.71","290","16.36","3907","1.21","50","1.05"
"013580","계룡건설 ","8020","-70","-0.87","1080","7.43","51688","0.16","100","1.25"
"012200","계양전기 ","2435","10","0.41","203","12.00","4076","0.60","50","2.05"
"012205","계양전기우 ","1500","-35","-2.28",,,,,"55","3.67"
"004200","고려개발 ","1680","40","2.44",,,"6147","0.27","0","0.00"
"089890","고려반도체 ","5090","40","0.79","514","9.90","2200","2.31","0","0.00"
"002140","고려산업 ","5420","-70","-1.28","921","5.88","11219","0.48","150","2.77"
"049720","고려신용정보 ","992","-3","-0.30","168","5.90","863","1.15","50","5.04"
"010130","고려아연 ","405000","0","0.00","39868","10.16","179655","2.25","5000","1.23"
"002240","고려제강 ","30650","-150","-0.49","7241","4.23","88629","0.35","350","1.14"
"014570","고려제약 ","2880","35","1.23","344","8.37","4270","0.67","70","2.43"
"009810","고려포리머 ","553","11","2.03",,,"1655","0.33","0","0.00"
"009815","고려포리머우 ","457000","7000","1.56",,,,,"0","0.00"
"098460","고영 ","28000","-100","-0.36","1834","15.27","8015","3.49","200","0.71"
"001290","골든브릿지증권 ","1120","70","6.67",,,"4018","0.28","60","5.36"
"121440","골프존 ","61900","-1000","-1.59","4045","15.30","28404","2.18","800","1.29"
"009290","광동제약 ","5900","-140","-2.32","683","8.64","4733","1.25","50","0.85"
"014200","광림 ","2060","75","3.78","170","12.12","3727","0.55","40","1.94"
"017040","광명전기 ","2530","45","1.81",,,"1288","1.96","0","0.00"
"017900","광전자 ","1865","40","2.19",,,"3897","0.48","0","0.00"
"037710","광주신세계 ","234000","1500","0.65","32676","7.16","193884","1.21","1250","0.53"
"026910","광진실업 ","2340","15","0.65","683","3.43","4463","0.52","50","2.14"
"090150","광진윈텍 ","2115","140","7.09","334","6.33","3776","0.56","0","0.00"
"030610","교보증권 ","5040","195","4.02","611","8.25","16122","0.31","100","1.98"
"053270","구영테크 ","1475","35","2.43",,,"2789","0.53","0","0.00"
"007690","국도화학 ","43100","300","0.70","4185","10.30","52866","0.82","800","1.86"
"005320","국동 ","1385","-5","-0.36",,,"1454","0.95","0","0.00"
"001140","국보 ","12350","100","0.82",,,"33475","0.37","50","0.40"
"066620","국보디자인 ","6880","80","1.18","847","8.12","6419","1.07","200","2.91"
"043650","국순당 ","7390","0","0.00","323","22.88","9713","0.76","105","1.42"
"006050","국영지앤엠 ","886","-11","-1.23",,,"1604","0.55","0","0.00"
"078130","국일제지 ","4360","-240","-5.22",,,"17813","0.24","0","0.00"
"044180","국제디와이 ","132","3","2.33",,,"415","0.32","0","0.00"
"002720","국제약품 ","2820","60","2.17",,,"4956","0.57","20","0.71"
"053740","국제엘렉트릭 ","10450","-50","-0.48","2692","3.88","8717","1.20","1000","9.57"
"019010","그랜드백화점 ","5150","100","1.98",,,"45171","0.11","0","0.00"
"014530","극동유화 ","20600","100","0.49","2765","7.45","26562","0.78","700","3.40"
"002250","근화제약 ","25150","-350","-1.37","1115","22.56","22747","1.11","600","2.39"
"012410","글로스텍 ","3735","-140","-3.61",,,"761","4.91","0","0.00"
"014280","금강공업 ","14750","-150","-1.01","33","446.97","38744","0.38","250","1.69"
"014285","금강공업우 ","10600","50","0.47",,,,,"300","2.83"
"053260","금강철강 ","2380","15","0.63","526","4.52","4430","0.54","100","4.20"
"008870","금비 ","27500","350","1.29","5306","5.18","106476","0.26","800","2.91"
"058370","금성테크 ","544","-11","-1.98","91","5.98","501","1.09","0","0.00"
"001570","금양 ","1070","10","0.94","88","12.16","1148","0.93","25","2.34"
"002990","금호산업 ","1590","35","2.25",,,"1087","1.46","0","0.00"
"002995","금호산업우 ","948","4","0.42",,,,,"0","0.00"
"011780","금호석유 ","138000","7500","5.75","24723","5.58","43226","3.19","2000","1.45"
"011785","금호석유우 ","29050","750","2.65",,,,,"2050","7.06"
"001210","금호전기 ","21000","-450","-2.10","1249","16.81","33667","0.62","450","2.14"
"010050","금호종금 ","309","-17","-5.21",,,"277","1.12","0","0.00"
"073240","금호타이어 ","13100","100","0.77",,,"4219","3.11","0","0.00"
"036190","금화피에스시 ","20300","50","0.25","2618","7.75","12724","1.60","500","2.46"
"004790","기륭E&E ","798","4","0.50","3","266.00","1316","0.61","0","0.00"
"035460","기산텔레콤 ","1935","5","0.26",,,"2110","0.92","0","0.00"
"092440","기신정기 ","6330","30","0.48","293","21.60","6253","1.01","200","3.16"
"000270","기아차 ","56300","-200","-0.35","8573","6.57","33441","1.68","600","1.07"
"024110","기업은행 ","11950","100","0.84","2206","5.42","20388","0.59","580","4.85"
"004540","깨끗한나라 ","4605","-35","-0.75","49","93.98","4247","1.08","0","0.00"
"004545","깨끗한나라우 ","5190","190","3.80",,,,,"0","0.00"
"151910","나노스 ","17300","50","0.29","1105","15.66","1721","10.05","0","0.00"
"121600","나노신소재 ","16100","950","6.27","673","23.92","8046","2.00","0","0.00"
"039860","나노엔텍 ","3850","-65","-1.66",,,"1478","2.60","0","0.00"
"091970","나노캠텍 ","3305","55","1.69","105","31.48","4249","0.78","0","0.00"
"010670","나노트로닉스 ","4870","-20","-0.41",,,"1611","3.02","0","0.00"
"051490","나라엠앤디 ","2445","15","0.62","709","3.45","4600","0.53","120","4.91"
"067160","나우콤 ","7430","150","2.06","89","83.48","3292","2.26","0","0.00"
"138610","나이벡 ","4005","5","0.13",,,"3062","1.31","0","0.00"
"130580","나이스디앤비 ","2770","55","2.03","214","12.94","1198","2.31","49","1.77"
"036800","나이스정보통신 ","5140","40","0.78","1199","4.29","4554","1.13","200","3.89"
"001260","남광토건 ","900","0","0.00",,,,,"0","0.00"
"008350","남선알미늄 ","512","9","1.79","247","2.07","672","0.76","0","0.00"
"008355","남선알미우 ","3740","340","10.00",,,,,"0","0.00"
"004270","남성 ","7190","100","1.41",,,"23927","0.30","400","5.56"
"003920","남양유업 ","950000","8000","0.85","70068","13.56","923656","1.03","1000","0.11"
"003925","남양유업우 ","250000","-6000","-2.34",,,,,"1050","0.42"
"002070","남영비비안 ","7340","140","1.94","843","8.71","22245","0.33","300","4.09"
"025860","남해화학 ","7870","140","1.81",,,"7391","1.06","30","0.38"
"091590","남화토건 ","5170","50","0.98","904","5.72","8238","0.63","75","1.45"
"096040","네오엠텔 ","2385","310","14.94",,,"2355","1.01","0","0.00"
"042420","네오위즈 ","14300","-250","-1.72","2416","5.92","17500","0.82","0","0.00"
"095660","네오위즈게임즈 ","25750","750","3.00","3499","7.36","11349","2.27","0","0.00"
"104200","네오위즈인터넷 ","11850","-50","-0.42","593","19.98","2937","4.03","0","0.00"
"085910","네오티스 ","4900","-35","-0.71","467","10.49","6325","0.77","200","4.08"
"092730","네오팜 ","6030","-30","-0.50","122","49.43","4004","1.51","75","1.24"
"028090","네오퍼플 ","612","-5","-0.81",,,"293","2.09","0","0.00"
"101400","네오피델리티 ","2515","115","4.79","372","6.76","2950","0.85","30","1.19"
"153460","네이블 ","14150","-350","-2.41","1006","14.07","2913","4.86","0","0.00"
"033640","네패스 ","14250","300","2.15",,,"6318","2.26","50","0.35"
"087730","네패스신소재 ","8720","340","4.06",,,"2290","3.81","0","0.00"
"005720","넥센 ","79000","1100","1.41","14604","5.41","105168","0.75","350","0.44"
"005725","넥센우 ","19500","0","0.00",,,,,"400","2.05"
"002350","넥센타이어 ","16200","200","1.25","878","18.45","5571","2.91","60","0.37"
"002355","넥센타이어1우B ","2895","10","0.35",,,,,"65","2.25"
"073070","넥센테크 ","2615","-60","-2.24","127","20.59","2723","0.96","35","1.34"
"110570","넥솔론 ","1325","-20","-1.49",,,"1903","0.70","0","0.00"
"081970","넥스지 ","3355","15","0.45","536","6.26","5128","0.65","0","0.00"
"089140","넥스턴 ","3250","-15","-0.46","565","5.75","4097","0.79","100","3.08"
"139670","넥스트리밍 ","6190","120","1.98","472","13.11","2546","2.43","70","1.13"
"137940","넥스트아이 ","7350","230","3.23","596","12.33","2957","2.49","50","0.68"
"092600","넥스트칩 ","7000","90","1.30","489","14.31","4924","1.42","80","1.14"
"090350","노루페인트 ","4630","75","1.65","434","10.67","10950","0.42","200","4.32"
"090355","노루페인트우 ","3630","-40","-1.09",,,,,"205","5.65"
"000320","노루홀딩스 ","8920","-80","-0.89","921","9.69","17492","0.51","400","4.48"
"000327","노루홀딩스2우B ","9300","-50","-0.53",,,,,"405","4.35"
"000325","노루홀딩스우 ","8690","0","0.00",,,,,"405","4.66"
"006280","녹십자 ","139000","500","0.36","5544","25.07","61016","2.28","1500","1.08"
"005250","녹십자홀딩스 ","15350","0","0.00","571","26.88","11288","1.36","250","1.63"
"005255","녹십자홀딩스1우 ","14500","500","3.57",,,,,"255","1.76"
"005257","녹십자홀딩스2우 ","16950","1150","7.28",,,,,"250","1.47"
"004370","농심 ","272000","500","0.18","14662","18.55","246150","1.11","4000","1.47"
"072710","농심홀딩스 ","60300","-600","-0.99","9051","6.66","149777","0.40","2000","3.32"
"054050","농우바이오 ","21750","-250","-1.14","1049","20.73","8717","2.50","250","1.15"
"040160","누리텔레콤 ","5030","30","0.60",,,"3875","1.30","0","0.00"
"069140","누리플랜 ","6860","-20","-0.29","765","8.97","6265","1.09","70","1.02"
"126870","뉴로스 ","6370","140","2.25","1178","5.41","4598","1.39","0","0.00"
"041060","뉴로테크 ","625","-7","-1.11",,,"648","0.96","0","0.00"
"060260","뉴보텍 ","587","29","5.20",,,"624","0.94","0","0.00"
"012340","뉴인텍 ","1165","15","1.30",,,"862","1.35","0","0.00"
"085670","뉴프렉스 ","5000","280","5.93",,,"2947","1.70","0","0.00"
"053290","능률교육 ","3620","-10","-0.28","421","8.60","3895","0.93","140","3.87"
"023430","니트젠앤컴퍼니 ","663","13","2.00",,,"485","1.37","0","0.00"
"119860","다나와 ","7600","-150","-1.94","668","11.38","6684","1.14","150","1.97"
"064260","다날 ","11500","350","3.14",,,"4106","2.80","0","0.00"
