종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","3220","15","0.47","16","201.25",,,"792","4.07","0","0.00"
"095570","AJ네트웍스 ","6030","-70","-1.15",,,,,"6089","0.99","210","3.48"
"006840","AK홀딩스 ","21550","0","0.00",,,,,"50471","0.43","400","1.86"
"054620","APS홀딩스 ","11950","0","0.00",,,,,"8135","1.47","0","0.00"
"265520","AP시스템 ","24300","100","0.41","1736","14.00","3190","7.62","9041","2.69","120","0.49"
"211270","AP위성 ","15200","0","0.00",,,,,"5321","2.86","70","0.46"
"027410","BGF ","5300","0","0.00","285","18.60","150","35.29","15781","0.34","110","2.08"
"282330","BGF리테일 ","181000","1000","0.56","7103","25.48","10789","16.78","40317","4.49","2400","1.33"
"032790","BNGT ","4075","0","0.00",,,,,"1038","3.93","0","0.00"
"138930","BNK금융지주 ","7850","0","0.00","1498","5.24","2695","2.91","26781","0.29","320","4.08"
"001460","BYC ","447500","-3500","-0.78","21904","20.43",,,"538911","0.83","1100","0.25"
"001465","BYC우 ","178000","0","0.00",,,,,,,"1150","0.65"
"013720","CBI ","2955","155","5.54",,,,,"485","6.09","0","0.00"
"001040","CJ ","83600","700","0.84","2581","32.39","11420","7.32","130202","0.64","2000","2.39"
"079160","CJ CGV ","26950","50","0.19",,,,,"3812","7.07","0","0.00"
"035760","CJ ENM ","131500","-1100","-0.83","2870","45.82","10000","13.15","156746","0.84","1600","1.22"
"311690","CJ 바이오사이언스 ","38800","50","0.13",,,,,"8859","4.38","0","0.00"
"00104K","CJ4우(전환) ","72900","200","0.28",,,,,,,"2000","2.74"
"000120","CJ대한통운 ","127500","-4500","-3.41","5683","22.44","7588","16.80","146331","0.87","0","0.00"
"011150","CJ씨푸드 ","4200","-185","-4.22","58","72.41",,,"1823","2.30","0","0.00"
"011155","CJ씨푸드1우 ","37650","-450","-1.18",,,,,,,"0","0.00"
"001045","CJ우 ","50900","300","0.59",,,,,,,"2050","4.03"
"097950","CJ제일제당 ","367500","-2000","-0.54","42783","8.59","42101","8.73","321970","1.14","4000","1.09"
"097955","CJ제일제당 우 ","165500","500","0.30",,,,,,,"4050","2.45"
"051500","CJ프레시웨이 ","35400","-200","-0.56",,,"3991","8.87","15839","2.23","0","0.00"
"058820","CMG제약 ","3390","35","1.04","2","1695.00",,,"1304","2.60","0","0.00"
"023460","CNH ","2470","-20","-0.80","824","3.00",,,"3446","0.72","50","2.02"
"056730","CNT85 ","1550","0","0.00",,,,,"319","4.86","0","0.00"
