,date,code,12개월 간 수익률,name,KOSPI 12개월 간 수익률,KOSPI대비 12개월 간 수익률,12개월 간 KOSPI 이김,PER,PBR,배당수익률,PER_inv,PBR_inv
0,20221018,005930,-0.19515669515669515,삼성전자,-0.25168291936621123,0.056526224209516085,1,9.78,1.3,2.56,0.10224948875255624,0.7692307692307692
1,20221018,373220,-0.031683168316831684,LG에너지솔루션,-0.25168291936621123,0.21999975104937955,1,123.39,12.28,0.0,0.008104384471999352,0.08143322475570033
2,20221018,000660,-0.013388259526261586,SK하이닉스,-0.25168291936621123,0.23829465983994966,1,6.85,1.06,1.61,0.14598540145985403,0.9433962264150942
3,20221018,207940,-0.003488380320723432,삼성바이오로직스,-0.25168291936621123,0.2481945390454878,1,143.73,11.33,0.0,0.0069574897377026376,0.088261253309797
4,20221018,051910,-0.26118500604594924,LG화학,-0.25168291936621123,-0.009502086679738009,0,12.97,2.19,1.96,0.07710100231303006,0.4566210045662101
5,20221018,005935,-0.19032761310452417,삼성전자우,-0.25168291936621123,0.06135530626168706,1,10000.0,10000.0,2.78,0.0001,0.0001
6,20221018,006400,-0.14184397163120568,삼성SDI,-0.25168291936621123,0.10983894773500555,1,34.59,2.75,0.17,0.028910089621277824,0.36363636363636365
7,20221018,005380,-0.19809069212410502,현대차,-0.25168291936621123,0.053592227242106216,1,8.85,0.58,2.98,0.11299435028248588,1.7241379310344829
8,20221018,035420,-0.5649432534678437,NAVER,-0.25168291936621123,-0.31326033410163245,0,1.56,1.09,0.3,0.641025641025641,0.9174311926605504
9,20221018,000270,-0.17933491686460806,기아,-0.25168291936621123,0.07234800250160317,1,5.82,0.79,4.34,0.1718213058419244,1.2658227848101264
10,20221018,068270,-0.16937658536126235,셀트리온,-0.25168291936621123,0.08230633400494888,1,42.69,6.24,0.42,0.0234246896228625,0.16025641025641024
11,20221018,035720,-0.5934156378600823,카카오,-0.25168291936621123,-0.3417327184938711,0,15.34,2.15,0.11,0.0651890482398957,0.46511627906976744
12,20221018,005490,-0.21752738654147105,POSCO홀딩스,-0.25168291936621123,0.03415553282474018,1,2.86,0.37,6.8,0.3496503496503497,2.7027027027027026
13,20221018,028260,-0.07883817427385892,삼성물산,-0.25168291936621123,0.17284474509235231,1,11.2,0.6,3.78,0.08928571428571429,1.6666666666666667
14,20221018,105560,-0.15295169946332737,KB금융,-0.25168291936621123,0.09873121990288386,1,4.25,0.39,6.21,0.23529411764705882,2.564102564102564
