,date,code,12개월 간 수익률,name,KOSPI 12개월 간 수익률,KOSPI대비 12개월 간 수익률,12개월 간 KOSPI 이김,PER,PBR,배당수익률,PER_inv,PBR_inv
0,20221128,005930,-0.16874135546334718,삼성전자,-0.1722223877246608,0.0034810322613136324,1,10.4,1.38,2.4,0.09615384615384615,0.7246376811594204
1,20221128,373220,0.11287128712871287,LG에너지솔루션,-0.1722223877246608,0.28509367485337367,1,141.81,14.11,0.0,0.007051688879486637,0.07087172218284904
2,20221128,207940,0.012986834605003812,삼성바이오로직스,-0.1722223877246608,0.1852092223296646,1,150.54,11.87,0.0,0.0066427527567423945,0.08424599831508003
3,20221128,000660,-0.2836206896551724,SK하이닉스,-0.1722223877246608,-0.11139830193051159,0,5.94,0.92,1.85,0.16835016835016833,1.0869565217391304
4,20221128,051910,0.009831460674157303,LG화학,-0.1722223877246608,0.1820538483988181,1,15.26,2.58,1.67,0.0655307994757536,0.38759689922480617
5,20221128,006400,0.02538787023977433,삼성SDI,-0.1722223877246608,0.19761025796443513,1,41.56,3.31,0.14,0.02406159769008662,0.3021148036253776
6,20221128,005935,-0.1641337386018237,삼성전자우,-0.1722223877246608,0.008088649122837105,1,10000.0,10000.0,2.63,0.0001,0.0001
7,20221128,005380,-0.16458852867830423,현대차,-0.1722223877246608,0.007633859046356578,1,8.83,0.58,2.99,0.11325028312570781,1.7241379310344829
8,20221128,035420,-0.5329883570504528,NAVER,-0.1722223877246608,-0.36076596932579197,0,1.63,1.15,0.28,0.6134969325153374,0.8695652173913044
9,20221128,000270,-0.17424242424242425,기아,-0.1722223877246608,-0.002020036517763446,0,5.51,0.75,4.59,0.18148820326678766,1.3333333333333333
10,20221128,005490,0.11153119092627599,POSCO홀딩스,-0.1722223877246608,0.2837535786509368,1,3.37,0.44,5.78,0.29673590504451036,2.272727272727273
11,20221128,068270,-0.17052237911442475,셀트리온,-0.1722223877246608,0.001700008610236059,1,41.85,6.11,0.43,0.02389486260454002,0.1636661211129296
12,20221128,035720,-0.5560975609756098,카카오,-0.1722223877246608,-0.383875173250949,0,16.95,2.37,0.1,0.058997050147492625,0.42194092827004215
13,20221128,028260,0.11162790697674418,삼성물산,-0.1722223877246608,0.283850294701405,1,12.05,0.65,3.51,0.08298755186721991,1.5384615384615383
14,20221128,105560,-0.10849909584086799,KB금융,-0.1722223877246608,0.06372329188379282,1,4.43,0.4,5.96,0.22573363431151244,2.5
15,20221128,012330,-0.08149779735682819,현대모비스,-0.1722223877246608,0.09072459036783262,1,8.13,0.54,1.92,0.12300123001230011,1.8518518518518516
16,20221128,055550,0.0,신한지주,-0.1722223877246608,0.1722223877246608,1,4.97,0.41,5.4,0.2012072434607646,2.4390243902439024
17,20221128,003670,0.4290322580645161,포스코케미칼,-0.1722223877246608,0.601254645789177,1,126.35,7.18,0.14,0.007914523149980214,0.1392757660167131
18,20221128,096770,-0.1466992665036675,SK이노베이션,-0.1722223877246608,0.025523121220993317,1,47.94,0.85,1.44,0.020859407592824366,1.1764705882352942
19,20221128,034730,-0.17288801571709234,SK,-0.1722223877246608,-0.0006656279924315278,0,5.63,0.56,3.8,0.17761989342806395,1.7857142857142856
